window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,2597,0.012985,1.0,0.28609934539853676,0.0,1.0,0.0,0.7139006546014632,0.20215633423180593,0.08394301116673085,0.0,0.7139006546014632,0.0,0.28609934539853676,0.0,1.0,0.0,0.9985229396515345,1.0,0.269043351227938,0.3037872279199809
valley,2243,0.011215,0.9407044137316094,0.3517610343290236,0.05929558626839055,0.9407044137316094,0.0,0.6482389656709764,0.21756576014266607,0.13419527418635754,0.04814979937583593,0.6000891662951404,0.011145786892554615,0.34061524743646904,0.0,1.0,0.0,0.9301560854683093,0.9497457287049729,0.3322676753120964,0.371761304745955
peak2,5688,0.02844,0.17369901547116737,0.285337552742616,0.8263009845288326,0.17334739803094235,0.00035161744022503517,0.7146624472573839,0.17809423347398032,0.10724331926863573,0.6126933895921237,0.1019690576652602,0.21360759493670886,0.07172995780590717,0.0,1.0,0.0,0.16407446245545604,0.18376402974713796,0.2737498764873139,0.29721499365243137
other,189472,0.94736,0.1927408799189326,0.29794375950008445,0.8072591200810674,0.19076169565951698,0.0019791842594156393,0.7020562404999156,0.18347301976017566,0.1144707397399088,0.5851840905252491,0.11687214997466644,0.2220750295558183,0.07586872994426618,0.02977391304347826,0.9702260869565218,0.0,0.19097097764170542,0.19452324147989472,0.2958884922109818,0.3000072201213497
