t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,3,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,8,nan,nan,nan,nan,nan,nan
11,4,nan,nan,nan,nan,nan,nan
12,5,nan,nan,nan,nan,nan,nan
13,9,nan,nan,nan,nan,nan,nan
14,11,nan,nan,nan,nan,nan,nan
15,12,nan,nan,nan,nan,nan,nan
16,12,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,15,nan,nan,nan,nan,nan,nan
19,12,nan,nan,nan,nan,nan,nan
20,19,nan,nan,nan,nan,nan,nan
21,25,nan,nan,nan,nan,nan,nan
22,22,nan,nan,nan,nan,nan,nan
23,22,nan,nan,nan,nan,nan,nan
24,19,nan,nan,nan,nan,nan,nan
25,26,nan,nan,nan,nan,nan,nan
26,24,nan,nan,nan,nan,nan,nan
27,23,nan,nan,nan,nan,nan,nan
28,31,nan,nan,nan,nan,nan,nan
29,22,nan,nan,nan,nan,nan,nan
30,25,nan,nan,nan,nan,nan,nan
31,22,nan,nan,nan,nan,nan,nan
32,26,nan,nan,nan,nan,nan,nan
33,25,nan,nan,nan,nan,nan,nan
34,20,nan,nan,nan,nan,nan,nan
35,23,nan,nan,nan,nan,nan,nan
36,27,nan,nan,nan,nan,nan,nan
37,17,nan,nan,nan,nan,nan,nan
38,20,nan,nan,nan,nan,nan,nan
39,33,nan,nan,nan,nan,nan,nan
40,22,nan,nan,nan,nan,nan,nan
41,22,nan,nan,nan,nan,nan,nan
42,26,nan,nan,nan,nan,nan,nan
43,29,nan,nan,nan,nan,nan,nan
44,22,nan,nan,nan,nan,nan,nan
45,27,nan,nan,nan,nan,nan,nan
46,33,nan,nan,nan,nan,nan,nan
47,21,nan,nan,nan,nan,nan,nan
48,21,nan,nan,nan,nan,nan,nan
49,27,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,29,nan,nan,nan,nan,nan,nan
52,18,nan,nan,nan,nan,nan,nan
53,25,nan,nan,nan,nan,nan,nan
54,27,nan,nan,nan,nan,nan,nan
55,32,nan,nan,nan,nan,nan,nan
56,22,nan,nan,nan,nan,nan,nan
57,19,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,21,nan,nan,nan,nan,nan,nan
60,24,nan,nan,nan,nan,nan,nan
61,29,nan,nan,nan,nan,nan,nan
