t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,6,nan,nan,nan,nan,nan,nan
7,7,nan,nan,nan,nan,nan,nan
8,3,nan,nan,nan,nan,nan,nan
9,13,nan,nan,nan,nan,nan,nan
10,15,nan,nan,nan,nan,nan,nan
11,20,nan,nan,nan,nan,nan,nan
12,17,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,18,nan,nan,nan,nan,nan,nan
15,25,nan,nan,nan,nan,nan,nan
16,23,nan,nan,nan,nan,nan,nan
17,21,nan,nan,nan,nan,nan,nan
18,24,nan,nan,nan,nan,nan,nan
19,21,nan,nan,nan,nan,nan,nan
20,27,nan,nan,nan,nan,nan,nan
21,12,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,19,nan,nan,nan,nan,nan,nan
24,28,nan,nan,nan,nan,nan,nan
25,20,nan,nan,nan,nan,nan,nan
26,25,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,21,nan,nan,nan,nan,nan,nan
29,24,nan,nan,nan,nan,nan,nan
30,20,nan,nan,nan,nan,nan,nan
31,24,nan,nan,nan,nan,nan,nan
32,25,nan,nan,nan,nan,nan,nan
33,16,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,19,nan,nan,nan,nan,nan,nan
36,25,nan,nan,nan,nan,nan,nan
37,33,nan,nan,nan,nan,nan,nan
38,22,nan,nan,nan,nan,nan,nan
39,18,nan,nan,nan,nan,nan,nan
40,17,nan,nan,nan,nan,nan,nan
41,18,nan,nan,nan,nan,nan,nan
42,18,nan,nan,nan,nan,nan,nan
43,19,nan,nan,nan,nan,nan,nan
44,21,nan,nan,nan,nan,nan,nan
45,21,nan,nan,nan,nan,nan,nan
46,22,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,17,nan,nan,nan,nan,nan,nan
49,19,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,18,nan,nan,nan,nan,nan,nan
52,29,nan,nan,nan,nan,nan,nan
53,22,nan,nan,nan,nan,nan,nan
54,16,nan,nan,nan,nan,nan,nan
55,20,nan,nan,nan,nan,nan,nan
56,29,nan,nan,nan,nan,nan,nan
57,16,nan,nan,nan,nan,nan,nan
58,14,nan,nan,nan,nan,nan,nan
59,8,nan,nan,nan,nan,nan,nan
60,17,nan,nan,nan,nan,nan,nan
61,18,nan,nan,nan,nan,nan,nan
