t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,2,nan,nan,nan,nan,nan,nan
8,8,nan,nan,nan,nan,nan,nan
9,16,nan,nan,nan,nan,nan,nan
10,17,nan,nan,nan,nan,nan,nan
11,18,nan,nan,nan,nan,nan,nan
12,27,nan,nan,nan,nan,nan,nan
13,27,nan,nan,nan,nan,nan,nan
14,38,nan,nan,nan,nan,nan,nan
15,32,nan,nan,nan,nan,nan,nan
16,50,1.0,0.0,0.0,1.0,0.0,0.0
17,51,1.0,0.0,0.0,1.0,0.0,0.0
18,44,nan,nan,nan,nan,nan,nan
19,58,1.0,0.0,0.0,1.0,0.0,0.0
20,46,nan,nan,nan,nan,nan,nan
21,75,1.0,0.0,0.0,1.0,0.0,0.0
22,41,nan,nan,nan,nan,nan,nan
23,67,1.0,0.0,0.0,1.0,0.0,0.0
24,53,1.0,0.0,0.0,1.0,0.0,0.0
25,67,1.0,0.0,0.0,1.0,0.0,0.0
26,72,1.0,0.0,0.0,1.0,0.0,0.0
27,63,1.0,0.0,0.0,1.0,0.0,0.0
28,73,1.0,0.0,0.0,1.0,0.0,0.0
29,76,1.0,0.0,0.0,1.0,0.0,0.0
30,54,1.0,0.0,0.0,1.0,0.0,0.0
31,72,1.0,0.0,0.0,1.0,0.0,0.0
32,73,1.0,0.0,0.0,1.0,0.0,0.0
33,61,1.0,0.0,0.0,1.0,0.0,0.0
34,85,1.0,0.0,0.0,1.0,0.0,0.0
35,88,1.0,0.0,0.0,1.0,0.0,0.0
36,67,1.0,0.0,0.0,1.0,0.0,0.0
37,75,1.0,0.0,0.0,1.0,0.0,0.0
38,66,1.0,0.0,0.0,1.0,0.0,0.0
39,69,1.0,0.0,0.0,1.0,0.0,0.0
40,76,1.0,0.0,0.0,1.0,0.0,0.0
41,78,1.0,0.0,0.0,1.0,0.0,0.0
42,66,1.0,0.0,0.0,1.0,0.0,0.0
43,75,1.0,0.0,0.0,1.0,0.0,0.0
44,80,1.0,0.0,0.0,1.0,0.0,0.0
45,75,1.0,0.0,0.0,1.0,0.0,0.0
46,81,1.0,0.0,0.0,1.0,0.0,0.0
47,64,1.0,0.0,0.0,1.0,0.0,0.0
48,73,1.0,0.0,0.0,1.0,0.0,0.0
49,100,1.0,0.0,0.0,1.0,0.0,0.0
50,98,1.0,0.0,0.0,1.0,0.0,0.0
51,88,1.0,0.0,0.0,1.0,0.0,0.0
