t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,3,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,3,nan,nan,nan,nan,nan,nan
11,6,nan,nan,nan,nan,nan,nan
12,13,nan,nan,nan,nan,nan,nan
13,7,nan,nan,nan,nan,nan,nan
14,12,nan,nan,nan,nan,nan,nan
15,16,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,19,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,25,nan,nan,nan,nan,nan,nan
20,16,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,20,nan,nan,nan,nan,nan,nan
23,20,nan,nan,nan,nan,nan,nan
24,18,nan,nan,nan,nan,nan,nan
25,22,nan,nan,nan,nan,nan,nan
26,24,nan,nan,nan,nan,nan,nan
27,27,nan,nan,nan,nan,nan,nan
28,12,nan,nan,nan,nan,nan,nan
29,21,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,22,nan,nan,nan,nan,nan,nan
32,31,nan,nan,nan,nan,nan,nan
33,19,nan,nan,nan,nan,nan,nan
34,20,nan,nan,nan,nan,nan,nan
35,26,nan,nan,nan,nan,nan,nan
36,26,nan,nan,nan,nan,nan,nan
37,21,nan,nan,nan,nan,nan,nan
38,29,nan,nan,nan,nan,nan,nan
39,19,nan,nan,nan,nan,nan,nan
40,29,nan,nan,nan,nan,nan,nan
41,28,nan,nan,nan,nan,nan,nan
42,23,nan,nan,nan,nan,nan,nan
43,20,nan,nan,nan,nan,nan,nan
44,23,nan,nan,nan,nan,nan,nan
45,23,nan,nan,nan,nan,nan,nan
46,29,nan,nan,nan,nan,nan,nan
47,44,nan,nan,nan,nan,nan,nan
48,30,nan,nan,nan,nan,nan,nan
49,26,nan,nan,nan,nan,nan,nan
50,23,nan,nan,nan,nan,nan,nan
51,22,nan,nan,nan,nan,nan,nan
52,21,nan,nan,nan,nan,nan,nan
53,38,nan,nan,nan,nan,nan,nan
54,45,nan,nan,nan,nan,nan,nan
55,21,nan,nan,nan,nan,nan,nan
56,32,nan,nan,nan,nan,nan,nan
57,34,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,24,nan,nan,nan,nan,nan,nan
60,24,nan,nan,nan,nan,nan,nan
61,27,nan,nan,nan,nan,nan,nan
