family,lower,center,upper
N_detour,0.5419222903885481,0.10633946830265849,0.35173824130879344
F_clean,0.7509283819628647,0.0,0.2490716180371353
F_linger,0.5477782147070389,0.07786079433739677,0.3743609909555643
F_rollback,0.6490473263675476,0.034419176398279044,0.31653349723417334
