t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan,nan
9,4,nan,nan,nan,nan,nan,nan
10,4,nan,nan,nan,nan,nan,nan
11,4,nan,nan,nan,nan,nan,nan
12,11,nan,nan,nan,nan,nan,nan
13,11,nan,nan,nan,nan,nan,nan
14,10,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,21,nan,nan,nan,nan,nan,nan
17,16,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,22,nan,nan,nan,nan,nan,nan
20,12,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,17,nan,nan,nan,nan,nan,nan
23,23,nan,nan,nan,nan,nan,nan
24,20,nan,nan,nan,nan,nan,nan
25,17,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,26,nan,nan,nan,nan,nan,nan
28,18,nan,nan,nan,nan,nan,nan
29,29,nan,nan,nan,nan,nan,nan
30,15,nan,nan,nan,nan,nan,nan
31,32,nan,nan,nan,nan,nan,nan
32,22,nan,nan,nan,nan,nan,nan
33,15,nan,nan,nan,nan,nan,nan
34,25,nan,nan,nan,nan,nan,nan
35,20,nan,nan,nan,nan,nan,nan
36,23,nan,nan,nan,nan,nan,nan
37,26,nan,nan,nan,nan,nan,nan
38,24,nan,nan,nan,nan,nan,nan
39,22,nan,nan,nan,nan,nan,nan
40,26,nan,nan,nan,nan,nan,nan
41,39,nan,nan,nan,nan,nan,nan
42,25,nan,nan,nan,nan,nan,nan
43,23,nan,nan,nan,nan,nan,nan
44,24,nan,nan,nan,nan,nan,nan
45,25,nan,nan,nan,nan,nan,nan
46,33,nan,nan,nan,nan,nan,nan
47,30,nan,nan,nan,nan,nan,nan
48,31,nan,nan,nan,nan,nan,nan
49,37,nan,nan,nan,nan,nan,nan
50,35,nan,nan,nan,nan,nan,nan
51,18,nan,nan,nan,nan,nan,nan
52,33,nan,nan,nan,nan,nan,nan
53,25,nan,nan,nan,nan,nan,nan
54,30,nan,nan,nan,nan,nan,nan
55,18,nan,nan,nan,nan,nan,nan
56,25,nan,nan,nan,nan,nan,nan
57,21,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,28,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,18,nan,nan,nan,nan,nan,nan
