t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,2,nan,nan,nan,nan,nan,nan
11,9,nan,nan,nan,nan,nan,nan
12,8,nan,nan,nan,nan,nan,nan
13,10,nan,nan,nan,nan,nan,nan
14,18,nan,nan,nan,nan,nan,nan
15,10,nan,nan,nan,nan,nan,nan
16,17,nan,nan,nan,nan,nan,nan
17,13,nan,nan,nan,nan,nan,nan
18,23,nan,nan,nan,nan,nan,nan
19,18,nan,nan,nan,nan,nan,nan
20,18,nan,nan,nan,nan,nan,nan
21,21,nan,nan,nan,nan,nan,nan
22,26,nan,nan,nan,nan,nan,nan
23,18,nan,nan,nan,nan,nan,nan
24,27,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,18,nan,nan,nan,nan,nan,nan
27,21,nan,nan,nan,nan,nan,nan
28,21,nan,nan,nan,nan,nan,nan
29,24,nan,nan,nan,nan,nan,nan
30,26,nan,nan,nan,nan,nan,nan
31,28,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,22,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,17,nan,nan,nan,nan,nan,nan
36,21,nan,nan,nan,nan,nan,nan
37,24,nan,nan,nan,nan,nan,nan
38,26,nan,nan,nan,nan,nan,nan
39,31,nan,nan,nan,nan,nan,nan
40,29,nan,nan,nan,nan,nan,nan
41,31,nan,nan,nan,nan,nan,nan
42,33,nan,nan,nan,nan,nan,nan
43,24,nan,nan,nan,nan,nan,nan
44,21,nan,nan,nan,nan,nan,nan
45,36,nan,nan,nan,nan,nan,nan
46,21,nan,nan,nan,nan,nan,nan
47,29,nan,nan,nan,nan,nan,nan
48,28,nan,nan,nan,nan,nan,nan
49,21,nan,nan,nan,nan,nan,nan
50,27,nan,nan,nan,nan,nan,nan
51,43,nan,nan,nan,nan,nan,nan
52,29,nan,nan,nan,nan,nan,nan
53,35,nan,nan,nan,nan,nan,nan
54,22,nan,nan,nan,nan,nan,nan
55,33,nan,nan,nan,nan,nan,nan
56,40,nan,nan,nan,nan,nan,nan
57,30,nan,nan,nan,nan,nan,nan
58,26,nan,nan,nan,nan,nan,nan
59,31,nan,nan,nan,nan,nan,nan
60,26,nan,nan,nan,nan,nan,nan
61,29,nan,nan,nan,nan,nan,nan
