t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
27,1.6986776663649263e-02,8.8203537334898571e-04,2.3642639486089320e-03,3.3748956937948312e-03,3.7443866321437646e-03,3.3748956937948312e-03,2.3642639486089320e-03,8.8203537334898561e-04
28,1.6484597550812094e-02,8.5843752624735080e-04,2.2972136991608388e-03,3.2726913121103370e-03,3.6279124757750401e-03,3.2726913121103366e-03,2.2972136991608388e-03,8.5843752624735080e-04
29,1.5990720686218228e-02,8.3475576681651714e-04,2.2307277007750899e-03,3.1726420163652076e-03,3.5144697183046017e-03,3.1726420163652076e-03,2.2307277007750899e-03,8.3475576681651714e-04
30,1.5506151265337904e-02,8.1113947083559209e-04,2.1650575405269346e-03,3.0748521062751257e-03,3.4040530300626006e-03,3.0748521062751253e-03,2.1650575405269346e-03,8.1113947083559209e-04
31,1.5031655770148276e-02,7.8770665025786350e-04,2.1003997121503064e-03,2.9793970785264023e-03,3.2966488882791314e-03,2.9793970785264023e-03,2.1003997121503068e-03,7.8770665025786350e-04
32,1.4567804101377469e-02,7.6455004097785481e-04,2.0369060122624673e-03,2.8863281677631034e-03,3.1922356593706205e-03,2.8863281677631030e-03,2.0369060122624673e-03,7.6455004097785492e-04
33,1.4115004325829305e-02,7.4174197070169716e-04,1.9746919198997360e-03,2.7956762419771072e-03,3.0907840606722251e-03,2.7956762419771072e-03,1.9746919198997360e-03,7.4174197070169716e-04
34,1.3673531400775657e-02,7.1933826037242190e-04,1.9138433726021962e-03,2.7074551432829243e-03,2.9922578482605737e-03,2.7074551432829243e-03,1.9138433726021962e-03,7.1933826037242190e-04
35,1.3243550967928933e-02,6.9738135948184767e-04,1.8544222633935289e-03,2.6216645500354427e-03,2.8966146221072932e-03,2.6216645500354427e-03,1.8544222633935291e-03,6.9738135948184767e-04
36,1.2825139097276807e-02,6.7590287307771682e-04,1.7964709137545229e-03,2.5382924250673738e-03,2.8038066734775813e-03,2.5382924250673729e-03,1.7964709137545231e-03,6.7590287307771693e-04
37,1.2418298693242045e-02,6.5492560461759947e-04,1.7400157237825046e-03,2.4573171059994064e-03,2.7137818244430218e-03,2.4573171059994068e-03,1.7400157237825046e-03,6.5492560461759958e-04
38,1.2022973142319227e-02,6.3446521236645793e-04,1.6850701587356935e-03,2.3787090862822957e-03,2.6264842275503329e-03,2.3787090862822957e-03,1.6850701587356935e-03,6.3446521236645782e-04
39,1.1639057674925284e-02,6.1453155632344204e-04,1.6316371983912691e-03,2.3024325294046617e-03,2.5418551066865389e-03,2.3024325294046613e-03,1.6316371983912691e-03,6.1453155632344193e-04
40,1.1266408828831941e-02,5.9512979647748316e-04,1.5797113500081658e-03,2.2284465532823646e-03,2.4598334292959150e-03,2.2284465532823642e-03,1.5797113500081656e-03,5.9512979647748305e-04
41,1.0904852332727782e-02,5.7626129054410571e-04,1.5292803055654493e-03,2.1567063170821609e-03,2.3803565063443524e-03,2.1567063170821604e-03,1.5292803055654493e-03,5.7626129054410571e-04
42,1.0554189672714346e-02,5.5792432944379994e-04,1.4803263081011203e-03,2.0871639385281774e-03,2.3033605205681515e-03,2.0871639385281774e-03,1.4803263081011203e-03,5.5792432944379994e-04
43,1.0214203559187634e-02,5.4011474103021631e-04,1.4328272794485656e-03,2.0197692660280076e-03,2.2287809861740553e-03,2.0197692660280072e-03,1.4328272794485656e-03,5.4011474103021631e-04
44,9.8846624745024640e-03,5.2282638648555959e-04,1.3867577517238097e-03,1.9544705266842698e-03,2.1565531447151863e-03,1.9544705266842698e-03,1.3867577517238097e-03,5.2282638648555959e-04
45,9.5653244514267814e-03,5.0605156899996236e-04,1.3420896369908018e-03,1.8912148683833297e-03,2.0866123026785951e-03,1.8912148683833292e-03,1.3420896369908018e-03,5.0605156899996226e-04
46,9.2559402073802109e-03,4.8978137055477936e-04,1.2987928631883619e-03,1.8299488116357283e-03,2.0188941166224702e-03,1.8299488116357288e-03,1.2987928631883619e-03,4.8978137055477936e-04
47,8.9562557387984475e-03,4.7400592961554058e-04,1.2568358993042333e-03,1.7706186246459531e-03,1.9533348316669941e-03,1.7706186246459531e-03,1.2568358993042335e-03,4.7400592961554063e-04
48,8.6660144628634972e-03,4.5871467013807707e-04,1.2161861886678621e-03,1.7131706331779523e-03,1.8898714788957134e-03,1.7131706331779523e-03,1.2161861886678621e-03,4.5871467013807712e-04
49,8.3849589796420113e-03,4.4389649036921268e-04,1.1768105059009779e-03,1.6575514751253036e-03,1.8284420368510227e-03,1.6575514751253036e-03,1.1768105059009779e-03,4.4389649036921284e-04
50,8.1128325158601848e-03,4.2953991837930923e-04,1.1386752503552259e-03,1.6037083082613840e-03,1.7689855618683472e-03,1.6037083082613840e-03,1.1386752503552259e-03,4.2953991837930934e-04
51,7.8493801016930789e-03,4.1563324001862368e-04,1.1017466866547641e-03,1.5515889784082700e-03,1.7114422915297635e-03,1.5515889784082696e-03,1.1017466866547641e-03,4.1563324001862379e-04
52,7.5943495237181160e-03,4.0216460398120857e-04,1.0659911411510803e-03,1.5011421541986820e-03,1.6557537250561740e-03,1.5011421541986820e-03,1.0659911411510803e-03,4.0216460398120863e-04
53,7.3474920902983727e-03,3.8912210784077867e-04,1.0313751616100239e-03,1.4523174336909734e-03,1.6018626840148204e-03,1.4523174336909736e-03,1.0313751616100239e-03,3.8912210784077873e-04
54,7.1085632398936597e-03,3.7649386825481699e-04,9.9786564622581083e-04,1.4050654273132087e-03,1.5497133563059863e-03,1.4050654273132087e-03,9.9786564622581127e-04,3.7649386825481704e-04
55,6.8773230179592108e-03,3.6426807798647156e-04,9.6542994704466802e-04,1.3593378209412251e-03,1.4992513260144820e-03,1.3593378209412251e-03,9.6542994704466802e-04,3.6426807798647161e-04
56,6.6535364440288508e-03,3.5243305194501977e-04,9.3403595204262740e-04,1.3150874223418277e-03,1.4504235913699013e-03,1.3150874223418277e-03,9.3403595204262762e-04,3.5243305194501982e-04
57,6.4369737871644850e-03,3.4097726407621002e-04,9.0365214940633964e-04,1.2722681937224066e-03,1.4031785727545731e-03,1.2722681937224066e-03,9.0365214940633974e-04,3.4097726407621013e-04
58,6.2274107650808650e-03,3.2988937662878110e-04,8.7424767698715783e-04,1.2308352727104762e-03,1.3574661124280346e-03,1.2308352727104762e-03,8.7424767698715794e-04,3.2988937662878121e-04
59,6.0246286798361411e-03,3.1915826307102969e-04,8.4579235941662141e-04,1.1907449837306897e-03,1.3132374673994599e-03,1.1907449837306897e-03,8.4579235941662141e-04,3.1915826307102975e-04
60,5.8284145009416489e-03,3.0877302572189671e-04,8.1825673496903394e-04,1.1519548414438859e-03,1.2704452966720158e-03,1.1519548414438859e-03,8.1825673496903394e-04,3.0877302572189676e-04
61,5.6385609050275155e-03,2.9872300898697586e-04,7.9161207392041885e-04,1.1144235476550099e-03,1.2290436439027061e-03,1.1144235476550099e-03,7.9161207392041885e-04,2.9872300898697591e-04
62,5.4548662797533117e-03,2.8899780894486952e-04,7.6583038987155442e-04,1.0781109828777234e-03,1.1889879163650171e-03,1.0781109828777234e-03,7.6583038987155432e-04,2.8899780894486952e-04
63,5.2771346984321387e-03,2.7958727990837310e-04,7.4088444526679525e-04,1.0429781935574849e-03,1.1502348609668321e-03,1.0429781935574849e-03,7.4088444526679525e-04,2.7958727990837310e-04
64,5.1051758708066854e-03,2.7048153848390383e-04,7.1674775214242755e-04,1.0089873757969858e-03,1.1127425379600514e-03,1.0089873757969858e-03,7.1674775214242744e-04,2.7048153848390378e-04
65,4.9388050745467569e-03,2.6167096556803599e-04,6.9339456897206896e-04,9.7610185629388297e-04,1.0764702928787815e-03,9.7610185629388297e-04,6.9339456897206896e-04,2.6167096556803588e-04
66,4.7778430713043803e-03,2.5314620664917086e-04,6.7079989433695337e-04,9.4428607108721588e-04,1.0413787271577005e-03,9.4428607108721588e-04,6.7079989433695337e-04,2.5314620664917086e-04
67,4.6221160105436162e-03,2.4489817072297136e-04,6.4893945803147870e-04,9.1350554261267669e-04,1.0074296678093625e-03,9.1350554261267669e-04,6.4893945803147870e-04,2.4489817072297142e-04
68,4.4714553238397858e-03,2.3691802808033333e-04,6.2778971011558961e-04,8.8372685548543080e-04,9.7458613647707839e-04,8.8372685548543091e-04,6.2778971011558961e-04,2.3691802808033336e-04
69,4.3256976119019318e-03,2.2919720718479064e-04,6.0732780834239644e-04,8.5491763136021992e-04,9.4281231812711776e-04,8.5491763136021992e-04,6.0732780834239644e-04,2.2919720718479067e-04
70,4.1846845262002242e-03,2.2172739082104722e-04,5.8753160431940395e-04,8.2704650316015103e-04,9.1207352959901970e-04,8.2704650316015114e-04,5.8753160431940395e-04,2.2172739082104725e-04
71,4.0482626467661610e-03,2.1450051166672712e-04,5.6837962870275797e-04,8.0008308891627066e-04,8.8233618819464938e-04,8.0008308891627066e-04,5.6837962870275808e-04,2.1450051166672715e-04
72,3.9162833574685595e-03,2.0750874741452561e-04,5.4985107567424125e-04,7.7399796541836267e-04,8.5356778045429977e-04,7.7399796541836288e-04,5.4985107567424125e-04,2.0750874741452564e-04
73,3.7886027198450866e-03,2.0074451555098373e-04,5.3192578690891622e-04,7.4876264184224855e-04,8.2573683124078886e-04,7.4876264184224855e-04,5.3192578690891622e-04,2.0074451555098373e-04
74,3.6650813463808486e-03,1.9420046788045986e-04,5.1458423520607175e-04,7.2434953348920258e-04,7.9881287322937995e-04,7.2434953348920258e-04,5.1458423520607175e-04,1.9420046788045986e-04
75,3.5455842739670115e-03,1.8786948486801814e-04,4.9780750792645357e-04,7.0073193574809838e-04,7.7276641688187107e-04,7.0073193574809816e-04,4.9780750792645357e-04,1.8786948486801814e-04
76,3.4299808381388986e-03,1.8174466986244352e-04,4.8157729035377245e-04,6.7788399836984708e-04,7.4756892096677235e-04,6.7788399836984708e-04,4.8157729035377251e-04,1.8174466986244355e-04
77,3.3181445485807232e-03,1.7581934325006603e-04,4.6587584907745660e-04,6.5578070012598942e-04,7.2319276367369904e-04,6.5578070012598942e-04,4.6587584907745660e-04,1.7581934325006606e-04
78,3.2099529662896449e-03,1.7008703658121335e-04,4.5068601547592198e-04,6.3439782390842269e-04,6.9961121435852870e-04,6.3439782390842269e-04,4.5068601547592192e-04,1.7008703658121335e-04
79,3.1052875827125778e-03,1.6454148670365485e-04,4.3599116936476483e-04,6.1371193231477461e-04,6.7679840594618893e-04,6.1371193231477461e-04,4.3599116936476483e-04,1.6454148670365485e-04
80,3.0040337011026357e-03,1.5917662993112963e-04,4.2177522286178300e-04,5.9370034375347931e-04,6.5472930800985183e-04,5.9370034375347920e-04,4.2177522286178295e-04,1.5917662993112963e-04
81,2.9060803202863908e-03,1.5398659626977986e-04,4.0802260451024890e-04,5.7434110909387989e-04,6.3337970053857387e-04,5.7434110909387989e-04,4.0802260451024884e-04,1.5398659626977986e-04
82,2.8113200209865319e-03,1.4896570372088284e-04,3.9471824369306476e-04,5.5561298887939323e-04,6.1272614839985020e-04,5.5561298887939323e-04,3.9471824369306476e-04,1.4896570372088284e-04
83,2.7196488548056046e-03,1.4410845267456214e-04,3.8184755536306895e-04,5.3749543111571271e-04,5.9274597649891698e-04,5.3749543111571271e-04,3.8184755536306895e-04,1.4410845267456214e-04
84,2.6309662359441490e-03,1.3940952040604181e-04,3.6939642510860931e-04,5.1996854964099406e-04,5.7341724563285878e-04,5.1996854964099395e-04,3.6939642510860931e-04,1.3940952040604183e-04
85,2.5451748356996292e-03,1.3486375568340128e-04,3.5735119456836544e-04,5.0301310308081707e-04,5.5471872903446176e-04,5.0301310308081696e-04,3.5735119456836544e-04,1.3486375568340131e-04
86,2.4621804797702986e-03,1.3046617349361003e-04,3.4569864720512703e-04,4.8661047438729264e-04,5.3662988959823910e-04,4.8661047438729264e-04,3.4569864720512703e-04,1.3046617349361006e-04
87,2.3818920483697778e-03,1.2621194989180187e-04,3.3442599444468644e-04,4.7074265095888918e-04,5.1913085777902286e-04,4.7074265095888924e-04,3.3442599444468644e-04,1.2621194989180187e-04
88,2.3042213791430481e-03,1.2209641697723581e-04,3.2352086218306604e-04,4.5539220533527146e-04,5.0220241015190169e-04,4.5539220533527135e-04,3.2352086218306598e-04,1.2209641697723581e-04
89,2.2290831728622564e-03,1.1811505799813376e-04,3.1297127766287766e-04,4.4054227645961045e-04,4.8582594862101253e-04,4.4054227645961040e-04,3.1297127766287766e-04,1.1811505799813376e-04
90,2.1563949018707693e-03,1.1426350258654472e-04,3.0276565671762731e-04,4.2617655149935400e-04,4.6998348026371735e-04,4.2617655149935400e-04,3.0276565671762725e-04,1.1426350258654472e-04
91,2.0860767212358884e-03,1.1053752212352814e-04,2.9289279138114974e-04,4.1227924821528675e-04,4.5465759779595924e-04,4.1227924821528664e-04,2.9289279138114979e-04,1.1053752212352814e-04
92,2.0180513825642770e-03,1.0693302523424520e-04,2.8334183785804954e-04,3.9883509786781395e-04,4.3983146064405991e-04,3.9883509786781384e-04,2.8334183785804948e-04,1.0693302523424520e-04
93,1.9522441504291664e-03,1.0344605341197161e-04,2.7410230484996154e-04,3.8582932864872029e-04,4.2548877660785969e-04,3.8582932864872024e-04,2.7410230484996154e-04,1.0344605341197159e-04
94,1.8885827213545694e-03,1.0007277676958103e-04,2.6516404223161168e-04,3.7324764962615371e-04,4.1161378409987630e-04,3.7324764962615371e-04,2.6516404223161162e-04,1.0007277676958100e-04
95,1.8269971452988677e-03,9.6809489916672959e-05,2.5651723006999316e-04,3.6107623519024054e-04,3.9819123494505435e-04,3.6107623519024054e-04,2.5651723006999316e-04,9.6809489916672932e-05
96,1.7674197495780833e-03,9.3652607960222425e-05,2.4815236797947476e-04,3.4930170998651060e-04,3.8520637772566793e-04,3.4930170998651055e-04,2.4815236797947471e-04,9.3652607960222398e-05
97,1.7097850651677376e-03,9.0598662626395189e-05,2.4006026480527428e-04,3.3791113432419639e-04,3.7264494165600631e-04,3.3791113432419628e-04,2.4006026480527417e-04,9.0598662626395162e-05
98,1.6540297553213905e-03,8.7644298500993336e-05,2.3223202862746202e-04,3.2689199004643670e-04,3.6049312097160657e-04,3.2689199004643660e-04,2.3223202862746197e-04,8.7644298500993295e-05
99,1.6000925464435543e-03,8.4786269385862180e-05,2.2465905707747235e-04,3.1623216684945174e-04,3.4873755981798196e-04,3.1623216684945163e-04,2.2465905707747230e-04,8.4786269385862166e-05
100,1.5479141611547001e-03,8.2021434768492536e-05,2.1733302795899206e-04,3.0591994903785534e-04,3.3736533762402027e-04,3.0591994903785528e-04,2.1733302795899203e-04,8.2021434768492536e-05
101,1.4974372534863729e-03,7.9346756401987197e-05,2.1024589016504510e-04,2.9594400270340952e-04,3.2636395494548904e-04,2.9594400270340952e-04,2.1024589016504510e-04,7.9346756401987197e-05
102,1.4486063461450066e-03,7.6759294992521650e-05,2.0338985488309113e-04,2.8629336331470825e-04,3.1572131976436444e-04,2.8629336331470825e-04,2.0338985488309113e-04,7.6759294992521650e-05
103,1.4013677697838039e-03,7.4256206991410328e-05,1.9675738707999806e-04,2.7695742370548724e-04,3.0542573423001274e-04,2.7695742370548718e-04,1.9675738707999806e-04,7.4256206991410328e-05
104,1.3556696042229667e-03,7.1834741488890121e-05,1.9034119725882078e-04,2.6792592244948948e-04,2.9546588182856597e-04,2.6792592244948954e-04,1.9034119725882078e-04,7.1834741488890121e-05
105,1.3114616215596398e-03,6.9492237206746736e-05,1.8413423347942101e-04,2.5918893261006788e-04,2.8583081496716861e-04,2.5918893261006788e-04,1.8413423347942099e-04,6.9492237206746736e-05
106,1.2686952311100879e-03,6.7226119586935620e-05,1.7812967363508463e-04,2.5073685085297065e-04,2.7650994296010619e-04,2.5073685085297065e-04,1.7812967363508466e-04,6.7226119586935606e-05
107,1.2273234261278669e-03,6.5033897973384546e-05,1.7232091797743203e-04,2.4256038691103257e-04,2.6749302040416864e-04,2.4256038691103257e-04,1.7232091797743200e-04,6.5033897973384546e-05
108,1.1873007322430451e-03,6.2913162884208412e-05,1.6670158188207014e-04,2.3465055338977220e-04,2.5877013593094360e-04,2.3465055338977220e-04,1.6670158188207014e-04,6.2913162884208412e-05
109,1.1485831575688747e-03,6.0861583371615276e-05,1.6126548884759853e-04,2.2699865590318543e-04,2.5033170132407630e-04,2.2699865590318543e-04,1.6126548884759853e-04,6.0861583371615276e-05
110,1.1111281444236654e-03,5.8876904466837604e-05,1.5600666372074965e-04,2.1959628352930923e-04,2.4216844098987235e-04,2.1959628352930923e-04,1.5600666372074965e-04,5.8876904466837604e-05
111,1.0748945226169981e-03,5.6956944707478954e-05,1.5091932614062190e-04,2.1243529957541918e-04,2.3427138176995807e-04,2.1243529957541921e-04,1.5091932614062190e-04,5.6956944707478954e-05
112,1.0398424642507976e-03,5.5099593744727194e-05,1.4599788419514067e-04,2.0550783264300983e-04,2.2663184308504205e-04,2.0550783264300983e-04,1.4599788419514067e-04,5.5099593744727194e-05
113,1.0059334399871551e-03,5.3302810027947101e-05,1.4123692828306499e-04,1.9880626798299001e-04,2.1924142739915094e-04,1.9880626798299001e-04,1.4123692828306501e-04,5.3302810027947101e-05
114,9.7313017673617713e-04,5.1564618564228209e-05,1.3663122517503811e-04,1.9232323913180653e-04,2.1209201099403147e-04,1.9232323913180653e-04,1.3663122517503811e-04,5.1564618564228209e-05
115,9.4139661671847267e-04,4.9883108750527785e-05,1.3217571226736163e-04,1.8605161981948394e-04,2.0517573504372588e-04,1.8605161981948394e-04,1.3217571226736163e-04,4.9883108750527785e-05
116,9.1069787785824847e-04,4.8256432276112800e-05,1.2786549202235343e-04,1.7998451614084052e-04,1.9848499697963488e-04,1.7998451614084057e-04,1.2786549202235343e-04,4.8256432276112800e-05
117,8.8100021546428525e-04,4.6682801093068913e-05,1.2369582658932693e-04,1.7411525898140560e-04,1.9201244213668233e-04,1.7411525898140557e-04,1.2369582658932693e-04,4.6682801093068913e-05
118,8.5227098515736066e-04,4.5160485452707826e-05,1.1966213260040546e-04,1.6843739668982271e-04,1.8575095567148876e-04,1.6843739668982271e-04,1.1966213260040546e-04,4.5160485452707826e-05
119,8.2447860700395417e-04,4.3687812005767344e-05,1.1575997613555795e-04,1.6294468798877884e-04,1.7969365474374598e-04,1.6294468798877884e-04,1.1575997613555796e-04,4.3687812005767344e-05
120,7.9759253081729947e-04,4.2263161964360650e-05,1.1198506785141250e-04,1.5763109511674519e-04,1.7383388095226283e-04,1.5763109511674519e-04,1.1198506785141250e-04,4.2263161964360650e-05
121,7.7158320258806422e-04,4.0884969323692070e-05,1.0833325826856954e-04,1.5249077719305950e-04,1.6816519301742191e-04,1.5249077719305950e-04,1.0833325826856954e-04,4.0884969323692070e-05
122,7.4642203200810749e-04,3.9551719141616829e-05,1.0480053321229952e-04,1.4751808379911236e-04,1.6268135970204999e-04,1.4751808379911239e-04,1.0480053321229954e-04,3.9551719141616829e-05
123,7.2208136105191912e-04,3.8261945874180574e-05,1.0138300940166864e-04,1.4270754876863064e-04,1.5737635296295946e-04,1.4270754876863064e-04,1.0138300940166864e-04,3.8261945874180574e-05
124,6.9853443358145655e-04,3.7014231765332303e-05,9.8076930182290081e-05,1.3805388418027274e-04,1.5224434132566625e-04,1.3805388418027271e-04,9.8076930182290108e-05,3.7014231765332303e-05
125,6.7575536594118317e-04,3.5807205289059851e-05,9.4878661398050432e-05,1.3355197454596694e-04,1.4727968347502877e-04,1.3355197454596694e-04,9.4878661398050445e-05,3.5807205289059851e-05
126,6.5371911851117080e-04,3.4639539642252215e-05,9.1784687397305906e-05,1.2919687118863359e-04,1.4247692205478739e-04,1.2919687118863362e-04,9.1784687397305906e-05,3.4639539642252215e-05
127,6.3240146818714540e-04,3.3509951286645730e-05,8.8791607169187280e-05,1.2498378680313586e-04,1.3783077766920768e-04,1.2498378680313586e-04,8.8791607169187280e-05,3.3509951286645723e-05
128,6.1177898175736030e-04,3.2417198538263424e-05,8.5896130605790064e-05,1.2090809019450096e-04,1.3333614308025141e-04,1.2090809019450096e-04,8.5896130605790064e-05,3.2417198538263424e-05
129,5.9182899014714122e-04,3.1360080202806966e-05,8.3095074886161498e-05,1.1696530118764648e-04,1.2898807759391132e-04,1.1696530118764647e-04,8.3095074886161498e-05,3.1360080202806959e-05
130,5.7252956350288423e-04,3.0337434255509554e-05,8.0385360978126876e-05,1.1315108570303046e-04,1.2478180162955042e-04,1.1315108570303046e-04,8.0385360978126863e-05,3.0337434255509547e-05
131,5.5385948708819939e-04,2.9348136564005988e-05,7.7764010254124369e-05,1.0946125099282584e-04,1.2071269146628697e-04,1.0946125099282585e-04,7.7764010254124369e-05,2.9348136564005981e-05
132,5.3579823796577033e-04,2.8391099652821917e-05,7.5228141217340778e-05,1.0589174103239291e-04,1.1677627416065918e-04,1.0589174103239291e-04,7.5228141217340778e-05,2.8391099652821913e-05
133,5.1832596243935492e-04,2.7465271508129519e-05,7.2774966334559644e-05,1.0243863206199337e-04,1.1296822262998988e-04,1.0243863206199337e-04,7.2774966334559631e-05,2.7465271508129515e-05
134,5.0142345423117782e-04,2.6569634421459929e-05,7.0401788972249477e-05,9.9098128273852957e-05,1.0928435089605304e-04,9.9098128273852944e-05,7.0401788972249490e-05,2.6569634421459929e-05
135,4.8507213337076871e-04,2.5703203871105244e-05,6.8106000432531440e-05,9.5866557639838067e-05,1.0572060948381922e-04,9.5866557639838067e-05,6.8106000432531440e-05,2.5703203871105240e-05
136,4.6925402577207447e-04,2.4865027439983465e-05,6.5885077085774514e-05,9.2740367875165995e-05,1.0227308097022654e-04,9.2740367875165995e-05,6.5885077085774514e-05,2.4865027439983459e-05
137,4.5395174347642324e-04,2.4054183768779684e-05,6.3736577596671962e-05,8.9716122533716050e-05,9.8937975678087834e-05,8.9716122533716050e-05,6.3736577596671962e-05,2.4054183768779681e-05
138,4.3914846553964925e-04,2.3269781543214853e-05,6.1658140240753972e-05,8.6790497230653801e-05,9.5711627510404077e-05,8.6790497230653801e-05,6.1658140240753958e-05,2.3269781543214847e-05
139,4.2482791954238973e-04,2.2510958514330874e-05,5.9647480308390818e-05,8.3960275988219463e-05,9.2590489920507408e-05,8.3960275988219463e-05,5.9647480308390818e-05,2.2510958514330867e-05
140,4.1097436370324486e-04,2.1776880550716716e-05,5.7702387593436205e-05,8.1222347700666249e-05,8.9571132013606522e-05,8.1222347700666249e-05,5.7702387593436198e-05,2.1776880550716712e-05
141,3.9757256957515739e-04,2.1066740721634977e-05,5.5820723963752707e-05,7.8573702714465537e-05,8.6650234775450930e-05,7.8573702714465537e-05,5.5820723963752700e-05,2.1066740721634973e-05
142,3.8460780530600024e-04,2.0379758410042327e-05,5.4000421010951367e-05,7.6011429520021304e-05,8.3824587423970241e-05,7.6011429520021304e-05,5.4000421010951367e-05,2.0379758410042323e-05
