t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
40,1.3461515440325728e-02,3.0905733847117864e-03,3.9926588155221035e-03,3.2588184252582784e-03,1.9757898401096276e-03,8.7301144349285521e-04,2.4356876547956002e-04,2.7094765751516685e-05
41,1.3109888605387358e-02,2.9892722184189494e-03,3.8706558638201957e-03,3.1757929670157268e-03,1.9399202013511124e-03,8.6416125012815572e-04,2.4279855188115399e-04,2.7287552772063553e-05
42,1.2763710813225877e-02,2.8914239514815886e-03,3.7521106129986470e-03,3.0937310257163372e-03,1.9031358583829021e-03,8.5426573805321316e-04,2.4161322087194861e-04,2.7430405721239672e-05
43,1.2423332022991430e-02,2.7969346021434671e-03,3.6369877917488405e-03,3.0127637761581290e-03,1.8656262068376143e-03,8.4344354587654951e-04,2.4004959894886614e-04,2.7526501277964688e-05
44,1.2089034069611161e-02,2.7057043007382622e-03,3.5252388205004770e-03,2.9330004532118047e-03,1.8275626458792618e-03,8.3180585210342918e-04,2.3814302843754484e-04,2.7578968740381945e-05
45,1.1761040240697141e-02,2.6176296459573113e-03,3.4168049310188018e-03,2.8545312245524951e-03,1.7890999176013900e-03,8.1945643533318864e-04,2.3592722213108694e-04,2.7590864102869128e-05
46,1.1439523428151556e-02,2.5326055422069090e-03,3.3116196962833604e-03,2.7774296823944644e-03,1.7503773792454742e-03,8.0649181275685509e-04,2.3343416532408965e-04,2.7565149940406057e-05
47,1.1124613086888403e-02,2.4505266196753689e-03,3.2096110772106201e-03,2.7017550068449163e-03,1.7115202057472665e-03,7.9300143967688387e-04,2.3069405746484718e-04,2.7504680268501163e-05
48,1.0816401192924058e-02,2.3712883196216950e-03,3.1107030738641004e-03,2.6275538461393959e-03,1.6726405217245281e-03,7.7906795539210553e-04,2.2773528655727722e-04,2.7412189624958084e-05
49,1.0514947360014213e-02,2.2947877118258994e-03,3.0148170531857262e-03,2.5548619526475718e-03,1.6338384632478690e-03,7.6476746310822231e-04,2.2458443030023935e-04,2.7290285698683262e-05
50,1.0220283246788189e-02,2.2209240984546758e-03,2.9218728124152083e-03,2.4837056080360747e-03,1.5952031706626254e-03,7.5016983356724601e-04,2.2126627874462240e-04,2.7141444907735507e-05
51,9.9324163639211167e-03,2.1495994482639475e-03,2.8317894267673380e-03,2.4141028662402393e-03,1.5568137144146047e-03,7.3533902386063959e-04,2.1780387397231577e-04,2.6968010402033195e-05
52,9.6513333724335109e-03,2.0807186966481581e-03,2.7444859212157756e-03,2.3460646388316206e-03,1.5187399563250862e-03,7.2033340442426120e-04,2.1421856295422286e-04,2.6772192034385403e-05
53,9.3770029490110283e-03,2.0141899402012766e-03,2.6598817990586615e-03,2.2795956438845725e-03,1.4810433491002932e-03,7.0520608853227645e-04,2.1053006032781331e-04,2.6556067906134845e-05
54,9.1093782817121289e-03,1.9499245488877246e-03,2.5778974540444145e-03,2.2146952364635345e-03,1.4437776770797179e-03,6.9000525973511887e-04,2.0675651835120869e-04,2.6321587150410154e-05
55,8.8483992490991960e-03,1.8878372143970130e-03,2.4984544879907227e-03,2.1513581363028730e-03,1.4069897413520453e-03,6.7477449364526415e-04,2.0291460174450427e-04,2.6070573666773128e-05
56,8.5939943272966973e-03,1.8278459495817186e-03,2.4214759518499706e-03,2.0895750660716891e-03,1.3707199924180137e-03,6.5955307128450055e-04,1.9901956552471157e-04,2.5804730566092850e-05
57,8.3460822624248834e-03,1.7698720508972461e-03,2.3468865249070274e-03,2.0293333117534697e-03,1.3350031135732185e-03,6.4437628188636635e-04,1.9508533428346314e-04,2.5525645124090945e-05
58,8.1045735400151614e-03,1.7138400333456987e-03,2.2746126441137672e-03,1.9706172150786147e-03,1.2998685581343547e-03,6.2927571361452825e-04,1.9112458165163352e-04,2.5234794076564553e-05
59,7.8693716781667086e-03,1.6596775454702432e-03,2.2045825933648304e-03,1.9134086065869264e-03,1.2653410435505936e-03,6.1427953112751525e-04,1.8714880894736742e-04,2.4933549119232300e-05
60,7.6403743671755019e-03,1.6073152703653182e-03,2.1367265607150723e-03,1.8576871867330186e-03,1.2314410053365721e-03,5.9941273930609509e-04,1.8316842221851931e-04,2.4623182500905980e-05
61,7.4174744750114758e-03,1.5566868173920744e-03,2.0709766700602638e-03,1.8034308614510554e-03,1.1981850136418308e-03,5.8469743277382840e-04,1.7919280707171919e-04,2.4304872620704143e-05
62,7.2005609352177122e-03,1.5077286082606064e-03,2.0072669925908075e-03,1.7506160377414334e-03,1.1655861551390942e-03,5.7015303109467436e-04,1.7523040083238021e-04,2.3979709558716682e-05
63,6.9895195314601307e-03,1.4603797603144441e-03,1.9455335423357351e-03,1.6992178841097375e-03,1.1336543827748975e-03,5.5579649973326454e-04,1.7128876170675257e-04,2.3648700485298931e-05
64,6.7842335909871626e-03,1.4145819691904387e-03,1.8857142593017597e-03,1.6492105600595039e-03,1.1023968357842409e-03,5.4164255702178650e-04,1.6737463472204454e-04,2.3312774907388497e-05
65,6.5845845976009619e-03,1.3702793924977163e-03,1.8277489830474147e-03,1.6005674182996870e-03,1.0718181322288398e-03,5.2770386749933346e-04,1.6349401430673546e-04,2.2972789721234349e-05
66,6.3904527333411790e-03,1.3274185357375916e-03,1.7715794189887503e-03,1.5532611828622447e-03,1.0419206361781761e-03,5.1399122208118319e-04,1.5965220344322300e-04,2.2629534050009595e-05
67,6.2017173568954314e-03,1.2859481413516605e-03,1.7171490992889456e-03,1.5072641059238688e-03,1.0127047015155114e-03,5.0051370558195610e-04,1.5585386938127082e-04,2.2283733852218559e-05
68,6.0182574257409797e-03,1.2458190815210271e-03,1.6644033398215713e-03,1.4625481057792288e-03,9.8416889421840603e-04,4.8727885216244624e-04,1.5210309594545330e-04,2.1936056292846044e-05
69,5.8399518681603738e-03,1.2069842551321269e-03,1.6132891944014654e-03,1.4190848881131921e-03,9.5631019483589821e-04,4.7429278929888820e-04,1.4840343250475881e-04,2.1587113874044751e-05
70,5.6666799105355324e-03,1.1693984891628379e-03,1.5637554072361498e-03,1.3768460524596145e-03,9.2912418276289458e-04,4.6156037088873890e-04,1.4475793969929542e-04,2.1237468326000607e-05
71,5.4983213646896166e-03,1.1330184446175018e-03,1.5157523643545446e-03,1.3358031855086735e-03,9.0260520379682881e-04,4.4908530011143603e-04,1.4116923203901367e-04,2.0887634261617469e-05
72,5.3347568794979887e-03,1.0978025270438206e-03,1.4692320446102784e-03,1.2959279427285136e-03,8.7674652235242268e-04,4.3687024265830297e-04,1.3763951750368886e-04,2.0538082600961006e-05
73,5.1758681605143693e-03,1.0637108015924218e-03,1.4241479707275051e-03,1.2571921195960122e-03,8.5154045960749044e-04,4.2491693093472596e-04,1.3417063428309699e-04,2.0189243773117384e-05
74,5.0215381609451624e-03,1.0307049125263927e-03,1.3804551607523002e-03,1.2195677135822570e-03,8.2697851875611556e-04,4.1322625982150995e-04,1.3076408480222995e-04,1.9841510704357868e-05
75,4.8716512469440887e-03,9.9874800704941296e-04,1.3381100801879979e-03,1.1830269779078053e-03,8.0305149845503500e-04,4.0179837456224605e-04,1.2742106717924799e-04,1.9495241602343596e-05
76,4.7260933398831900e-03,9.6780466329409354e-04,1.2970705950244906e-03,1.1475424679684720e-03,7.7974959546455965e-04,3.9063275132067069e-04,1.2414250426427502e-04,1.9150762546629456e-05
77,4.5847520379783211e-03,9.3784082229428063e-04,1.2572959258165962e-03,1.1130870812320053e-03,7.5706249740656816e-04,3.7972827092725445e-04,1.2092907040562054e-04,1.8808369895995263e-05
78,4.4475167194020339e-03,9.0882372375433317e-04,1.2187466029225775e-03,1.0796340913177616e-03,7.3497946648882519e-04,3.6908328630834945e-04,1.1778121608698776e-04,1.8468332523198579e-05
79,4.3142786287998624e-03,8.8072184542312820e-04,1.1813844229787826e-03,1.0471571768937240e-03,7.1348941497679911e-04,3.5869568406471581e-04,1.1469919057506196e-04,1.8130893887650901e-05
80,4.1849309489333554e-03,8.5350484587947285e-04,1.1451724066584858e-03,1.0156304459565861e-03,6.9258097313103012e-04,3.4856294063961580e-04,1.1168306271186143e-04,1.7796273956303528e-05
81,4.0593688590018729e-03,8.2714351053767010e-04,1.1100747577409932e-03,9.8502845599995805e-04,6.7224255026964222e-04,3.3868217349026527e-04,1.0873273998062097e-04,1.7464670982722418e-05
82,3.9374895810422080e-03,8.0160970068637275e-04,1.0760568234998325e-03,9.5532623052202936e-04,6.5246238956151057e-04,3.2905018765054409e-04,1.0584798596796242e-04,1.7136263153956576e-05
83,3.8191924156683195e-03,7.7687630537990465e-04,1.0430850564054493e-03,9.2649927227636737e-04,6.3322861710564729e-04,3.1966351804771587e-04,1.0302843633885213e-04,1.6811210114382895e-05
84,3.7043787682908059e-03,7.5291719600843016e-04,1.0111269771275488e-03,8.9852357362720685e-04,6.1452928580624114e-04,3.1051846791163860e-04,1.0027361343448156e-04,1.6489654375258411e-05
85,3.5929521668456978e-03,7.2970718338128987e-04,9.8015113881445024e-04,8.7137562433292300e-04,5.9635241451027026e-04,3.0161114359168717e-04,9.7582939596835858e-05,1.6171722618241105e-05
86,3.4848182719630070e-03,7.0722197716620479e-04,9.5012709262105996e-04,8.4503241704782673e-04,5.7868602283541468e-04,2.9293748607441510e-04,9.4955749317421142e-05,1.5857526900664200e-05
87,3.3798848804162031e-03,6.8543814753561937e-04,9.2102535445291343e-04,8.1947145080248866e-04,5.6151816207991936e-04,2.8449329947392361e-04,9.2391300301464729e-05,1.5547165769873623e-05
88,3.2780619226132242e-03,6.6433308888004506e-04,8.9281737289087244e-04,7.9467073269606054e-04,5.4483694257286214e-04,2.7627427674698179e-04,8.9888783532931479e-05,1.5240725293471027e-05
89,3.1792614548167898e-03,6.4388498545672388e-04,8.6547549825920819e-04,7.7060877801013927e-04,5.2863055779275457e-04,2.6827602286616433e-04,8.7447332419949726e-05,1.4938280011849795e-05
90,3.0833976467159346e-03,6.2407277885017764e-04,8.3897295279874605e-04,7.4726460893231514e-04,5.1288730555435304e-04,2.6049407566663409e-04,8.5066031094735837e-05,1.4639893818972651e-05
91,2.9903867649110657e-03,6.0487613712915489e-04,8.1328380190632838e-04,7.2461775205834658e-04,4.9759560653779404e-04,2.5292392456565950e-04,8.2743921936862739e-05,1.4345620776919180e-05
92,2.9001471528207617e-03,5.8627542559209643e-04,7.8838292640189705e-04,7.0264823482467874e-04,4.8274402041051183e-04,2.4556102733850027e-04,8.0480012383745981e-05,1.4055505869331628e-05
93,2.8125992074695713e-03,5.6825167900047225e-04,7.6424599578493301e-04,6.8133658100756752e-04,4.6832125977069893e-04,2.3840082511986964e-04,7.8273281087521600e-05,1.3769585698508434e-05
94,2.7276653535715616e-03,5.5078657520619739e-04,7.4084944244268960e-04,6.6066380541115999e-04,4.5431620212115604e-04,2.3143875578675248e-04,7.6122683473067585e-05,1.3487889130538050e-05
95,2.6452700152840413e-03,5.3386241008578051e-04,7.1817043677356823e-04,6.4061140785438690e-04,4.4071790006413762e-04,2.2467026586587180e-04,7.4027156747765431e-05,1.3210437892530224e-05
96,2.5653395859691936e-03,5.1746207369992485e-04,6.9618686319003551e-04,6.2116136655526386e-04,4.2751558989106650e-04,2.1809082109750547e-04,7.1985624409709182e-05,1.2937247125688294e-05
97,2.4878023962680725e-03,5.0156902760297123e-04,6.7487729696664544e-04,6.0229613100106264e-04,4.1469869872567256e-04,2.1169591577661348e-04,6.9997000297434021e-05,1.2668325897673183e-05
98,2.4125886807611512e-03,4.8616728323187401e-04,6.5422098189994011e-04,5.8399861438368332e-04,4.0225685036507857e-04,2.0548108098229032e-04,6.8060192220847674e-05,1.2403677677437427e-05
99,2.3396305434621313e-03,4.7124138130934213e-04,6.3419780874825920e-04,5.6625218567131334e-04,3.9017986995050838e-04,1.9944189179736064e-04,6.6174105209893173e-05,1.2143300775454604e-05
100,2.2688619223667260e-03,4.5677637220037300e-04,6.1478829442075254e-04,5.4904066138004414e-04,3.7845778758753779e-04,1.9357397361144214e-04,6.4337644414540939e-05,1.1887188752035100e-05
101,2.2002185532554318e-03,4.4275779716567728e-04,5.9597356188615172e-04,5.3234829710239898e-04,3.6708084102505075e-04,1.8787300759296171e-04,6.2549717686988588e-05,1.1635330796202341e-05
102,2.1336379329286795e-03,4.2917167045945808e-04,5.7773532077309473e-04,5.1615977884368722e-04,3.5603947749222599e-04,1.8233473540838223e-04,6.0809237874427817e-05,1.1387712077403445e-05
103,2.0690592820340041e-03,4.1600446222268264e-04,5.6005584863501573e-04,5.0046021421163323e-04,3.4532435478388211e-04,1.7695496326024121e-04,5.9115124848405803e-05,1.1144314072143493e-05
104,2.0064235076278514e-03,4.0324308212638833e-04,5.4291797285378740e-04,4.8523512349979734e-04,3.3492634167628800e-04,1.7172956530947311e-04,5.7466307294654358e-05,1.0905114867462694e-05
105,1.9456731655991849e-03,3.9087486372271633e-04,5.2630505315744548e-04,4.7047043070085569e-04,3.2483651774802805e-04,1.6665448654185039e-04,5.5861724285269631e-05,1.0670089443019087e-05
106,1.8867524230680177e-03,3.7888754946428614e-04,5.1020096472841991e-04,4.5615245448178237e-04,3.1504617267364749e-04,1.6172574513319569e-04,5.4300326653290299e-05,1.0439209933395742e-05
107,1.8296070208592518e-03,3.6726927635521636e-04,4.9459008187974912e-04,4.4226789914934768e-04,3.0554680505153153e-04,1.5693943436325796e-04,5.2781078188029708e-05,1.0212445872119238e-05
108,1.7741842361406613e-03,3.5600856219959715e-04,4.7945726227776101e-04,4.2880384563106697e-04,2.9633012082174809e-04,1.5229172412377286e-04,5.1302956667960309e-05,9.9897644187551086e-06
109,1.7204328453033822e-03,3.4509429241552306e-04,4.6478783169066380e-04,4.1574774249377545e-04,2.8738803132435253e-04,1.4777886206221848e-04,4.9864954746514116e-05,9.7711305703346264e-06
110,1.6683030871537604e-03,3.3451570738492865e-04,4.5056756924340195e-04,4.0308739701933223e-04,2.7871265104388940e-04,1.4339717439909729e-04,4.8466080704845157e-05,9.5565073582656462e-06
111,1.6177466264768480e-03,3.2426239031144258e-04,4.3678269316001049e-04,3.9081096635454782e-04,2.7029629508146859e-04,1.3914306645320434e-04,4.7105359084387662e-05,9.3458560317866438e-06
112,1.5687165180240125e-03,3.1432425556029357e-04,4.2341984697551882e-04,3.7890694875025347e-04,2.6213147639182792e-04,1.3501302290624967e-04,4.5781831210931113e-05,9.1391362289378120e-06
113,1.5211671709701223e-03,3.0469153745599529e-04,4.1046608620025040e-04,3.6736417490247164e-04,2.5421090281917320e-04,1.3100360783537573e-04,4.4494555620911406e-05,8.9363061359447266e-06
114,1.4750543138794001e-03,2.9535477951508882e-04,3.9790886542010362e-04,3.5617179940688088e-04,2.4652747396229136e-04,1.2711146453951673e-04,4.3242608399680113e-05,8.7373226358384366e-06
115,1.4303349602132842e-03,2.8630482409267071e-04,3.8573602581711203e-04,3.4531929233617742e-04,2.3907427789642154e-04,1.2333331518317781e-04,4.2025083440654409e-05,8.5421414470704164e-06
116,1.3869673744084828e-03,2.7753280242276429e-04,3.7393578309525145e-04,3.3479643094850420e-04,2.3184458777663705e-04,1.1966596027904329e-04,4.0841092633461920e-05,8.3507172528206977e-06
117,1.3449110385487109e-03,2.6903012503383237e-04,3.6249671579709929e-04,3.2459329153383134e-04,2.2483185834499311e-04,1.1610627802883885e-04,3.9689765988473306e-05,8.1630038216426784e-06
118,1.3041266196494262e-03,2.6078847252187235e-04,3.5140775399755572e-04,3.1470024140401549e-04,2.1802972236142936e-04,1.1265122354006102e-04,3.8570251704454010e-05,7.9789541200379519e-06
119,1.2645759375710863e-03,2.5279978666459707e-04,3.4065816836141018e-04,3.0510793103122780e-04,2.1143198697634984e-04,1.0929782793453175e-04,3.7481716185461321e-05,7.7985204175084127e-06
120,1.2262219335730754e-03,2.4505626186118790e-04,3.3023755955208049e-04,2.9580728633850980e-04,2.0503263006092491e-04,1.0604319736322224e-04,3.6423344012559264e-05,7.6216543845909519e-06
121,1.1890286395173945e-03,2.3755033688301956e-04,3.2013584797936949e-04,2.8678950114538265e-04,1.9882579650945401e-04,1.0288451194041020e-04,3.5394337875417051e-05,7.4483071843415272e-06
122,1.1529611477285116e-03,2.3027468692160395e-04,3.1034326387457256e-04,2.7804602977069340e-04,1.9280579452657381e-04,9.9819024608974378e-05,3.4393918468393355e-05,7.2784295577001066e-06
123,1.1179855815133275e-03,2.2322221592078589e-04,3.0085033768173839e-04,2.6956857979421186e-04,1.8696709191068958e-04,9.6844059947480326e-05,3.3421324355285514e-05,7.1119719031357464e-06
124,1.0840690663430574e-03,2.1638604918095629e-04,2.9164789075432725e-04,2.6134910497790530e-04,1.8130431234372770e-04,9.3957012928663967e-05,3.2475811806535233e-05,6.9488843509414795e-06
125,1.0511797016969024e-03,2.0975952622372780e-04,2.8272702634692945e-04,2.5337979834728734e-04,1.7581223169614449e-04,9.1155347637962203e-05,3.1556654612329391e-05,6.7891168325215597e-06
126,1.0192865335656831e-03,2.0333619390615012e-04,2.7407912089211337e-04,2.4565308543277162e-04,1.7048577435507719e-04,8.8436595959871111e-05,3.0663143874711069e-05,6.6326191449887609e-06
127,9.8835952761210165e-04,1.9710979977413391e-04,2.6569581555284833e-04,2.3816161767054728e-04,1.6532000958256602e-04,8.5798356239117802e-05,2.9794587781521588e-05,6.4793410113666532e-06
128,9.5836954298296169e-04,1.9107428564529825e-04,2.5756900804131390e-04,2.3089826596212935e-04,1.6031014790991385e-04,8.3238291922910356e-05,2.8950311364725207e-05,6.3292321366707950e-06
129,9.2928830676752936e-04,1.8522378141197290e-04,2.4969084469525390e-04,2.2385611439141437e-04,1.5545153757346816e-04,8.0754130189873835e-05,2.8129656245422574e-05,6.1822422601235892e-06
130,9.0108838909517413e-04,1.7955259905556162e-04,2.4205371280336104e-04,2.1702845409779235e-04,1.5073966099640195e-04,7.8343660570681927e-05,2.7331980367635397e-05,6.0383212037398987e-06
131,8.7374317886456743e-04,1.7405522686392109e-04,2.3465023317149636e-04,2.1040877730362138e-04,1.4617013132043268e-04,7.6004733564851115e-05,2.6556657722740632e-05,5.8974189175042366e-06
132,8.4722686009593617e-04,1.6872632384382899e-04,2.2747325292184651e-04,2.0399077149415714e-04,1.4173868899084114e-04,7.3735259257670438e-05,2.5803078066246525e-05,5.7594855213454107e-06
133,8.2151438889721778e-04,1.6356071432100313e-04,2.2051583851740946e-04,1.9776831374784820e-04,1.3744119839763120e-04,7.1533205940791663e-05,2.5070646628433316e-05,5.6244713441007431e-06
134,7.9658147103440601e-04,1.5855338272050185e-04,2.1377126900447516e-04,1.9173546521474987e-04,1.3327364457520487e-04,6.9396598739597653e-05,2.4358783820227263e-05,5.4923269596493007e-06
135,7.7240454009590395e-04,1.5369946852067853e-04,2.0723302946602828e-04,1.8588646574067751e-04,1.2923212996250382e-04,6.7323518250097993e-05,2.3666924935535999e-05,5.3630032203818378e-06
136,7.4896073624031233e-04,1.4899426137418440e-04,2.0089480467925378e-04,1.8021572863460806e-04,1.2531287122519020e-04,6.5312099187765993e-05,2.2994519851145414e-05,5.2364512881643939e-06
137,7.2622788551676286e-04,1.4443319638981786e-04,1.9475047297056521e-04,1.7471783557674672e-04,1.2151219614110010e-04,6.3360529050428551e-05,2.2341032725161995e-05,5.1126226629424641e-06
138,7.0418447974665273e-04,1.4001184956930008e-04,1.8879410026180637e-04,1.6938753166460070e-04,1.1782654054989770e-04,6.1467046797045635e-05,2.1705941694878797e-05,4.9914692091234661e-06
139,6.8280965695543725e-04,1.3572593339332742e-04,1.8301993430149886e-04,1.6421972059434264e-04,1.1425244536758599e-04,5.9629941543968620e-05,2.1088738574847032e-05,4.8729431798666549e-06
140,6.6208318234299676e-04,1.3157129255149947e-04,1.7742239907521853e-04,1.5920945997470042e-04,1.1078655366628688e-04,5.7847551280041782e-05,2.0488928555848061e-05,4.7569972394017318e-06
141,6.4198542978099430e-04,1.2754389981096086e-04,1.7199608938938852e-04,1.5435195677057810e-04,1.0742560781948594e-04,5.6118261601709635e-05,1.9906029905381203e-05,4.6435844834900565e-06
142,6.2249736382558030e-04,1.2363985201881822e-04,1.6673576562297070e-04,1.4964256287358960e-04,1.0416644671274567e-04,5.4440504469109749e-05,1.9339573670210913e-05,4.5326584581355410e-06
