t,f_total,survival_before,survival_after
1,0.0000000000000000e+00,1.0000000000000000e+00,9.9999999999999989e-01
2,0.0000000000000000e+00,9.9999999999999989e-01,9.9999999999999978e-01
3,2.8722900390624987e-05,9.9999999999999978e-01,9.9997127709960909e-01
4,3.8608963668823224e-04,9.9997127709960909e-01,9.9958518746292069e-01
5,1.3815026972468370e-03,9.9958518746292069e-01,9.9820368476567389e-01
6,3.0307106112043673e-03,9.9820368476567389e-01,9.9517297415446937e-01
7,5.1474512273997170e-03,9.9517297415446937e-01,9.9002552292706958e-01
8,7.4939170685814280e-03,9.9002552292706958e-01,9.8253160585848798e-01
9,9.8642815861124961e-03,9.8253160585848798e-01,9.7266732427237546e-01
10,1.2111141127710822e-02,9.7266732427237546e-01,9.6055618314466451e-01
11,1.4143413627320463e-02,9.6055618314466451e-01,9.4641276951734410e-01
12,1.5914336253089981e-02,9.4641276951734410e-01,9.3049843326425408e-01
13,1.7408369643878190e-02,9.3049843326425408e-01,9.1309006362037581e-01
14,1.8630228989621772e-02,9.1309006362037581e-01,8.9445983463075396e-01
15,1.9596707180881308e-02,8.9445983463075396e-01,8.7486312744987260e-01
16,2.0330987341766294e-02,8.7486312744987260e-01,8.5453214010810630e-01
17,2.0858886108338942e-02,8.5453214010810630e-01,8.3367325399976733e-01
18,2.1206489964110842e-02,8.3367325399976733e-01,8.1246676403565654e-01
19,2.1398751808905540e-02,8.1246676403565654e-01,7.9106801222675105e-01
20,2.1458727084002847e-02,7.9106801222675105e-01,7.6960928514274785e-01
21,2.1407222865036601e-02,7.6960928514274785e-01,7.4820206227771135e-01
22,2.1262704743194000e-02,7.4820206227771135e-01,7.2693935753451733e-01
23,2.1041357704573882e-02,7.2693935753451733e-01,7.0589799982994328e-01
24,2.0757233021264861e-02,7.0589799982994328e-01,6.8514076680867841e-01
25,2.0422437570043458e-02,6.8514076680867841e-01,6.6471832923863494e-01
26,2.0047338350358504e-02,6.6471832923863494e-01,6.4467099088827651e-01
27,1.9640765778227202e-02,6.4467099088827651e-01,6.2503022511004924e-01
28,1.9210206368568586e-02,6.2503022511004924e-01,6.0582001874148061e-01
29,1.8761979925806898e-02,6.0582001874148061e-01,5.8705803881567364e-01
30,1.8301399190804576e-02,5.8705803881567364e-01,5.6875663962486911e-01
31,1.7832911616410586e-02,5.6875663962486911e-01,5.5092372800845846e-01
32,1.7360223950030059e-02,5.5092372800845846e-01,5.3356350405842834e-01
33,1.6886410846681469e-02,5.3356350405842834e-01,5.1667709321174682e-01
34,1.6414008990055524e-02,5.1667709321174682e-01,5.0026308422169130e-01
35,1.5945098273805289e-02,5.0026308422169130e-01,4.8431798594788611e-01
36,1.5481371563414528e-02,4.8431798594788611e-01,4.6883661438447150e-01
37,1.5024194467379065e-02,4.6883661438447150e-01,4.5381241991709242e-01
38,1.4574656424869981e-02,4.5381241991709242e-01,4.3923776349222243e-01
39,1.4133614284069460e-02,4.3923776349222243e-01,4.2510414920815298e-01
40,1.3701729412186102e-02,4.2510414920815298e-01,4.1140241979596681e-01
41,1.3279499251227350e-02,4.1140241979596681e-01,3.9812292054473936e-01
42,1.2867284116355498e-02,3.9812292054473936e-01,3.8525563642838390e-01
43,1.2465329927595806e-02,3.8525563642838390e-01,3.7279030650078804e-01
44,1.2073787471142357e-02,3.7279030650078804e-01,3.6071651902964569e-01
45,1.1692728703170863e-02,3.6071651902964569e-01,3.4902379032647479e-01
46,1.1322160536184227e-02,3.4902379032647479e-01,3.3770162979029061e-01
47,1.0962036484567336e-02,3.3770162979029061e-01,3.2673959330572322e-01
48,1.0612266491226987e-02,3.2673959330572322e-01,3.1612732681449618e-01
49,1.0272725209965276e-02,3.1612732681449618e-01,3.0585460160453087e-01
50,9.9432589776550159e-03,3.0585460160453087e-01,2.9591134262687591e-01
