scan_type,kappa_top,kappa_bottom,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks,rollback_total,no_leak_total,leak_total,peak2_dominant_rollback_class,peak2_dominant_rollback_frac,peak2_dominant_gate_family,peak2_dominant_gate_frac,L0R0,L0R1,L1R0,L1R1,N,P,Q
tb,0.003,0.0,2,394,1081,1700,0.0736009419234215,1.6500315855969678,0.8735570087268343,0.9286542195267342,0.07134578047326585,L0R1,0.9132922928075307,N,0.9142636333764403,0.0009713405689094648,0.9132922928075307,0.0009686972438991099,0.0847676693796606,0.9142636333764403,0.022252863079590665,0.06348350354396899
tb,0.0035,0.0,2,394,1080,1699,0.07613583618209145,1.6051660516605166,0.8739064500123659,0.9175724895547327,0.08242751044526726,L0R1,0.899609871784832,N,0.9005675151326687,0.0009576433478368922,0.899609871784832,0.001127647866093728,0.09830483700123731,0.9005675151326687,0.026072684616621714,0.0733598002507095
tb,0.004,0.0,2,394,1080,1697,0.0786500238928346,1.552114353782013,0.8742500110160203,0.906705406968721,0.093294593031279,L0R1,0.8860764291716142,N,0.887023201174396,0.000946772002781915,0.8860764291716142,0.0012917852944256635,0.11168501353117812,0.887023201174396,0.02993260653519986,0.08304419229040404
tb,0.0045,0.0,2,394,1080,1695,0.0811439134444567,1.4919724770642202,0.8745878396491052,0.8960472255503207,0.10395277444967939,L0R1,0.8727110532186424,N,0.8736470593544015,0.0009360061357591322,0.8727110532186424,0.0014567511741706857,0.12489618947142789,0.8736470593544015,0.03381991490523486,0.09253302574036369
tb,0.005,0.0,2,393,1080,1693,0.08361694248683241,1.4277869302580999,0.8749200786077409,0.8855923891347135,0.1144076108652865,L0R1,0.8595142843222964,N,0.8604396311281358,0.000925346805839274,0.8595142843222964,0.0016225616491967435,0.13793780722266755,0.8604396311281358,0.03773263971829921,0.10182772915356508
tb,0.0,0.00025,2,395,1083,1711,0.05937810283428758,1.8535211267605634,0.8715123088630718,0.9933922618794123,0.006607738120587755,L0R1,0.9914117079168031,N,0.9924451532168785,0.001033445300075399,0.9914117079168031,9.060361132177455e-05,0.007464243171799738,0.9924451532168785,0.001731672148589523,0.005823174634531984
tb,0.00025,0.00025,2,395,1083,1710,0.060711770358818355,1.8365921787709498,0.8717068932920936,0.9871676643177181,0.012832335682281973,L0R1,0.9840658652127303,N,0.9850934810909284,0.0010276158781982467,0.9840658652127303,0.00017141236235656708,0.014735106546714914,0.9850934810909284,0.0035457024950258428,0.011360816414045644
tb,0.0005,0.00025,2,395,1082,1709,0.062039477598784164,1.81994459833795,0.8718997351409726,0.9810066573281586,0.018993342671841325,L0R1,0.9767601000348114,N,0.9777819104376735,0.0010218104028620737,0.9767601000348114,0.00025236290164400567,0.021965726660682496,0.9777819104376735,0.0053705476946726335,0.01684754186765388
tb,0.00075,0.00025,2,395,1082,1708,0.06336141850227829,1.8023335621139327,0.872090858155154,0.974908344889021,0.02509165511097899,L0R1,0.9694946693303474,N,0.9705106984892484,0.0010160291589009717,0.9694946693303474,0.0003334602262629545,0.029155841284488587,0.9705106984892484,0.007205895182651802,0.022283406328099727
tb,0.001,0.00025,2,395,1082,1707,0.06467778841637689,1.7850340136054421,0.8722802856197802,0.9688718466710314,0.03112815332896865,L0R1,0.9622698147745469,N,0.9632800871936362,0.001010272419089393,0.9622698147745469,0.00041470909480144163,0.03630520371156235,0.9632800871936362,0.009051436993458095,0.02766847581290573
tb,0.00125,0.00025,2,395,1082,1706,0.06598862513996835,1.766846361185984,0.8724680403715394,0.9628962977037885,0.03710370229621152,L0R1,0.9550857630591332,N,0.9560903035034674,0.0010045404443342824,0.9550857630591332,0.0004961140355595076,0.04341358246097312,0.9560903035034674,0.010906869747559451,0.0330028267489732
tb,0.0015,0.00025,2,395,1081,1705,0.06729381924389073,1.7478318879252834,0.8726541448101383,0.9569808480509194,0.04301915194908062,L0R1,0.9479427261825139,N,0.9489415596663836,0.0009988334838698608,0.9479427261825139,0.0005776793545275386,0.05048076097908886,0.9489415596663836,0.012771894635574675,0.03828654569804171
tb,0.00175,0.00025,2,394,1081,1704,0.0685931425970581,1.7305151915455745,0.872838620909432,0.9511246624936832,0.048875337506316896,L0R1,0.940840901741113,N,0.9418340535165677,0.0009931517754546728,0.940840901741113,0.0006594091431441204,0.05750653734028823,0.9418340535165677,0.014646217400143068,0.043519729083289285
tb,0.002,0.00025,2,394,1081,1703,0.06988686486686671,1.711111111111111,0.8730214902281895,0.9453269202227461,0.0546730797772539,L0R1,0.9337804732214928,N,0.9347679687670635,0.0009874955455706053,0.9337804732214928,0.000741307285837507,0.06449072394709895,0.9347679687670635,0.016529548315598153,0.048702482917338384
