scan_type,kappa_top,kappa_bottom,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks,rollback_total,no_leak_total,leak_total,peak2_dominant_rollback_class,peak2_dominant_rollback_frac,peak2_dominant_gate_family,peak2_dominant_gate_frac,L0R0,L0R1,L1R0,L1R1,N,P,Q
tb,0.0025,0.00025,2,394,1081,1701,0.07245823371099144,1.669220945083014,0.8733824927460571,0.9339035525552706,0.06609644744472927,L0R1,0.9197844690999438,N,0.9207607294720892,0.0009762603721454429,0.9197844690999438,0.000905623179882907,0.07833364734802775,0.9207607294720892,0.020322098218517912,0.0589171723093928
tb,0.003,0.00025,2,394,1080,1699,0.07500824076846467,1.6251556662515567,0.8737373169208953,0.9227044555398861,0.0772955444601138,L0R1,0.9059559106298868,N,0.9069210401874598,0.0009651295575730637,0.9059559106298868,0.001070654245219856,0.09200830556732023,0.9069210401874598,0.024147316272549447,0.06893164353999075
tb,0.0035,0.00025,2,394,1080,1698,0.07753715759604658,1.5748792270531402,0.8740861213040209,0.9117235517749783,0.08827644822502168,L0R1,0.8923182186983823,N,0.8932696558734757,0.0009514371750932373,0.8923182186983823,0.001230904644554606,0.10549943948196963,0.8932696558734757,0.027989699165674002,0.0787406449608503
tb,0.004,0.00025,2,394,1080,1696,0.08004557349677109,1.5192532088681447,0.8744290587314684,0.900954967396709,0.09904503260329102,L0R1,0.8788294558090564,N,0.8797700088383917,0.0009405530293352828,0.8788294558090564,0.0013967384928139858,0.11883325266879435,0.8797700088383917,0.0318719726704467,0.08835801849116164
tb,0.0045,0.00025,2,393,1080,1694,0.08253336101714696,1.4568868980963046,0.8747662765972674,0.8903930239292107,0.10960697607078941,L0R1,0.8655104469365055,N,0.8664402236571095,0.0009297767206041818,0.8655104469365055,0.0015633590094756703,0.1319964173334148,0.8664402236571095,0.03578063468861588,0.09777914165427466
tb,0.005,0.00025,2,393,1080,1692,0.08500067481935554,1.3907922912205568,0.8750979171105889,0.8800322305290976,0.11996776947090239,L0R1,0.8523616242671155,N,0.8532807334830554,0.0009191092159399681,0.8523616242671155,0.001730782850802486,0.1449884836661422,0.8532807334830554,0.03971373415004026,0.1070055323669044
tb,0.0,0.0005,2,395,1083,1710,0.06081714892461114,1.8353105373342637,0.8716950170049508,0.9868567066776179,0.013143293322382158,L0R1,0.9839007076641517,N,0.9849281136004806,0.0010274059363288954,0.9839007076641517,0.0001814674935038797,0.014890418906015498,0.9849281136004806,0.00347700115243206,0.011594885247087313
tb,0.00025,0.0005,2,395,1082,1709,0.06214750264759869,1.8174273858921162,0.8718892390914373,0.9806898901261178,0.019310109873882316,L0R1,0.976569954555328,N,0.9775915153765868,0.0010215608212588258,0.976569954555328,0.00026327063193944285,0.02214521399147366,0.9775915153765868,0.0053058341502620334,0.017102650473151074
tb,0.0005,0.0005,2,395,1082,1708,0.06347187257568022,1.8010973936899863,0.8720817229173347,0.9745859652579534,0.02541403474204662,L0R1,0.9692799216353901,N,0.9702956620626411,0.0010157404272509304,0.9692799216353901,0.00034520418645104937,0.02935913375090792,0.9702956620626411,0.007145199121709875,0.022559138815649103
tb,0.00075,0.0005,2,395,1082,1707,0.06479065975813847,1.7838205302515295,0.8722724921310632,0.968544046811033,0.03145595318896695,L0R1,0.9620308485279657,N,0.9630407935532609,0.0010099450252950683,0.9620308485279657,0.0004272732133881259,0.03653193323335105,0.9630407935532609,0.0089947856089632,0.027964420837776012
