case,display_name,style,base_start_x,base_start_y,target_x,target_y,x_gate,start_x,start_y,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,17,0,1,748,1572,2059,0.2841783549744241,0.7622093023255814
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,18,0,1,761,1586,2071,0.2869288815710313,0.7625145518044237
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,19,0,1,774,1599,2083,0.28965782500164977,0.763042844651705
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,20,0,1,788,1613,2095,0.2923661878228504,0.7629889083479277
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,21,0,1,801,1627,2107,0.29505561177933903,0.7632963179427236
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,22,0,1,814,1641,2119,0.2977269182637458,0.7636044470450556
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,23,0,1,827,1655,2130,0.3003804656688096,0.7635511280398476
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,24,0,1,840,1669,2142,0.3030164115740982,0.7640845070422535
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,25,0,1,854,1683,2154,0.3056345164190864,0.763807285546416
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,26,0,1,867,1697,2166,0.30823456089721224,0.7645673925838729
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,27,0,1,880,1712,2178,0.3108167405253042,0.7651046271735927
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,28,0,1,893,1726,2190,0.31338083189794325,0.7656434474616293
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,29,0,1,906,1740,2201,0.31592668299694576,0.7655926692284954
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,30,0,1,919,1754,2213,0.3184539996529278,0.7659070730985499
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,31,0,1,932,1768,2225,0.3209624218709586,0.7664493183165383
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,32,0,1,946,1782,2237,0.3234512602148671,0.7666270783847982
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,33,0,1,959,1797,2249,0.3259196498045041,0.7671721677074042
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,34,0,1,972,1811,2260,0.32836731409335285,0.7671232876712328
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,35,0,1,985,1825,2272,0.3307933900200443,0.7676707426185505
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,36,0,1,998,1840,2284,0.3331966121849321,0.7682198327359617
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,37,0,1,1011,1854,2296,0.3355749330621864,0.7690005984440454
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,38,0,1,1024,1868,2307,0.33792670861760665,0.768954150434522
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,39,0,1,1037,1882,2319,0.340249260671984,0.7697388171720204
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,40,0,1,1050,1897,2331,0.3425388316462586,0.7705263157894737
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,41,0,1,1063,1911,2342,0.3447915680561225,0.7704819277108433
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,42,0,1,1076,1925,2354,0.34700258267561246,0.7710407239819005
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,43,0,1,1089,1940,2366,0.3491660678009308,0.772067714631197
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,44,0,1,1102,1954,2377,0.35127558032610534,0.7720254314259763
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,45,0,1,1115,1968,2389,0.3533250610632086,0.772823779193206
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,46,0,1,1128,1982,2400,0.3553089045278229,0.773017319963537
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,47,0,1,1141,1996,2411,0.35722348534383536,0.7732115677321156
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,48,0,2,107,475,1153,0.01599554114145307,2.1217038539553754
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,49,0,2,96,488,1165,0.01674300328595684,2.2018537590113287
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,50,0,2,85,499,1177,0.017517609448545322,2.272632674297607
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,51,0,2,75,511,1189,0.018321969477914164,2.345263157894737
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,52,0,2,66,522,1201,0.019160289584993943,2.4097664543524417
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,53,0,2,59,533,1212,0.019543342523442503,2.468950749464668
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,54,0,2,53,544,1223,0.013310368031813236,2.5188374596340153
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,55,0,2,48,554,1234,0.009383076292543716,2.567099567099567
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,56,0,2,44,563,1245,0.006941303968314145,2.6052060737527114
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,57,0,2,42,572,1254,0.005427700053410374,2.6405228758169934
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,58,0,2,40,579,1262,0.0045185475075483665,2.6652126499454742
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,59,0,2,39,584,1267,0.0040633536418066005,2.6812227074235806
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,0,1,1,597,1415,1925,0.24482755845357917,0.7687409551374819
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,1,1,1,597,1415,1925,0.24507043803541012,0.7685185185185185
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,2,1,1,596,1414,1924,0.2456528843356257,0.7676300578034682
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,3,1,1,596,1415,1924,0.24668586634526288,0.7669650591972278
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,4,1,1,599,1417,1925,0.2482561351252869,0.7649264493798673
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,5,1,1,604,1422,1929,0.2503313060053131,0.7639089074661286
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,6,1,1,611,1430,1936,0.25281767021130347,0.7636887608069164
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,7,1,1,621,1440,1945,0.25556869877363025,0.7631123919308357
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,8,1,1,632,1451,1955,0.25845809839227385,0.762755837417123
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,9,1,1,644,1464,1965,0.26139957989911494,0.7620421113354485
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,10,1,1,657,1477,1976,0.2643463120134475,0.7615473441108545
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,11,1,1,669,1490,1988,0.2672732730316378,0.7619872905834778
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,12,1,1,682,1503,2000,0.2701716317448637,0.7620699624168835
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,13,1,1,695,1517,2011,0.2730394204815832,0.761794500723589
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,14,1,1,708,1530,2023,0.27587775572961165,0.7618771726535342
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,15,1,1,722,1544,2035,0.27868835096745703,0.761600928074246
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,16,1,1,735,1558,2047,0.2814745314490443,0.7619047619047619
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,17,1,1,748,1572,2059,0.2842386186708763,0.7622093023255814
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,18,1,1,761,1586,2071,0.2869823256319831,0.7625145518044237
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,19,1,1,774,1599,2083,0.28970672822095206,0.763042844651705
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,20,1,1,788,1613,2095,0.2924121757414732,0.7629889083479277
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,21,1,1,801,1627,2107,0.29509964634364616,0.7632963179427236
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,22,1,1,814,1641,2118,0.2977696335378994,0.7630193095377413
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,23,1,1,827,1655,2130,0.30042223355526787,0.7635511280398476
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,24,1,1,840,1669,2142,0.3030574275509424,0.7640845070422535
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,25,1,1,854,1683,2154,0.30567486430997826,0.763807285546416
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,26,1,1,867,1697,2166,0.30827423817884353,0.7645673925838729
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,27,1,1,880,1712,2178,0.3108556685009093,0.7651046271735927
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,28,1,1,893,1726,2190,0.31341897540612457,0.7656434474616293
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,29,1,1,906,1740,2201,0.3159639583563777,0.7655926692284954
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,30,1,1,919,1754,2213,0.31849031589301086,0.7659070730985499
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,31,1,1,932,1768,2225,0.320997685845163,0.7664493183165383
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,32,1,1,946,1782,2237,0.3234853666917285,0.7666270783847982
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,33,1,1,959,1797,2249,0.3259524696015701,0.7671721677074042
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,34,1,1,972,1811,2260,0.32839881317981706,0.7671232876712328
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,35,1,1,985,1825,2272,0.3308234903639822,0.7676707426185505
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,36,1,1,998,1840,2284,0.3332251919501121,0.7682198327359617
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,37,1,1,1011,1854,2296,0.3356019801200405,0.7690005984440454
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,38,1,1,1024,1868,2307,0.3379521683985855,0.768954150434522
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,39,1,1,1037,1882,2319,0.34027308806327167,0.7697388171720204
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,40,1,1,1050,1897,2331,0.34256094646908203,0.7702946482260974
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,41,1,1,1063,1911,2342,0.3448119934862339,0.7704819277108433
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,42,1,1,1076,1925,2354,0.3470213061255875,0.7710407239819005
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,43,1,1,1089,1940,2366,0.34918305059024396,0.772067714631197
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,44,1,1,1102,1954,2377,0.35129087927540803,0.7720254314259763
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,45,1,1,1115,1968,2389,0.3533387200408183,0.772823779193206
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,46,1,1,1128,1982,2400,0.3553210305503534,0.773017319963537
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,47,1,1,1141,1996,2411,0.35723434219683226,0.7732115677321156
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,48,1,2,107,476,1153,0.01600713189988447,2.1217038539553754
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,49,1,2,95,488,1165,0.016754057903852048,2.2016460905349793
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,50,1,2,83,499,1177,0.017530973976195994,2.274428274428274
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,51,1,2,73,511,1189,0.018342516019039957,2.3470031545741326
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,52,1,2,64,522,1201,0.019197580304145208,2.4140127388535033
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,53,1,2,55,533,1212,0.018526408181131732,2.4775160599571735
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,54,1,2,48,544,1224,0.012301409769685709,2.5344827586206895
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,55,1,2,43,554,1235,0.008448739960436517,2.585683297180043
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,56,1,2,38,564,1246,0.006145460208072852,2.6318082788671022
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,57,1,2,36,573,1255,0.0047606593282706515,2.6615720524017465
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,58,1,2,34,580,1263,0.003940950072788267,2.6892778993435447
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,59,1,2,33,584,1267,0.003532192302942819,2.7031763417305585
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,0,2,1,587,1406,1916,0.24396334024854124,0.7677642980935875
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,1,2,1,586,1405,1915,0.24419214826212157,0.7673210161662818
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,2,2,1,585,1403,1913,0.24476181360186186,0.7658592848904268
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,3,2,1,583,1402,1911,0.24585556365781117,0.7645365572826712
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,4,2,1,585,1403,1912,0.24771633164168463,0.7628628916355275
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,5,2,1,593,1411,1919,0.2502742249987808,0.7620689655172413
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,6,2,1,604,1422,1928,0.25316097365546186,0.7611382581201495
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,7,2,1,616,1435,1939,0.2561131176642438,0.7610008628127696
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,8,2,1,629,1448,1951,0.2590420016511277,0.7610823258491652
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,9,2,1,642,1462,1963,0.2619347677404067,0.7611639297032555
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,10,2,1,655,1475,1975,0.26479773522111816,0.7614652437265648
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,11,2,1,669,1489,1987,0.26763852083525264,0.7609699769053118
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,12,2,1,682,1503,1999,0.2704609672979552,0.761271676300578
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,13,2,1,695,1516,2011,0.2732679658176162,0.7613537749493781
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,14,2,1,708,1530,2023,0.2760604798204518,0.7616565305531422
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,15,2,1,722,1544,2035,0.27883871262571436,0.7613801101768629
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,16,2,1,735,1558,2047,0.28160164068393106,0.7616835994194485
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,17,2,1,748,1572,2059,0.2843498692260134,0.7619877942458587
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,18,2,1,761,1585,2071,0.2870829699667017,0.7625145518044237
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,19,2,1,774,1599,2083,0.2898004033145382,0.763042844651705
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,20,2,1,788,1613,2095,0.2925014071323652,0.7629889083479277
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,21,2,1,801,1627,2106,0.295185892306884,0.7627118644067796
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,22,2,1,814,1641,2118,0.29785383536113724,0.7630193095377413
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,23,2,1,827,1655,2130,0.300504914539957,0.7635511280398476
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,24,2,1,840,1669,2142,0.3031388317558497,0.7638603696098563
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,25,2,1,854,1683,2154,0.3057550615484377,0.763807285546416
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,26,2,1,867,1698,2166,0.30835315037735095,0.764342453662842
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,27,2,1,880,1712,2178,0.31093312026407355,0.7651046271735927
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,28,2,1,893,1726,2190,0.3134948612862811,0.7654175272941871
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,29,2,1,906,1740,2201,0.31603809579220743,0.7653664302600472
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,30,2,1,919,1754,2213,0.3185625141379312,0.7656804733727811
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,31,2,1,932,1768,2225,0.3210677539225514,0.7664493183165383
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,32,2,1,946,1783,2237,0.32355302749707165,0.7666270783847982
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,33,2,1,959,1797,2249,0.3260175924339157,0.7671721677074042
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,34,2,1,972,1811,2260,0.3284612676408744,0.7671232876712328
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,35,2,1,985,1825,2272,0.33088312209600357,0.7676707426185505
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,36,2,1,998,1840,2284,0.33328175990134623,0.7682198327359617
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,37,2,1,1011,1854,2296,0.3356554628794276,0.7690005984440454
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,38,2,1,1024,1868,2307,0.3380024603564575,0.768954150434522
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,39,2,1,1037,1883,2319,0.34032005813187033,0.7697388171720204
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,40,2,1,1050,1897,2331,0.342604529914508,0.7702946482260974
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,41,2,1,1063,1911,2342,0.3448521967448255,0.7704819277108433
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,42,2,1,1076,1925,2354,0.34705811071442527,0.7710407239819005
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,43,2,1,1089,1940,2366,0.34921638749411915,0.772067714631197
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,44,2,1,1102,1954,2377,0.3513208683956404,0.7720254314259763
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,45,2,1,1115,1968,2389,0.3533654515199783,0.772823779193206
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,46,2,1,1128,1982,2400,0.35534470383676325,0.773017319963537
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,47,2,1,1141,1996,2411,0.3572554225170855,0.7732115677321156
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,48,2,2,106,476,1153,0.016028413970946658,2.121580547112462
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,49,2,2,93,488,1165,0.016774123073892356,2.2034943473792397
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,50,2,2,81,500,1177,0.017554787886546058,2.2785862785862787
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,51,2,2,70,511,1189,0.018379213274272246,2.350840336134454
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,52,2,2,59,522,1201,0.01926631961985803,2.424628450106157
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,53,2,2,48,533,1212,0.016590026550400972,2.4978540772532187
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,54,2,2,39,544,1224,0.010306987910197645,2.5704989154013016
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,55,2,2,32,555,1236,0.006547388882280643,2.6403508771929824
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,56,2,2,27,565,1247,0.004540518931551088,2.6901874310915104
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,57,2,2,24,574,1257,0.003413274116235979,2.72787610619469
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,58,2,2,22,581,1264,0.002760567695614723,2.76
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,59,2,2,21,586,1269,0.0024354829012318098,2.779510022271715
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,0,3,1,572,1391,1902,0.24179946326025578,0.7672339198154023
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,1,3,1,570,1389,1900,0.24183724275769589,0.7665706051873199
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,2,3,1,566,1384,1895,0.24198461802375681,0.7648920863309353
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,3,3,1,561,1380,1891,0.2425769060604915,0.7637094458799886
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,4,3,1,561,1380,1890,0.24469802495782064,0.7613864222285878
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,5,3,1,576,1395,1903,0.24913546836844797,0.7600229095074456
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,6,3,1,593,1412,1918,0.2531881992208845,0.7593123209169055
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,7,3,1,610,1429,1933,0.2566079074791858,0.7590361445783133
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,8,3,1,625,1444,1947,0.25964528556480715,0.7595518529158288
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,9,3,1,640,1459,1960,0.26249977372932076,0.759493670886076
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,10,3,1,654,1474,1973,0.265278217810092,0.7602305475504323
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,11,3,1,668,1488,1986,0.26803101904290355,0.760530871321408
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,12,3,1,681,1502,1998,0.27077816188145465,0.7608318890814558
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,13,3,1,695,1516,2010,0.2735261259066177,0.7607752386462251
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,14,3,1,708,1530,2022,0.27627456153132285,0.7608569774174869
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,15,3,1,721,1544,2035,0.2790216824433387,0.7617391304347826
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,16,3,1,735,1558,2047,0.2817634359966984,0.7616835994194485
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,17,3,1,748,1572,2059,0.28449722550338746,0.7619877942458587
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,18,3,1,761,1585,2071,0.28722083572651286,0.762292697119581
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,19,3,1,774,1599,2083,0.28993226933952027,0.7628205128205128
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,20,3,1,788,1613,2094,0.2926295132872756,0.7621826670557339
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,21,3,1,801,1627,2106,0.2953114394210332,0.7624890446976337
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,22,3,1,814,1641,2118,0.2979775442596854,0.7630193095377413
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,23,3,1,827,1655,2130,0.300627105192357,0.7635511280398476
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,24,3,1,840,1669,2142,0.3032595614174164,0.7638603696098563
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,25,3,1,854,1683,2154,0.305874229634225,0.763807285546416
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,26,3,1,867,1698,2166,0.30847042385644274,0.764342453662842
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,27,3,1,880,1712,2178,0.3110483269009751,0.7648791985857395
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,28,3,1,893,1726,2190,0.3136077070538254,0.7654175272941871
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,29,3,1,906,1740,2201,0.3161482762247766,0.7653664302600472
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,30,3,1,919,1754,2213,0.31866972587902054,0.7656804733727811
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,31,3,1,932,1768,2225,0.32117170187972865,0.7664493183165383
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,32,3,1,946,1783,2237,0.32365323487788655,0.7663995250816266
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,33,3,1,959,1797,2249,0.32611397671962405,0.7671721677074042
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,34,3,1,972,1811,2260,0.3285535816652869,0.7671232876712328
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,35,3,1,985,1825,2272,0.3309711391553416,0.7676707426185505
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,36,3,1,998,1840,2284,0.3333651254172892,0.7682198327359617
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,37,3,1,1011,1854,2296,0.335734152067696,0.7687705653604546
tb_asym_balanced,top/bottom balanced asymmetry,tb,7,7,58,7,32,38,3,1,1024,1868,2307,0.3380763238053864,0.768954150434522
