case,q_star,window,L0R0,L0R1,L1R0,L1R1,dominant
sym_shared,0.3,peak2,0.02565676200634974,0.00847321108041227,0.8583731325714764,0.10749689434176163,L1R0
sym_shared,0.4,peak2,0.0362856485569953,0.011726939420874813,0.8477442460208309,0.10424316600129908,L1R0
sym_shared,0.5,peak2,0.14181825960323255,0.07990295263943877,0.7422116349745935,0.036067152782735104,L1R0
sym_shared,0.6,peak2,0.4259091392063459,0.09427907682093797,0.45812075537148017,0.02169102860123594,L1R0
sym_shared,0.7,peak2,0.5976787582086605,0.10258647946222063,0.28635113636916576,0.013383625959953205,L0R0
