scan_type,kappa_c2o,kappa_o2c,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks,rollback_total,no_leak_total,leak_total,peak2_dominant_rollback_class,peak2_dominant_rollback_frac,peak2_dominant_gate_family,peak2_dominant_gate_frac,L0R0,L0R1,L1R0,L1R1,N,P,Q
dir,0.003,0.0,2,392,1073,1695,0.07959817345331056,1.4063680518078792,0.8778800301155625,0.9004267011277106,0.09957329887228927,L0R1,0.8736412627189665,N,0.8745836171696426,0.0009423544506762598,0.8736412627189665,4.094238132474234e-05,0.1253754404490325,0.8745836171696426,0.0425701881827907,0.08284619464756657
dir,0.0035,0.0,2,392,1071,1692,0.0830412811219149,1.2993503248375813,0.8789008611009711,0.8854394104860543,0.11456058951394558,L0R1,0.8541359779731009,N,0.8550632530662193,0.0009272750931185406,0.8541359779731009,4.7202222559907434e-05,0.14488954471122067,0.8550632530662193,0.04983834040835919,0.09509840652542145
dir,0.004,0.0,2,392,1069,1689,0.08643956205380396,1.2441247002398081,0.8799025891140665,0.8708696614030248,0.12913033859697523,L0R1,0.8350272696371425,N,0.8359396603584219,0.0009123907212797378,0.8350272696371425,5.3307520970625854e-05,0.16400703212060722,0.8359396603584219,0.057135478379363475,0.10692486126221445
dir,0.0045,0.0,2,391,1067,1686,0.08979111520928755,1.204091120409112,0.8808856493963683,0.8567031320228266,0.14329686797717336,L0R1,0.8163139573491383,N,0.8172116631954145,0.0008977058462765026,0.8163139573491383,5.926109858000012e-05,0.18272907570600536,0.8172116631954145,0.06445481573150916,0.11833352107307624
dir,0.005,0.0,2,391,1066,1683,0.09309879492608715,1.1687019448213478,0.881850465121699,0.8429260715608734,0.1570739284391265,L0R1,0.7979941734215561,N,0.798877397709955,0.0008832242883989746,0.7979941734215561,6.506589380542636e-05,0.20105753639623944,0.798877397709955,0.07178994620685084,0.12933265608319414
dir,0.0,0.00025,2,395,1083,1711,0.05883997337255813,1.860070671378092,0.8711308870726198,0.9961052874046279,0.0038947125953720965,L0R1,0.9950455305923436,N,0.9960827266794505,0.0010371960871069785,0.9950455305923436,0.00016859888444870985,0.00374867443610073,0.9960827266794505,7.305980342852981e-05,0.003844213517120909
dir,0.00025,0.00025,2,395,1083,1710,0.060711770358818355,1.8365921787709498,0.8717068932920936,0.9871676643177181,0.012832335682281973,L0R1,0.9840658652127303,N,0.9850934810909284,0.0010276158781982467,0.9840658652127303,0.00017141236235656708,0.014735106546714914,0.9850934810909284,0.0035457024950258428,0.011360816414045644
dir,0.0005,0.00025,2,395,1082,1708,0.06257114431594911,1.8097863542384562,0.8722773418139173,0.9783609059528992,0.02163909404710087,L0R1,0.9731767903914172,N,0.9741977640564433,0.0010209736650260645,0.9731767903914172,0.0001749938349525222,0.025627242108604138,0.9741977640564433,0.00704029878165662,0.018761937161900027
dir,0.00075,0.00025,2,395,1081,1707,0.06441835296751672,1.7850340136054421,0.8728422985687421,0.9696826578962581,0.03031734210374181,L0R1,0.9623943344094542,N,0.9634058316965783,0.0010114972871242234,0.9623943344094542,0.00017770556392133227,0.036416462739500374,0.9634058316965783,0.01055103707834688,0.02604313122507487
dir,0.001,0.00025,2,394,1080,1705,0.06625280898824883,1.757372654155496,0.8734018285032307,0.9611306151283087,0.038869384871691406,L0R1,0.9516971864255505,N,0.9527020929373127,0.001004906511762266,0.9516971864255505,0.00018121078317426606,0.04711669627951303,0.9527020929373127,0.014084528702518926,0.0332133783601684
dir,0.00125,0.00025,2,394,1079,1704,0.06807494604892264,1.7293729372937294,0.8739559956004901,0.9527025208348915,0.04729747916510842,L0R1,0.9411140937051604,N,0.9421096322734336,0.0009955385682733093,0.9411140937051604,0.00018382283495277027,0.05770654489161356,0.9421096322734336,0.01762866800155572,0.0402616997250106
dir,0.0015,0.00025,2,394,1078,1702,0.06988516158149745,1.6987012987012986,0.8745048628998706,0.9443961652511502,0.055603834748849695,L0R1,0.9306109244970822,N,0.9315999286610567,0.0009890041639745225,0.9306109244970822,0.0001872531920907496,0.06821281814685252,0.9315999286610567,0.021196527669453086,0.047203543669490214
dir,0.00175,0.00025,2,394,1078,1701,0.07168338026687697,1.6649681528662421,0.8750484925161598,0.9362093845374985,0.06379061546250146,L0R1,0.920228778983967,N,0.921208527730918,0.0009797487469507798,0.920228778983967,0.00018976771748886053,0.07860170455159318,0.921208527730918,0.02476958814828326,0.054021884120798815
dir,0.002,0.00025,2,393,1077,1700,0.0734693401315605,1.6306924516531502,0.875586945658194,0.9281400596865421,0.07185994031345778,L0R1,0.9099488689579711,N,0.9109194346173478,0.0009705656593768772,0.9099488689579711,0.00019222977862196124,0.08888833560403014,0.9109194346173478,0.028354738749834456,0.06072582663281773
dir,0.0025,0.00025,2,393,1075,1697,0.07700508305814867,1.535924617196702,0.8766485629328729,0.9123455193543113,0.08765448064568865,L0R1,0.8896633030058757,N,0.8906183733390658,0.0009550703331900387,0.8896633030058757,0.00019791197377703546,0.10918371468715715,0.8906183733390658,0.03557296735591938,0.07380865930501483
dir,0.003,0.00025,2,392,1073,1694,0.08049477415600895,1.391025641025641,0.8776901869483825,0.8969964491576157,0.10300355084238416,L0R1,0.869777116458796,N,0.870716878529032,0.0009397620702360837,0.869777116458796,0.00020343158163819793,0.12907968988932975,0.870716878529032,0.042833773970760686,0.08644934750020726
dir,0.0035,0.00025,2,392,1072,1691,0.08393673196564091,1.293824701195219,0.8787122765355354,0.882077406209332,0.11792259379066797,L0R1,0.8502905117028166,N,0.8512151584669266,0.0009246467641102435,0.8502905117028166,0.00020879256231096178,0.14857604897076232,0.8512151584669266,0.050129601662327446,0.0986552398707459
dir,0.004,0.00025,2,392,1070,1688,0.0873338555062538,1.2401913875598085,0.8797152776376419,0.8675735697442452,0.1324264302557548,L0R1,0.8312028767052461,N,0.8321126062319767,0.0009097295267306252,0.8312028767052461,0.00021399894742866245,0.16767339482059462,0.8321126062319767,0.05745329324025588,0.11043410052776739
dir,0.0045,0.00025,2,391,1068,1686,0.0906847219205378,1.2007417709782104,0.8806996237886395,0.8534707126132729,0.14652928738672702,L0R1,0.812566507935496,N,0.8134590736914872,0.0008925657559911437,0.812566507935496,0.00021806052756876988,0.18632286578094404,0.8134590736914872,0.06476908491648803,0.12177184139202471
