family,lower,center,upper
N_detour,0.9070904645476773,0.034229828850855744,0.05867970660146699
F_clean,1.0,0.0,0.0
F_linger,0.783157894736842,0.08968421052631578,0.1271578947368421
F_rollback,0.9834319526627219,0.008284023668639054,0.008284023668639054
