t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,2,nan,nan,nan,nan,nan,nan
6,2,nan,nan,nan,nan,nan,nan
7,5,nan,nan,nan,nan,nan,nan
8,7,nan,nan,nan,nan,nan,nan
9,9,nan,nan,nan,nan,nan,nan
10,11,nan,nan,nan,nan,nan,nan
11,17,nan,nan,nan,nan,nan,nan
12,19,nan,nan,nan,nan,nan,nan
13,17,nan,nan,nan,nan,nan,nan
14,17,nan,nan,nan,nan,nan,nan
15,20,nan,nan,nan,nan,nan,nan
16,20,nan,nan,nan,nan,nan,nan
17,19,nan,nan,nan,nan,nan,nan
18,29,nan,nan,nan,nan,nan,nan
19,22,nan,nan,nan,nan,nan,nan
20,12,nan,nan,nan,nan,nan,nan
21,26,nan,nan,nan,nan,nan,nan
22,11,nan,nan,nan,nan,nan,nan
23,24,nan,nan,nan,nan,nan,nan
24,21,nan,nan,nan,nan,nan,nan
25,28,nan,nan,nan,nan,nan,nan
26,16,nan,nan,nan,nan,nan,nan
27,23,nan,nan,nan,nan,nan,nan
28,19,nan,nan,nan,nan,nan,nan
29,18,nan,nan,nan,nan,nan,nan
30,22,nan,nan,nan,nan,nan,nan
31,20,nan,nan,nan,nan,nan,nan
32,24,nan,nan,nan,nan,nan,nan
33,28,nan,nan,nan,nan,nan,nan
34,23,nan,nan,nan,nan,nan,nan
35,24,nan,nan,nan,nan,nan,nan
36,21,nan,nan,nan,nan,nan,nan
37,24,nan,nan,nan,nan,nan,nan
38,25,nan,nan,nan,nan,nan,nan
39,19,nan,nan,nan,nan,nan,nan
40,18,nan,nan,nan,nan,nan,nan
41,16,nan,nan,nan,nan,nan,nan
42,18,nan,nan,nan,nan,nan,nan
43,22,nan,nan,nan,nan,nan,nan
44,21,nan,nan,nan,nan,nan,nan
45,28,nan,nan,nan,nan,nan,nan
46,25,nan,nan,nan,nan,nan,nan
47,18,nan,nan,nan,nan,nan,nan
48,18,nan,nan,nan,nan,nan,nan
49,16,nan,nan,nan,nan,nan,nan
50,30,nan,nan,nan,nan,nan,nan
51,24,nan,nan,nan,nan,nan,nan
52,21,nan,nan,nan,nan,nan,nan
53,25,nan,nan,nan,nan,nan,nan
54,24,nan,nan,nan,nan,nan,nan
55,21,nan,nan,nan,nan,nan,nan
56,27,nan,nan,nan,nan,nan,nan
57,19,nan,nan,nan,nan,nan,nan
58,16,nan,nan,nan,nan,nan,nan
59,18,nan,nan,nan,nan,nan,nan
60,20,nan,nan,nan,nan,nan,nan
61,16,nan,nan,nan,nan,nan,nan
