t,f_any,f_m1_first,f_m2_first,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
4,0.0,0.0,0.0,1.0
5,0.0,0.0,0.0,0.9999999999999999
6,0.0,0.0,0.0,0.9999999999999999
7,0.0,0.0,0.0,0.9999999999999999
8,0.0,0.0,0.0,0.9999999999999998
9,7.024958907841997e-05,7.024958907841997e-05,0.0,0.9999297504109214
10,3.090981919450478e-05,3.090981919450478e-05,0.0,0.9998988405917268
11,0.00015840251292825687,0.00015840251292825687,0.0,0.9997404380787986
12,0.0001155190644432895,0.0001155190644432895,0.0,0.9996249190143552
13,0.0002516113200943853,0.0002516113200943853,0.0,0.9993733076942608
14,0.00023824812679704277,0.00023824812679704277,0.0,0.9991350595674636
15,0.00036282174975576695,0.00036282174975576695,0.0,0.9987722378177079
16,0.00038576841605760973,0.00038576841605760973,0.0,0.9983864694016502
17,0.0004982251529809936,0.0004982251529809936,0.0,0.9978882442486692
18,0.0005505555961913837,0.0005505555961913837,0.0,0.9973376886524777
19,0.000655303253394836,0.000655303253394836,0.0,0.9966823853990827
20,0.000727225470977502,0.000727225470977502,0.0,0.9959551599281052
21,0.0008276966000394935,0.0008276966000394935,0.0,0.9951274633280657
22,0.0009108872211361091,0.0009108872211361091,0.0,0.9942165761069296
23,0.0010085675626274428,0.0010085675626274428,0.0,0.9932080085443021
24,0.0010969974491346407,0.0010969974491346407,0.0,0.9921110110951675
25,0.0011920061592033114,0.0011920061592033114,0.0,0.9909190049359642
26,0.0012815812011222872,0.0012815812011222872,0.0,0.9896374237348419
27,0.0013733719203455014,0.0013733719203455014,0.0,0.9882640518144964
28,0.001461382482838452,0.001461382482838452,0.0,0.986802669331658
29,0.001549211158351953,0.001549211158351953,0.0,0.985253458173306
30,0.0016338849502868303,0.0016338849502868303,0.0,0.9836195732230192
31,0.0017170540681985661,0.0017170540681985661,0.0,0.9819025191548205
32,0.001797248514246324,0.001797248514246324,0.0,0.9801052706405742
33,0.0018752083108252533,0.0018752083108252533,0.0,0.978230062329749
34,0.0019502102965863746,0.0019502102965863746,0.0,0.9762798520331626
35,0.0020225836012036993,0.0020225836012036993,0.0,0.9742572684319589
36,0.0020919797527865418,0.0020919797527865418,0.0,0.9721652886791723
37,0.0021585514606034728,0.0021585514606034728,0.0,0.9700067372185688
38,0.00222214217665987,0.00222214217665987,0.0,0.9677845950419087
39,0.002282835265970917,0.002282835265970917,0.0,0.9655017597759378
40,0.0023405756561142447,0.0023405756561142447,0.0,0.9631611841198235
41,0.0023954243420579277,0.0023954243420579277,0.0,0.9607657597777656
42,0.002447382077249951,0.002447382077249951,0.0,0.9583183777005156
43,0.002496506691929194,0.002496506691929194,0.0,0.9558218710085864
44,0.0025428309263842265,0.0025428309263842265,0.0,0.9532790400822022
45,0.002586416170713102,0.002586416170713102,0.0,0.9506926239114891
46,0.002627314072189851,0.002627314072189851,0.0,0.9480653098392993
47,0.0026655909403847,0.0026655909403847,0.0,0.9453997188989144
48,0.0027013096978483705,0.0027013096978483705,1.0151051399422861e-21,0.9426984092010661
49,0.002734540818352484,0.002734540818352484,1.6343192753070803e-21,0.9399638683827135
50,0.002765353746113889,0.002765353746113889,1.3346724614074907e-20,0.9371985146365996
51,0.002793821692992083,0.002793821692992083,2.3906835818994406e-20,0.9344046929436074
52,0.0028200174844839727,0.0028200174844839727,9.764393406044689e-20,0.9315846754591234
53,0.0028440155850418085,0.0028440155850418085,1.8342876964236879e-19,0.9287406598740816
54,0.002865890032408569,0.0028658900324085687,5.248667721530503e-19,0.9258747698416728
55,0.0028857152331115484,0.0028857152331115475,9.917887586914067e-19,0.9229890546085613
56,0.0029035648977961443,0.002903564897796142,2.301122997715926e-18,0.9200854897107651
