t,f_total,f_from_corridor,f_from_outer,survival
4689,5.867647011190533e-05,5.867647011190533e-05,0.0,0.5560166347290598
4690,5.867026970553074e-05,5.867026970553074e-05,0.0,0.5559579644593543
4691,5.8664069939386543e-05,5.8664069939386543e-05,0.0,0.5558993003894149
4692,5.8657870813640724e-05,5.8657870813640724e-05,0.0,0.5558406425186011
4693,5.865167232846023e-05,5.865167232846023e-05,0.0,0.5557819908462727
4694,5.8645474484010925e-05,5.8645474484010925e-05,0.0,0.5557233453717887
4695,5.8639277280457674e-05,5.8639277280457674e-05,0.0,0.5556647060945081
4696,5.863308071796423e-05,5.863308071796423e-05,0.0,0.5556060730137902
4697,5.8626884796693334e-05,5.8626884796693334e-05,0.0,0.5555474461289934
4698,5.862068951680666e-05,5.862068951680666e-05,0.0,0.5554888254394765
4699,5.8614494878464845e-05,5.8614494878464845e-05,0.0,0.5554302109445981
4700,5.860830088182748e-05,5.860830088182748e-05,0.0,0.5553716026437163
4701,5.860210752705312e-05,5.860210752705312e-05,0.0,0.5553130005361893
4702,5.859591481429924e-05,5.859591481429924e-05,0.0,0.5552544046213748
4703,5.858972274372236e-05,5.858972274372236e-05,0.0,0.555195814898631
4704,5.858353131547783e-05,5.858353131547783e-05,0.0,0.5551372313673155
4705,5.857734052972013e-05,5.857734052972013e-05,0.0,0.5550786540267858
4706,5.857115038660254e-05,5.857115038660254e-05,0.0,0.5550200828763991
4707,5.856496088627745e-05,5.856496088627745e-05,0.0,0.5549615179155128
4708,5.8558772028896125e-05,5.8558772028896125e-05,0.0,0.554902959143484
4709,5.8552583814608844e-05,5.8552583814608844e-05,0.0,0.5548444065596694
4710,5.854639624356483e-05,5.854639624356483e-05,0.0,0.5547858601634258
4711,5.854020931591232e-05,5.854020931591232e-05,0.0,0.5547273199541098
4712,5.853402303179851e-05,5.853402303179851e-05,0.0,0.554668785931078
4713,5.852783739136955e-05,5.852783739136955e-05,0.0,0.5546102580936867
4714,5.85216523947706e-05,5.85216523947706e-05,0.0,0.5545517364412919
4715,5.851546804214582e-05,5.851546804214582e-05,0.0,0.5544932209732497
4716,5.850928433363829e-05,5.850928433363829e-05,0.0,0.5544347116889161
4717,5.8503101269390164e-05,5.8503101269390164e-05,0.0,0.5543762085876466
4718,5.849691884954251e-05,5.849691884954251e-05,0.0,0.5543177116687971
4719,5.849073707423541e-05,5.849073707423541e-05,0.0,0.5542592209317228
4720,5.848455594360797e-05,5.848455594360797e-05,0.0,0.5542007363757792
4721,5.847837545779824e-05,5.847837545779824e-05,0.0,0.5541422580003214
4722,5.84721956169433e-05,5.84721956169433e-05,0.0,0.5540837858047044
4723,5.8466016421179194e-05,5.8466016421179194e-05,0.0,0.5540253197882831
4724,5.845983787064102e-05,5.845983787064102e-05,0.0,0.5539668599504124
4725,5.845365996546283e-05,5.845365996546283e-05,0.0,0.5539084062904469
4726,5.844748270577771e-05,5.844748270577771e-05,0.0,0.5538499588077411
4727,5.844130609171771e-05,5.844130609171771e-05,0.0,0.5537915175016492
4728,5.8435130123413975e-05,5.8435130123413975e-05,0.0,0.5537330823715259
4729,5.8428954800996544e-05,5.8428954800996544e-05,0.0,0.5536746534167248
4730,5.8422780124594546e-05,5.8422780124594546e-05,0.0,0.5536162306366001
4731,5.8416606094336115e-05,5.8416606094336115e-05,0.0,0.5535578140305059
4732,5.841043271034838e-05,5.841043271034838e-05,0.0,0.5534994035977954
4733,5.84042599727575e-05,5.84042599727575e-05,0.0,0.5534409993378226
4734,5.8398087881688653e-05,5.8398087881688653e-05,0.0,0.553382601249941
4735,5.839191643726604e-05,5.839191643726604e-05,0.0,0.5533242093335037
4736,5.8385745639612856e-05,5.8385745639612856e-05,0.0,0.5532658235878639
4737,5.8379575488851395e-05,5.8379575488851395e-05,0.0,0.5532074440123751
4738,5.837340598510291e-05,5.837340598510291e-05,0.0,0.55314907060639
4739,5.836723712848771e-05,5.836723712848771e-05,0.0,0.5530907033692615
4740,5.8361068919125126e-05,5.8361068919125126e-05,0.0,0.5530323423003423
4741,5.835490135713355e-05,5.835490135713355e-05,0.0,0.5529739873989852
4742,5.834873444263039e-05,5.834873444263039e-05,0.0,0.5529156386645425
4743,5.8342568175732074e-05,5.8342568175732074e-05,0.0,0.5528572960963668
4744,5.833640255655411e-05,5.833640255655411e-05,0.0,0.5527989596938102
4745,5.8330237585211005e-05,5.8330237585211005e-05,0.0,0.5527406294562249
4746,5.832407326181636e-05,5.832407326181636e-05,0.0,0.552682305382963
4747,5.831790958648279e-05,5.831790958648279e-05,0.0,0.5526239874733766
4748,5.8311746559321956e-05,5.8311746559321956e-05,0.0,0.5525656757268173
4749,5.830558418044458e-05,5.830558418044458e-05,0.0,0.5525073701426367
4750,5.8299422449960456e-05,5.8299422449960456e-05,0.0,0.5524490707201868
4751,5.82932613679784e-05,5.82932613679784e-05,0.0,0.5523907774588188
4752,5.82871009346063e-05,5.82871009346063e-05,0.0,0.5523324903578841
4753,5.82809411499511e-05,5.82809411499511e-05,0.0,0.5522742094167342
4754,5.827478201411882e-05,5.827478201411882e-05,0.0,0.5522159346347201
4755,5.82686235272145e-05,5.82686235272145e-05,0.0,0.5521576660111929
4756,5.826246568934232e-05,5.826246568934232e-05,0.0,0.5520994035455036
4757,5.825630850060544e-05,5.825630850060544e-05,0.0,0.5520411472370029
4758,5.825015196110617e-05,5.825015196110617e-05,0.0,0.5519828970850418
4759,5.824399607094584e-05,5.824399607094584e-05,0.0,0.5519246530889709
4760,5.8237840830224875e-05,5.8237840830224875e-05,0.0,0.5518664152481406
4761,5.8231686239042756e-05,5.8231686239042756e-05,0.0,0.5518081835619014
4762,5.8225532297498084e-05,5.8225532297498084e-05,0.0,0.5517499580296039
4763,5.821937900568851e-05,5.821937900568851e-05,0.0,0.5516917386505982
4764,5.821322636371075e-05,5.821322636371075e-05,0.0,0.5516335254242345
