t,f_any,f_m1_first,f_m2_first,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
4,0.0,0.0,0.0,1.0
5,0.0,0.0,0.0,1.0
6,0.0,0.0,0.0,1.0
7,0.0005131452818,0.0005131452818,0.0,0.9994868547182
8,0.00019499520708399988,0.00019499520708399988,0.0,0.999291859511116
9,0.0008894917704848199,0.0008894917704848199,0.0,0.9984023677406312
10,0.0005969467886824053,0.0005969467886824053,0.0,0.9978054209519488
11,0.001162197570925628,0.001162197570925628,0.0,0.9966432233810231
12,0.001035441076507793,0.001035441076507793,0.0,0.9956077823045153
13,0.0014437838255437674,0.0014437838255437674,0.0,0.9941639984789715
14,0.0014557207902865124,0.0014557207902865124,0.0,0.992708277688685
15,0.0017549359840152334,0.0017549359840152334,0.0,0.9909533417046696
16,0.0018468271544257778,0.0018468271544257778,0.0,0.9891065145502439
17,0.0020789884028655486,0.0020789884028655486,0.0,0.9870275261473783
18,0.002206134720322356,0.002206134720322356,0.0,0.9848213914270558
19,0.0023960300567170026,0.0023960300567170026,0.0,0.9824253613703389
20,0.0025319062711445925,0.0025319062711445925,0.0,0.9798934550991942
21,0.002692270220465798,0.002692270220465798,0.0,0.9772011848787283
22,0.0028229968745816913,0.0028229968745816913,0.0,0.9743781880041467
23,0.002960179327204283,0.002960179327204283,0.0,0.9714180086769424
24,0.003079228392670495,0.003079228392670495,0.0,0.9683387802842719
25,0.003196619641457056,0.003196619641457056,0.0,0.9651421606428149
26,0.0033014038574431586,0.0033014038574431586,0.0,0.9618407567853717
27,0.0034011393069615665,0.0034011393069615665,0.0,0.9584396174784101
28,0.0034910906491120042,0.0034910906491120042,0.0,0.954948526829298
29,0.003574807133733295,0.003574807133733295,0.0,0.9513737196955647
30,0.0036503560707329126,0.0036503560707329126,0.0,0.9477233636248318
31,0.0037194943652681207,0.0037194943652681207,0.0,0.9440038692595636
32,0.0037815411360549826,0.0037815411360549826,0.0,0.9402223281235086
33,0.0038374508353639864,0.0038374508353639864,0.0,0.9363848772881446
34,0.0038870935757857657,0.0038870935757857657,0.0,0.9324977837123587
35,0.003931059591702079,0.003931059591702079,0.0,0.9285667241206566
36,0.003969454302448387,0.003969454302448387,0.0,0.9245972698182081
37,0.004002696403963844,0.004002696403963844,0.0,0.9205945734142442
38,0.004030984665577889,0.004030984665577889,0.0,0.9165635887486663
39,0.004054650567783034,0.004054650567783034,0.0,0.9125089381808832
40,0.004073922558323496,0.004073922558323496,0.0,0.9084350156225597
41,0.004089081823212878,0.004089081823212878,0.0,0.9043459337993468
42,0.004100358163149413,0.004100358163149413,0.0,0.9002455756361973
43,0.00410799886063613,0.00410799886063613,0.0,0.8961375767755612
44,0.004112222782709441,0.004112222782709441,0.0,0.8920253539928517
45,0.004113250920483727,0.004113250920483727,0.0,0.8879121030723679
46,0.0041112862554258355,0.0041112862554258355,0.0,0.883800816816942
47,0.004106527407374631,0.004106527407374631,0.0,0.8796942894095674
48,0.004099159906045624,0.004099159906045624,0.0,0.8755951295035218
49,0.0040893623979814785,0.0040893623979814785,0.0,0.8715057671055403
50,0.004077302969144606,0.004077302969144606,1.3896789365809897e-22,0.8674284641363956
51,0.0040631420728712555,0.0040631420728712555,2.320763824090252e-22,0.8633653220635242
52,0.004047031088306051,0.004047031088306051,1.9099268850894388e-21,0.8593182909752182
53,0.004029113799914149,0.004029113799914149,3.5203026642327764e-21,0.8552891771753041
54,0.004009525942070662,0.004009525942070662,1.4561177069517397e-20,0.8512796512332333
55,0.003988396033728869,0.003988396033728869,2.799134920542464e-20,0.8472912551995044
56,0.003965845352903129,0.003965845352903129,8.130652674153505e-20,0.8433254098466013
57,0.003941988478350837,0.003941988478350837,1.5665497603118123e-19,0.8393834213682503
