t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,4,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,10,nan,nan,nan,nan,nan,nan
12,8,nan,nan,nan,nan,nan,nan
13,11,nan,nan,nan,nan,nan,nan
14,9,nan,nan,nan,nan,nan,nan
15,13,nan,nan,nan,nan,nan,nan
16,19,nan,nan,nan,nan,nan,nan
17,20,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,17,nan,nan,nan,nan,nan,nan
20,14,nan,nan,nan,nan,nan,nan
21,18,nan,nan,nan,nan,nan,nan
22,27,nan,nan,nan,nan,nan,nan
23,22,nan,nan,nan,nan,nan,nan
24,16,nan,nan,nan,nan,nan,nan
25,17,nan,nan,nan,nan,nan,nan
26,19,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,28,nan,nan,nan,nan,nan,nan
29,24,nan,nan,nan,nan,nan,nan
30,33,nan,nan,nan,nan,nan,nan
31,32,nan,nan,nan,nan,nan,nan
32,32,nan,nan,nan,nan,nan,nan
33,30,nan,nan,nan,nan,nan,nan
34,19,nan,nan,nan,nan,nan,nan
35,23,nan,nan,nan,nan,nan,nan
36,34,nan,nan,nan,nan,nan,nan
37,29,nan,nan,nan,nan,nan,nan
38,29,nan,nan,nan,nan,nan,nan
39,27,nan,nan,nan,nan,nan,nan
40,30,nan,nan,nan,nan,nan,nan
41,19,nan,nan,nan,nan,nan,nan
42,11,nan,nan,nan,nan,nan,nan
43,29,nan,nan,nan,nan,nan,nan
44,22,nan,nan,nan,nan,nan,nan
45,23,nan,nan,nan,nan,nan,nan
46,33,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,23,nan,nan,nan,nan,nan,nan
49,42,nan,nan,nan,nan,nan,nan
50,28,nan,nan,nan,nan,nan,nan
51,31,nan,nan,nan,nan,nan,nan
52,27,nan,nan,nan,nan,nan,nan
53,28,nan,nan,nan,nan,nan,nan
54,22,nan,nan,nan,nan,nan,nan
55,28,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,33,nan,nan,nan,nan,nan,nan
58,33,nan,nan,nan,nan,nan,nan
59,21,nan,nan,nan,nan,nan,nan
60,24,nan,nan,nan,nan,nan,nan
61,28,nan,nan,nan,nan,nan,nan
