window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,464,0.00232,1.0,0.34698275862068967,0.0,1.0,0.0,0.6530172413793104,0.25862068965517243,0.08836206896551724,0.0,0.6530172413793104,0.0,0.34698275862068967,0.0,1.0,0.0,0.9917886737733455,1.0,0.3050866199206258,0.39139184629529
valley,464,0.00232,0.9331896551724138,0.34913793103448276,0.0668103448275862,0.9331896551724138,0.0,0.6508620689655172,0.2349137931034483,0.11422413793103449,0.05172413793103448,0.5991379310344828,0.015086206896551725,0.33405172413793105,0.0,1.0,0.0,0.9067284025837625,0.9525367846077999,0.30716234111660523,0.39359107627936807
peak2,5717,0.028585,0.03778205352457582,0.2576526150078713,0.9622179464754241,0.03778205352457582,0.0,0.7423473849921287,0.16267273045303482,0.09497988455483646,0.7173342662235438,0.025013118768584922,0.24488368025188037,0.012768934755990904,0.0,1.0,0.0,0.03314180295760671,0.043043071659442635,0.24648113069181884,0.26914957651042226
other,193355,0.966775,0.04029893201623956,0.28070130071629906,0.9597010679837604,0.04021101083499263,8.792118124692922e-05,0.7192986992837009,0.17302888469395672,0.10767241602234233,0.6951462336117504,0.024152465671950556,0.26455483437201005,0.016146466344289002,0.037155669442664956,0.9628443305573351,0.0,0.039431443194450175,0.041184687265445996,0.2787027915115649,0.2827085238528731
