window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,924,0.00462,1.0,0.30303030303030304,0.0,1.0,0.0,0.696969696969697,0.22943722943722944,0.0735930735930736,0.0,0.696969696969697,0.0,0.30303030303030304,0.0,1.0,0.0,0.9958596381106429,0.9999999999999999,0.27426337324967803,0.3334282844643111
valley,940,0.0047,0.9382978723404255,0.3478723404255319,0.06170212765957447,0.9382978723404255,0.0,0.652127659574468,0.24468085106382978,0.10319148936170212,0.05851063829787234,0.5936170212765958,0.0031914893617021275,0.3446808510638298,0.0,1.0,0.0,0.9210599556192205,0.9519678914263008,0.31809857212900633,0.3788844809595627
peak2,5741,0.028705,0.07002264413865181,0.2748650060964989,0.9299773558613482,0.06984845845671486,0.00017418568193694478,0.7251349939035011,0.1700052255704581,0.10485978052604077,0.6833304302386344,0.04180456366486675,0.24664692562271381,0.028218080473785056,0.0,1.0,0.0,0.0637049965129395,0.07691534713587407,0.26346977893608203,0.28656133071191947
other,192395,0.961975,0.07529821461056681,0.285308869773123,0.9247017853894332,0.0749863561942878,0.00031185841627900935,0.714691130226877,0.17591933262298917,0.10938953715013384,0.6692117778528548,0.045479352374022196,0.2554900075365784,0.02981886223654461,0.03799895415722503,0.962001045842775,0.0,0.07412757115464662,0.07648581798542607,0.28329538184748937,0.28733093111259866
