t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,4,nan,nan,nan,nan,nan,nan
9,7,nan,nan,nan,nan,nan,nan
10,2,nan,nan,nan,nan,nan,nan
11,7,nan,nan,nan,nan,nan,nan
12,3,nan,nan,nan,nan,nan,nan
13,7,nan,nan,nan,nan,nan,nan
14,14,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,21,nan,nan,nan,nan,nan,nan
18,22,nan,nan,nan,nan,nan,nan
19,12,nan,nan,nan,nan,nan,nan
20,18,nan,nan,nan,nan,nan,nan
21,12,nan,nan,nan,nan,nan,nan
22,15,nan,nan,nan,nan,nan,nan
23,20,nan,nan,nan,nan,nan,nan
24,25,nan,nan,nan,nan,nan,nan
25,16,nan,nan,nan,nan,nan,nan
26,23,nan,nan,nan,nan,nan,nan
27,20,nan,nan,nan,nan,nan,nan
28,21,nan,nan,nan,nan,nan,nan
29,22,nan,nan,nan,nan,nan,nan
30,24,nan,nan,nan,nan,nan,nan
31,21,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,24,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,24,nan,nan,nan,nan,nan,nan
36,19,nan,nan,nan,nan,nan,nan
37,18,nan,nan,nan,nan,nan,nan
38,21,nan,nan,nan,nan,nan,nan
39,24,nan,nan,nan,nan,nan,nan
40,24,nan,nan,nan,nan,nan,nan
41,29,nan,nan,nan,nan,nan,nan
42,26,nan,nan,nan,nan,nan,nan
43,21,nan,nan,nan,nan,nan,nan
44,30,nan,nan,nan,nan,nan,nan
45,18,nan,nan,nan,nan,nan,nan
46,31,nan,nan,nan,nan,nan,nan
47,32,nan,nan,nan,nan,nan,nan
48,32,nan,nan,nan,nan,nan,nan
49,22,nan,nan,nan,nan,nan,nan
50,29,nan,nan,nan,nan,nan,nan
51,29,nan,nan,nan,nan,nan,nan
52,34,nan,nan,nan,nan,nan,nan
53,18,nan,nan,nan,nan,nan,nan
54,20,nan,nan,nan,nan,nan,nan
55,32,nan,nan,nan,nan,nan,nan
56,28,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,29,nan,nan,nan,nan,nan,nan
59,31,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,26,nan,nan,nan,nan,nan,nan
