t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan,nan
9,3,nan,nan,nan,nan,nan,nan
10,2,nan,nan,nan,nan,nan,nan
11,1,nan,nan,nan,nan,nan,nan
12,10,nan,nan,nan,nan,nan,nan
13,9,nan,nan,nan,nan,nan,nan
14,13,nan,nan,nan,nan,nan,nan
15,8,nan,nan,nan,nan,nan,nan
16,7,nan,nan,nan,nan,nan,nan
17,14,nan,nan,nan,nan,nan,nan
18,10,nan,nan,nan,nan,nan,nan
19,14,nan,nan,nan,nan,nan,nan
20,17,nan,nan,nan,nan,nan,nan
21,18,nan,nan,nan,nan,nan,nan
22,15,nan,nan,nan,nan,nan,nan
23,21,nan,nan,nan,nan,nan,nan
24,33,nan,nan,nan,nan,nan,nan
25,20,nan,nan,nan,nan,nan,nan
26,37,nan,nan,nan,nan,nan,nan
27,28,nan,nan,nan,nan,nan,nan
28,17,nan,nan,nan,nan,nan,nan
29,17,nan,nan,nan,nan,nan,nan
30,23,nan,nan,nan,nan,nan,nan
31,23,nan,nan,nan,nan,nan,nan
32,29,nan,nan,nan,nan,nan,nan
33,29,nan,nan,nan,nan,nan,nan
34,18,nan,nan,nan,nan,nan,nan
35,29,nan,nan,nan,nan,nan,nan
36,27,nan,nan,nan,nan,nan,nan
37,33,nan,nan,nan,nan,nan,nan
38,38,nan,nan,nan,nan,nan,nan
39,26,nan,nan,nan,nan,nan,nan
40,20,nan,nan,nan,nan,nan,nan
41,17,nan,nan,nan,nan,nan,nan
42,28,nan,nan,nan,nan,nan,nan
43,23,nan,nan,nan,nan,nan,nan
44,31,nan,nan,nan,nan,nan,nan
45,16,nan,nan,nan,nan,nan,nan
46,22,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,25,nan,nan,nan,nan,nan,nan
49,25,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,34,nan,nan,nan,nan,nan,nan
52,24,nan,nan,nan,nan,nan,nan
53,24,nan,nan,nan,nan,nan,nan
54,23,nan,nan,nan,nan,nan,nan
55,20,nan,nan,nan,nan,nan,nan
56,29,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,19,nan,nan,nan,nan,nan,nan
59,29,nan,nan,nan,nan,nan,nan
60,22,nan,nan,nan,nan,nan,nan
61,30,nan,nan,nan,nan,nan,nan
