dst,t1,h1,t2,h2,h2_over_h1,delta,window_lo,window_hi,n_walkers,n_in_window,frac_in_window,frac_no,frac_one,frac_multi
51,14,0.003454833605892491,101,0.0023412049220434285,0.677660689085089,4,97,105,120,3,0.025,0.0,1.0,0.0
