kappa,t,smoothed_f,phase,t_peak1,t_valley,t_peak2
0.0152,878,0.00011628146985288936,1,534,1626,1968
0.0152,879,0.0001160391621750617,1,534,1626,1968
0.0152,880,0.00011579782188360772,1,534,1626,1968
0.0152,881,0.0001155574477026298,1,534,1626,1968
0.0152,882,0.0001153180383241243,1,534,1626,1968
0.0152,883,0.00011507959240846763,1,534,1626,1968
0.0152,884,0.00011484210858489801,1,534,1626,1968
0.0152,885,0.00011460558545199323,1,534,1626,1968
0.0152,886,0.00011437002157814394,1,534,1626,1968
0.0152,887,0.00011413541550202305,1,534,1626,1968
0.0152,888,0.0001139017657330509,1,534,1626,1968
0.0152,889,0.00011366907075185625,1,534,1626,1968
0.0152,890,0.00011343732901073334,1,534,1626,1968
0.0152,891,0.00011320653893409458,1,534,1626,1968
0.0152,892,0.00011297669891891955,1,534,1626,1968
0.0152,893,0.00011274780733519964,1,534,1626,1968
0.0152,894,0.00011251986252637886,1,534,1626,1968
0.0152,895,0.0001122928628097906,1,534,1626,1968
0.0152,896,0.00011206680647709038,1,534,1626,1968
0.0152,897,0.00011184169179468468,1,534,1626,1968
0.0152,898,0.00011161751700415573,1,534,1626,1968
0.0152,899,0.00011139428032268261,1,534,1626,1968
0.0152,900,0.00011117197994345822,1,534,1626,1968
0.0152,901,0.00011095061403610243,1,534,1626,1968
0.0152,902,0.00011073018074707149,1,534,1626,1968
0.0152,903,0.00011051067820006342,1,534,1626,1968
0.0152,904,0.00011029210449641974,1,534,1626,1968
0.0152,905,0.00011007445771552331,1,534,1626,1968
0.0152,906,0.00010985773591519243,1,534,1626,1968
0.0152,907,0.00010964193713207122,1,534,1626,1968
0.0152,908,0.0001094270593820162,1,534,1626,1968
0.0152,909,0.00010921310066047918,1,534,1626,1968
0.0152,910,0.0001090000589428865,1,534,1626,1968
0.0152,911,0.00010878793218501455,1,534,1626,1968
0.0152,912,0.00010857671832336166,1,534,1626,1968
0.0152,913,0.0001083664152755164,1,534,1626,1968
0.0152,914,0.00010815702094052224,1,534,1626,1968
0.0152,915,0.00010794853319923856,1,534,1626,1968
0.0152,916,0.00010774094991469829,1,534,1626,1968
0.0152,917,0.00010753426893246171,1,534,1626,1968
0.0152,918,0.00010732848808096714,1,534,1626,1968
0.0152,919,0.00010712360517187765,1,534,1626,1968
0.0152,920,0.00010691961800042473,1,534,1626,1968
0.0152,921,0.00010671652434574823,1,534,1626,1968
0.0152,922,0.00010651432197123294,1,534,1626,1968
0.0152,923,0.0001063130086248418,1,534,1626,1968
0.0152,924,0.00010611258203944572,1,534,1626,1968
0.0152,925,0.00010591303993314991,1,534,1626,1968
0.0152,926,0.00010571438000961707,1,534,1626,1968
0.0152,927,0.00010551659995838698,1,534,1626,1968
0.0152,928,0.00010531969745519311,1,534,1626,1968
0.0152,929,0.00010512367016227565,1,534,1626,1968
0.0152,930,0.00010492851572869149,1,534,1626,1968
0.0152,931,0.0001047342317906208,1,534,1626,1968
0.0152,932,0.00010454081597167048,1,534,1626,1968
0.0152,933,0.00010434826588317448,1,534,1626,1968
0.0152,934,0.00010415657912449074,1,534,1626,1968
0.0152,935,0.00010396575328329518,1,534,1626,1968
0.0152,936,0.00010377578593587246,1,534,1626,1968
0.0152,937,0.00010358667464740357,1,534,1626,1968
0.0152,938,0.0001033984169722505,1,534,1626,1968
0.0152,939,0.00010321101045423767,1,534,1626,1968
0.0152,940,0.00010302445262693042,1,534,1626,1968
0.0152,941,0.00010283874101391038,1,534,1626,1968
0.0152,942,0.00010265387312904794,1,534,1626,1968
0.0152,943,0.00010246984647677165,1,534,1626,1968
0.0152,944,0.0001022866585523347,1,534,1626,1968
0.0152,945,0.00010210430684207845,1,534,1626,1968
0.0152,946,0.00010192278882369297,1,534,1626,1968
0.0152,947,0.00010174210196647483,1,534,1626,1968
0.0152,948,0.00010156224373158186,1,534,1626,1968
0.0152,949,0.00010138321157228512,1,534,1626,1968
0.0152,950,0.00010120500293421802,1,534,1626,1968
0.0152,951,0.0001010276152556226,1,534,1626,1968
0.0152,952,0.00010085104596759311,1,534,1626,1968
0.0152,953,0.0001006752924943166,1,534,1626,1968
0.0152,954,0.00010050035225331102,1,534,1626,1968
0.0152,955,0.00010032622265566038,1,534,1626,1968
0.0152,956,0.00010015290110624729,1,534,1626,1968
0.0152,957,9.998038500398276e-05,1,534,1626,1968
0.0152,958,9.980867174203338e-05,1,534,1626,1968
0.0152,959,9.963775870804579e-05,1,534,1626,1968
0.0152,960,9.946764328436851e-05,1,534,1626,1968
0.0152,961,9.929832284827123e-05,1,534,1626,1968
0.0152,962,9.912979477216143e-05,1,534,1626,1968
0.0152,963,9.896205642379846e-05,1,534,1626,1968
0.0152,964,9.879510516650499e-05,1,534,1626,1968
0.0152,965,9.862893835937607e-05,1,534,1626,1968
0.0152,966,9.846355335748563e-05,1,534,1626,1968
0.0152,967,9.82989475120903e-05,1,534,1626,1968
0.0152,968,9.813511817083103e-05,1,534,1626,1968
0.0152,969,9.797206267793203e-05,1,534,1626,1968
0.0152,970,9.780977837439749e-05,1,534,1626,1968
0.0152,971,9.764826259820562e-05,1,534,1626,1968
0.0152,972,9.748751268450051e-05,1,534,1626,1968
0.0152,973,9.732752596578149e-05,1,534,1626,1968
0.0152,974,9.716829977209025e-05,1,534,1626,1968
0.0152,975,9.700983143119537e-05,1,534,1626,1968
0.0152,976,9.685211826877485e-05,1,534,1626,1968
0.0152,977,9.669515760859612e-05,1,534,1626,1968
0.0152,978,9.653894677269382e-05,1,534,1626,1968
0.0152,979,9.638348308154527e-05,1,534,1626,1968
0.0152,980,9.622876385424383e-05,1,534,1626,1968
0.0152,981,9.607478640866988e-05,1,534,1626,1968
0.0152,982,9.592154806165962e-05,1,534,1626,1968
0.0152,983,9.576904612917178e-05,1,534,1626,1968
0.0152,984,9.561727792645201e-05,1,534,1626,1968
0.0152,985,9.546624076819523e-05,1,534,1626,1968
0.0152,986,9.531593196870572e-05,1,534,1626,1968
0.0152,987,9.516634884205523e-05,1,534,1626,1968
0.0152,988,9.501748870223892e-05,1,534,1626,1968
0.0152,989,9.486934886332915e-05,1,534,1626,1968
0.0152,990,9.472192663962734e-05,1,534,1626,1968
0.0152,991,9.457521934581363e-05,1,534,1626,1968
0.0152,992,9.442922429709462e-05,1,534,1626,1968
0.0152,993,9.428393880934911e-05,1,534,1626,1968
0.0152,994,9.41393601992717e-05,1,534,1626,1968
0.0152,995,9.399548578451458e-05,1,534,1626,1968
0.0152,996,9.385231288382719e-05,1,534,1626,1968
0.0152,997,9.370983881719407e-05,1,534,1626,1968
0.0152,998,9.356806090597079e-05,1,534,1626,1968
0.0152,999,9.34269764730178e-05,1,534,1626,1968
0.0152,1000,9.328658284283255e-05,1,534,1626,1968
0.0152,1001,9.314687734167967e-05,1,534,1626,1968
0.0152,1002,9.300785729771932e-05,1,534,1626,1968
0.0152,1003,9.286952004113362e-05,1,534,1626,1968
0.0152,1004,9.27318629042513e-05,1,534,1626,1968
0.0152,1005,9.259488322167054e-05,1,534,1626,1968
0.0152,1006,9.245857833038007e-05,1,534,1626,1968
0.0152,1007,9.232294556987831e-05,1,534,1626,1968
0.0152,1008,9.2187982282291e-05,1,534,1626,1968
0.0152,1009,9.205368581248676e-05,1,534,1626,1968
0.0152,1010,9.19200535081913e-05,1,534,1626,1968
0.0152,1011,9.178708272009956e-05,1,534,1626,1968
0.0152,1012,9.16547708019864e-05,1,534,1626,1968
0.0152,1013,9.152311511081541e-05,1,534,1626,1968
0.0152,1014,9.139211300684625e-05,1,534,1626,1968
0.0152,1015,9.126176185374015e-05,1,534,1626,1968
0.0152,1016,9.113205901866382e-05,1,534,1626,1968
0.0152,1017,9.100300187239191e-05,1,534,1626,1968
0.0152,1018,9.08745877894076e-05,1,534,1626,1968
0.0152,1019,9.074681414800166e-05,1,534,1626,1968
0.0152,1020,9.061967833037009e-05,1,534,1626,1968
0.0152,1021,9.049317772271005e-05,1,534,1626,1968
0.0152,1022,9.036730971531425e-05,1,534,1626,1968
0.0152,1023,9.024207170266389e-05,1,534,1626,1968
0.0152,1024,9.011746108351985e-05,1,534,1626,1968
0.0152,1025,8.99934752610128e-05,1,534,1626,1968
0.0152,1026,8.98701116427313e-05,1,534,1626,1968
0.0152,1027,8.97473676408089e-05,1,534,1626,1968
0.0152,1028,8.962524067200935e-05,1,534,1626,1968
0.0152,1029,8.950372815781071e-05,1,534,1626,1968
0.0152,1030,8.938282752448785e-05,1,534,1626,1968
0.0152,1031,8.92625362031935e-05,1,534,1626,1968
0.0152,1032,8.914285163003802e-05,1,534,1626,1968
0.0152,1033,8.902377124616766e-05,1,534,1626,1968
0.0152,1034,8.890529249784146e-05,1,534,1626,1968
0.0152,1035,8.878741283650691e-05,1,534,1626,1968
0.0152,1036,8.867012971887402e-05,1,534,1626,1968
0.0152,1037,8.855344060698826e-05,1,534,1626,1968
0.0152,1038,8.843734296830207e-05,1,534,1626,1968
0.0152,1039,8.832183427574508e-05,1,534,1626,1968
0.0152,1040,8.8206912007793e-05,1,534,1626,1968
0.0152,1041,8.80925736485353e-05,1,534,1626,1968
0.0152,1042,8.797881668774151e-05,1,534,1626,1968
0.0152,1043,8.786563862092634e-05,1,534,1626,1968
0.0152,1044,8.775303694941352e-05,1,534,1626,1968
0.0152,1045,8.764100918039841e-05,1,534,1626,1968
0.0152,1046,8.752955282700932e-05,1,534,1626,1968
0.0152,1047,8.74186654083677e-05,1,534,1626,1968
0.0152,1048,8.730834444964719e-05,1,534,1626,1968
0.0152,1049,8.719858748213123e-05,1,534,1626,1968
0.0152,1050,8.708939204326983e-05,1,534,1626,1968
0.0152,1051,8.698075567673486e-05,1,534,1626,1968
0.0152,1052,8.687267593247448e-05,1,534,1626,1968
0.0152,1053,8.676515036676613e-05,1,534,1626,1968
0.0152,1054,8.665817654226865e-05,1,534,1626,1968
0.0152,1055,8.655175202807319e-05,1,534,1626,1968
0.0152,1056,8.644587439975292e-05,1,534,1626,1968
0.0152,1057,8.634054123941183e-05,1,534,1626,1968
0.0152,1058,8.623575013573223e-05,1,534,1626,1968
0.0152,1059,8.613149868402145e-05,1,534,1626,1968
0.0152,1060,8.602778448625721e-05,1,534,1626,1968
0.0152,1061,8.592460515113214e-05,1,534,1626,1968
0.0152,1062,8.582195829409714e-05,1,534,1626,1968
0.0152,1063,8.571984153740379e-05,1,534,1626,1968
0.0152,1064,8.561825251014572e-05,1,534,1626,1968
0.0152,1065,8.551718884829895e-05,1,534,1626,1968
0.0152,1066,8.541664819476128e-05,1,534,1626,1968
0.0152,1067,8.531662819939068e-05,1,534,1626,1968
0.0152,1068,8.521712651904271e-05,1,534,1626,1968
0.0152,1069,8.511814081760699e-05,1,534,1626,1968
0.0152,1070,8.501966876604269e-05,1,534,1626,1968
0.0152,1071,8.492170804241307e-05,1,534,1626,1968
0.0152,1072,8.482425633191918e-05,1,534,1626,1968
0.0152,1073,8.472731132693257e-05,1,534,1626,1968
0.0152,1074,8.463087072702704e-05,1,534,1626,1968
0.0152,1075,8.453493223900962e-05,1,534,1626,1968
0.0152,1076,8.443949357695057e-05,1,534,1626,1968
0.0152,1077,8.434455246221254e-05,1,534,1626,1968
0.0152,1078,8.425010662347879e-05,1,534,1626,1968
0.0152,1079,8.415615379678065e-05,1,534,1626,1968
0.0152,1080,8.406269172552412e-05,1,534,1626,1968
0.0152,1081,8.396971816051551e-05,1,534,1626,1968
0.0152,1082,8.387723085998642e-05,1,534,1626,1968
0.0152,1083,8.378522758961779e-05,1,534,1626,1968
0.0152,1084,8.36937061225631e-05,1,534,1626,1968
0.0152,1085,8.360266423947094e-05,1,534,1626,1968
0.0152,1086,8.351209972850658e-05,1,534,1626,1968
0.0152,1087,8.342201038537297e-05,1,534,1626,1968
0.0152,1088,8.333239401333073e-05,1,534,1626,1968
0.0152,1089,8.324324842321759e-05,1,534,1626,1968
0.0152,1090,8.31545714334669e-05,1,534,1626,1968
0.0152,1091,8.306636087012555e-05,1,534,1626,1968
0.0152,1092,8.297861456687103e-05,1,534,1626,1968
0.0152,1093,8.28913303650278e-05,1,534,1626,1968
0.0152,1094,8.280450611358296e-05,1,534,1626,1968
0.0152,1095,8.271813966920122e-05,1,534,1626,1968
0.0152,1096,8.263222889623906e-05,1,534,1626,1968
0.0152,1097,8.25467716667583e-05,1,534,1626,1968
0.0152,1098,8.246176586053904e-05,1,534,1626,1968
0.0152,1099,8.237720936509172e-05,1,534,1626,1968
0.0152,1100,8.229310007566864e-05,1,534,1626,1968
0.0152,1101,8.220943589527488e-05,1,534,1626,1968
0.0152,1102,8.212621473467841e-05,1,534,1626,1968
0.0152,1103,8.204343451241967e-05,1,534,1626,1968
0.0152,1104,8.196109315482048e-05,1,534,1626,1968
0.0152,1105,8.187918859599229e-05,1,534,1626,1968
0.0152,1106,8.179771877784383e-05,1,534,1626,1968
0.0152,1107,8.171668165008818e-05,1,534,1626,1968
0.0152,1108,8.163607517024919e-05,1,534,1626,1968
0.0152,1109,8.155589730366732e-05,1,534,1626,1968
0.0152,1110,8.147614602350483e-05,1,534,1626,1968
0.0152,1111,8.139681931075049e-05,1,534,1626,1968
0.0152,1112,8.131791515422365e-05,1,534,1626,1968
0.0152,1113,8.12394315505778e-05,1,534,1626,1968
0.0152,1114,8.11613665043034e-05,1,534,1626,1968
0.0152,1115,8.108371802773041e-05,1,534,1626,1968
0.0152,1116,8.100648414103004e-05,1,534,1626,1968
0.0152,1117,8.092966287221613e-05,1,534,1626,1968
0.0152,1118,8.085325225714592e-05,1,534,1626,1968
0.0152,1119,8.077725033952025e-05,1,534,1626,1968
0.0152,1120,8.070165517088336e-05,1,534,1626,1968
0.0152,1121,8.062646481062208e-05,1,534,1626,1968
0.0152,1122,8.055167732596453e-05,1,534,1626,1968
0.0152,1123,8.047729079197844e-05,1,534,1626,1968
0.0152,1124,8.040330329156872e-05,1,534,1626,1968
0.0152,1125,8.032971291547485e-05,1,534,1626,1968
0.0152,1126,8.025651776226759e-05,1,534,1626,1968
0.0152,1127,8.018371593834527e-05,1,534,1626,1968
0.0152,1128,8.011130555792965e-05,1,534,1626,1968
0.0152,1129,8.003928474306124e-05,1,534,1626,1968
0.0152,1130,7.99676516235943e-05,1,534,1626,1968
0.0152,1131,7.989640433719131e-05,1,534,1626,1968
0.0152,1132,7.982554102931694e-05,1,534,1626,1968
0.0152,1133,7.97550598532317e-05,1,534,1626,1968
0.0152,1134,7.968495896998513e-05,1,534,1626,1968
0.0152,1135,7.961523654840858e-05,1,534,1626,1968
0.0152,1136,7.95458907651075e-05,1,534,1626,1968
0.0152,1137,7.947691980445344e-05,1,534,1626,1968
0.0152,1138,7.94083218585755e-05,1,534,1626,1968
0.0152,1139,7.934009512735158e-05,1,534,1626,1968
0.0152,1140,7.927223781839906e-05,1,534,1626,1968
0.0152,1141,7.920474814706518e-05,1,534,1626,1968
0.0152,1142,7.913762433641704e-05,1,534,1626,1968
0.0152,1143,7.907086461723119e-05,1,534,1626,1968
0.0152,1144,7.90044672279829e-05,1,534,1626,1968
0.0152,1145,7.893843041483503e-05,1,534,1626,1968
0.0152,1146,7.88727524316266e-05,1,534,1626,1968
0.0152,1147,7.880743153986087e-05,1,534,1626,1968
0.0152,1148,7.874246600869333e-05,1,534,1626,1968
0.0152,1149,7.8677854114919e-05,1,534,1626,1968
0.0152,1150,7.86135941429598e-05,1,534,1626,1968
0.0152,1151,7.854968438485121e-05,1,534,1626,1968
0.0152,1152,7.848612314022887e-05,1,534,1626,1968
0.0152,1153,7.842290871631472e-05,1,534,1626,1968
0.0152,1154,7.836003942790296e-05,1,534,1626,1968
0.0152,1155,7.829751359734548e-05,1,534,1626,1968
0.0152,1156,7.823532955453728e-05,1,534,1626,1968
0.0152,1157,7.817348563690132e-05,1,534,1626,1968
0.0152,1158,7.811198018937327e-05,1,534,1626,1968
0.0152,1159,7.805081156438579e-05,1,534,1626,1968
0.0152,1160,7.798997812185281e-05,1,534,1626,1968
0.0152,1161,7.79294782291532e-05,1,534,1626,1968
0.0152,1162,7.786931026111438e-05,1,534,1626,1968
0.0152,1163,7.78094725999956e-05,1,534,1626,1968
0.0152,1164,7.774996363547096e-05,1,534,1626,1968
0.0152,1165,7.769078176461219e-05,1,534,1626,1968
0.0152,1166,7.763192539187114e-05,1,534,1626,1968
0.0152,1167,7.757339292906199e-05,1,534,1626,1968
0.0152,1168,7.751518279534335e-05,1,534,1626,1968
0.0152,1169,7.745729341719997e-05,1,534,1626,1968
0.0152,1170,7.739972322842427e-05,1,534,1626,1968
0.0152,1171,7.73424706700977e-05,1,534,1626,1968
0.0152,1172,7.728553419057174e-05,1,534,1626,1968
0.0152,1173,7.72289122454488e-05,1,534,1626,1968
0.0152,1174,7.717260329756287e-05,1,534,1626,1968
0.0152,1175,7.711660581695981e-05,1,534,1626,1968
0.0152,1176,7.706091828087774e-05,1,534,1626,1968
0.0152,1177,7.700553917372692e-05,1,534,1626,1968
0.0152,1178,7.695046698706955e-05,1,534,1626,1968
0.0152,1179,7.689570021959947e-05,1,534,1626,1968
0.0152,1180,7.684123737712142e-05,1,534,1626,1968
0.0152,1181,7.678707697253041e-05,1,534,1626,1968
0.0152,1182,7.673321752579058e-05,1,534,1626,1968
0.0152,1183,7.66796575639142e-05,1,534,1626,1968
0.0152,1184,7.662639562094027e-05,1,534,1626,1968
0.0152,1185,7.657343023791299e-05,1,534,1626,1968
0.0152,1186,7.652075996286017e-05,1,534,1626,1968
0.0152,1187,7.646838335077131e-05,1,534,1626,1968
0.0152,1188,7.641629896357562e-05,1,534,1626,1968
0.0152,1189,7.636450537011983e-05,1,534,1626,1968
0.0152,1190,7.631300114614596e-05,1,534,1626,1968
0.0152,1191,7.626178487426873e-05,1,534,1626,1968
0.0152,1192,7.621085514395302e-05,1,534,1626,1968
0.0152,1193,7.616021055149107e-05,1,534,1626,1968
0.0152,1194,7.610984969997957e-05,1,534,1626,1968
0.0152,1195,7.605977119929667e-05,1,534,1626,1968
0.0152,1196,7.600997366607871e-05,1,534,1626,1968
0.0152,1197,7.596045572369698e-05,1,534,1626,1968
0.0152,1198,7.591121600223429e-05,1,534,1626,1968
0.0152,1199,7.586225313846131e-05,1,534,1626,1968
0.0152,1200,7.581356577581307e-05,1,534,1626,1968
0.0152,1201,7.576515256436493e-05,1,534,1626,1968
0.0152,1202,7.571701216080888e-05,1,534,1626,1968
0.0152,1203,7.566914322842934e-05,1,534,1626,1968
0.0152,1204,7.562154443707916e-05,1,534,1626,1968
0.0152,1205,7.557421446315533e-05,1,534,1626,1968
0.0152,1206,7.552715198957462e-05,1,534,1626,1968
0.0152,1207,7.548035570574916e-05,1,534,1626,1968
0.0152,1208,7.543382430756189e-05,1,534,1626,1968
0.0152,1209,7.5387556497342e-05,1,534,1626,1968
0.0152,1210,7.53415509838401e-05,1,534,1626,1968
0.0152,1211,7.529580648220353e-05,1,534,1626,1968
0.0152,1212,7.525032171395139e-05,1,534,1626,1968
0.0152,1213,7.520509540694966e-05,1,534,1626,1968
0.0152,1214,7.516012629538602e-05,1,534,1626,1968
0.0152,1215,7.511541311974488e-05,1,534,1626,1968
0.0152,1216,7.507095462678207e-05,1,534,1626,1968
0.0152,1217,7.502674956949967e-05,1,534,1626,1968
0.0152,1218,7.498279670712063e-05,1,534,1626,1968
0.0152,1219,7.49390948050633e-05,1,534,1626,1968
0.0152,1220,7.48956426349162e-05,1,534,1626,1968
0.0152,1221,7.485243897441227e-05,1,534,1626,1968
0.0152,1222,7.480948260740342e-05,1,534,1626,1968
0.0152,1223,7.476677232383487e-05,1,534,1626,1968
0.0152,1224,7.472430691971952e-05,1,534,1626,1968
0.0152,1225,7.468208519711214e-05,1,534,1626,1968
0.0152,1226,7.464010596408374e-05,1,534,1626,1968
0.0152,1227,7.459836803469562e-05,1,534,1626,1968
0.0152,1228,7.455687022897355e-05,1,534,1626,1968
0.0152,1229,7.451561137288195e-05,1,534,1626,1968
0.0152,1230,7.447459029829788e-05,1,534,1626,1968
0.0152,1231,7.443380584298512e-05,1,534,1626,1968
0.0152,1232,7.439325685056815e-05,1,534,1626,1968
0.0152,1233,7.435294217050617e-05,1,534,1626,1968
0.0152,1234,7.431286065806701e-05,1,534,1626,1968
0.0152,1235,7.427301117430104e-05,1,534,1626,1968
0.0152,1236,7.423339258601515e-05,1,534,1626,1968
0.0152,1237,7.419400376574652e-05,1,534,1626,1968
0.0152,1238,7.41548435917366e-05,1,534,1626,1968
0.0152,1239,7.411591094790485e-05,1,534,1626,1968
0.0152,1240,7.40772047238227e-05,1,534,1626,1968
0.0152,1241,7.403872381468725e-05,1,534,1626,1968
0.0152,1242,7.400046712129515e-05,1,534,1626,1968
0.0152,1243,7.396243355001637e-05,1,534,1626,1968
0.0152,1244,7.392462201276804e-05,1,534,1626,1968
0.0152,1245,7.388703142698823e-05,1,534,1626,1968
0.0152,1246,7.384966071560971e-05,1,534,1626,1968
0.0152,1247,7.381250880703382e-05,1,534,1626,1968
0.0152,1248,7.377557463510418e-05,1,534,1626,1968
0.0152,1249,7.373885713908053e-05,1,534,1626,1968
0.0152,1250,7.370235526361259e-05,1,534,1626,1968
0.0152,1251,7.366606795871377e-05,1,534,1626,1968
0.0152,1252,7.362999417973505e-05,1,534,1626,1968
0.0152,1253,7.359413288733887e-05,1,534,1626,1968
0.0152,1254,7.355848304747287e-05,1,534,1626,1968
0.0152,1255,7.352304363134383e-05,1,534,1626,1968
0.0152,1256,7.34878136153915e-05,1,534,1626,1968
0.0152,1257,7.34527919812626e-05,1,534,1626,1968
0.0152,1258,7.341797771578457e-05,1,534,1626,1968
0.0152,1259,7.338336981093971e-05,1,534,1626,1968
0.0152,1260,7.334896726383897e-05,1,534,1626,1968
0.0152,1261,7.331476907669604e-05,1,534,1626,1968
0.0152,1262,7.328077425680138e-05,1,534,1626,1968
0.0152,1263,7.324698181649617e-05,1,534,1626,1968
0.0152,1264,7.321339077314647e-05,1,534,1626,1968
0.0152,1265,7.31800001491173e-05,1,534,1626,1968
0.0152,1266,7.314680897174678e-05,1,534,1626,1968
0.0152,1267,7.31138162733203e-05,1,534,1626,1968
0.0152,1268,7.308102109104474e-05,1,534,1626,1968
0.0152,1269,7.304842246702268e-05,1,534,1626,1968
0.0152,1270,7.301601944822675e-05,1,534,1626,1968
0.0152,1271,7.298381108647395e-05,1,534,1626,1968
0.0152,1272,7.295179643839986e-05,1,534,1626,1968
0.0152,1273,7.291997456543334e-05,1,534,1626,1968
0.0152,1274,7.288834453377073e-05,1,534,1626,1968
0.0152,1275,7.285690541435045e-05,1,534,1626,1968
0.0152,1276,7.282565628282757e-05,1,534,1626,1968
0.0152,1277,7.279459621954838e-05,1,534,1626,1968
0.0152,1278,7.276372430952502e-05,1,534,1626,1968
0.0152,1279,7.273303964241016e-05,1,534,1626,1968
0.0152,1280,7.270254131247183e-05,1,534,1626,1968
0.0152,1281,7.267222841856816e-05,1,534,1626,1968
0.0152,1282,7.264210006412219e-05,1,534,1626,1968
0.0152,1283,7.26121553570969e-05,1,534,1626,1968
0.0152,1284,7.258239340997006e-05,1,534,1626,1968
0.0152,1285,7.255281333970939e-05,1,534,1626,1968
0.0152,1286,7.252341426774746e-05,1,534,1626,1968
0.0152,1287,7.249419531995703e-05,1,534,1626,1968
0.0152,1288,7.24651556266261e-05,1,534,1626,1968
0.0152,1289,7.24362943224333e-05,1,534,1626,1968
0.0152,1290,7.240761054642314e-05,1,534,1626,1968
0.0152,1291,7.23791034419814e-05,1,534,1626,1968
0.0152,1292,7.235077215681072e-05,1,534,1626,1968
0.0152,1293,7.232261584290594e-05,1,534,1626,1968
0.0152,1294,7.229463365652983e-05,1,534,1626,1968
0.0152,1295,7.226682475818874e-05,1,534,1626,1968
0.0152,1296,7.223918831260825e-05,1,534,1626,1968
0.0152,1297,7.221172348870909e-05,1,534,1626,1968
0.0152,1298,7.218442945958293e-05,1,534,1626,1968
0.0152,1299,7.215730540246834e-05,1,534,1626,1968
0.0152,1300,7.213035049872686e-05,1,534,1626,1968
0.0152,1301,7.210356393381905e-05,1,534,1626,1968
0.0152,1302,7.207694489728062e-05,1,534,1626,1968
0.0152,1303,7.205049258269882e-05,1,534,1626,1968
0.0152,1304,7.202420618768859e-05,1,534,1626,1968
0.0152,1305,7.199808491386904e-05,1,534,1626,1968
0.0152,1306,7.197212796683993e-05,1,534,1626,1968
0.0152,1307,7.194633455615819e-05,1,534,1626,1968
0.0152,1308,7.192070389531464e-05,1,534,1626,1968
0.0152,1309,7.189523520171057e-05,1,534,1626,1968
0.0152,1310,7.186992769663463e-05,1,534,1626,1968
0.0152,1311,7.18447806052397e-05,1,534,1626,1968
0.0152,1312,7.181979315651982e-05,1,534,1626,1968
0.0152,1313,7.179496458328722e-05,1,534,1626,1968
0.0152,1314,7.177029412214954e-05,1,534,1626,1968
0.0152,1315,7.17457810134869e-05,1,534,1626,1968
0.0152,1316,7.172142450142932e-05,1,534,1626,1968
0.0152,1317,7.169722383383402e-05,1,534,1626,1968
0.0152,1318,7.167317826226296e-05,1,534,1626,1968
0.0152,1319,7.164928704196029e-05,1,534,1626,1968
0.0152,1320,7.16255494318301e-05,1,534,1626,1968
0.0152,1321,7.160196469441414e-05,1,534,1626,1968
0.0152,1322,7.15785320958695e-05,1,534,1626,1968
0.0152,1323,7.155525090594676e-05,1,534,1626,1968
0.0152,1324,7.153212039796774e-05,1,534,1626,1968
0.0152,1325,7.150913984880377e-05,1,534,1626,1968
0.0152,1326,7.148630853885377e-05,1,534,1626,1968
0.0152,1327,7.146362575202255e-05,1,534,1626,1968
0.0152,1328,7.14410907756992e-05,1,534,1626,1968
0.0152,1329,7.141870290073549e-05,1,534,1626,1968
0.0152,1330,7.139646142142446e-05,1,534,1626,1968
0.0152,1331,7.137436563547903e-05,1,534,1626,1968
0.0152,1332,7.135241484401078e-05,1,534,1626,1968
0.0152,1333,7.133060835150872e-05,1,534,1626,1968
0.0152,1334,7.130894546581826e-05,1,534,1626,1968
0.0152,1335,7.128742549812015e-05,1,534,1626,1968
0.0152,1336,7.126604776290975e-05,1,534,1626,1968
0.0152,1337,7.124481157797603e-05,1,534,1626,1968
0.0152,1338,7.122371626438105e-05,1,534,1626,1968
0.0152,1339,7.120276114643929e-05,1,534,1626,1968
0.0152,1340,7.118194555169708e-05,1,534,1626,1968
0.0152,1341,7.116126881091231e-05,1,534,1626,1968
0.0152,1342,7.114073025803408e-05,1,534,1626,1968
0.0152,1343,7.112032923018245e-05,1,534,1626,1968
0.0152,1344,7.110006506762836e-05,1,534,1626,1968
0.0152,1345,7.107993711377363e-05,1,534,1626,1968
0.0152,1346,7.105994471513098e-05,1,534,1626,1968
0.0152,1347,7.104008722130427e-05,1,534,1626,1968
0.0152,1348,7.102036398496879e-05,1,534,1626,1968
0.0152,1349,7.100077436185156e-05,1,534,1626,1968
0.0152,1350,7.098131771071191e-05,1,534,1626,1968
0.0152,1351,7.096199339332198e-05,1,534,1626,1968
0.0152,1352,7.094280077444739e-05,1,534,1626,1968
0.0152,1353,7.092373922182814e-05,1,534,1626,1968
0.0152,1354,7.090480810615932e-05,1,534,1626,1968
0.0152,1355,7.088600680107222e-05,1,534,1626,1968
0.0152,1356,7.086733468311534e-05,1,534,1626,1968
0.0152,1357,7.084879113173557e-05,1,534,1626,1968
0.0152,1358,7.083037552925953e-05,1,534,1626,1968
0.0152,1359,7.081208726087486e-05,1,534,1626,1968
0.0152,1360,7.079392571461183e-05,1,534,1626,1968
0.0152,1361,7.077589028132475e-05,1,534,1626,1968
0.0152,1362,7.075798035467382e-05,1,534,1626,1968
0.0152,1363,7.074019533110684e-05,1,534,1626,1968
0.0152,1364,7.072253460984106e-05,1,534,1626,1968
0.0152,1365,7.07049975928453e-05,1,534,1626,1968
