kappa,t,smoothed_f,phase,t_peak1,t_valley,t_peak2
0.014,1041,8.971231791228612e-05,1,535,1586,2028
0.014,1042,8.959002781544605e-05,1,535,1586,2028
0.014,1043,8.946835564414433e-05,1,535,1586,2028
0.014,1044,8.934729879985972e-05,1,535,1586,2028
0.014,1045,8.922685468969116e-05,1,535,1586,2028
0.014,1046,8.910702072642749e-05,1,535,1586,2028
0.014,1047,8.898779432861546e-05,1,535,1586,2028
0.014,1048,8.886917292062664e-05,1,535,1586,2028
0.014,1049,8.875115393272303e-05,1,535,1586,2028
0.014,1050,8.863373480112144e-05,1,535,1586,2028
0.014,1051,8.851691296805659e-05,1,535,1586,2028
0.014,1052,8.840068588184293e-05,1,535,1586,2028
0.014,1053,8.82850509969354e-05,1,535,1586,2028
0.014,1054,8.817000577398878e-05,1,535,1586,2028
0.014,1055,8.8055547679916e-05,1,535,1586,2028
0.014,1056,8.794167418794514e-05,1,535,1586,2028
0.014,1057,8.782838277767541e-05,1,535,1586,2028
0.014,1058,8.771567093513186e-05,1,535,1586,2028
0.014,1059,8.760353615281887e-05,1,535,1586,2028
0.014,1060,8.749197592977275e-05,1,535,1586,2028
0.014,1061,8.738098777161296e-05,1,535,1586,2028
0.014,1062,8.727056919059236e-05,1,535,1586,2028
0.014,1063,8.716071770564631e-05,1,535,1586,2028
0.014,1064,8.705143084244068e-05,1,535,1586,2028
0.014,1065,8.694270613341882e-05,1,535,1586,2028
0.014,1066,8.683454111784739e-05,1,535,1586,2028
0.014,1067,8.672693334186123e-05,1,535,1586,2028
0.014,1068,8.661988035850705e-05,1,535,1586,2028
0.014,1069,8.651337972778627e-05,1,535,1586,2028
0.014,1070,8.640742901669664e-05,1,535,1586,2028
0.014,1071,8.630202579927298e-05,1,535,1586,2028
0.014,1072,8.619716765662689e-05,1,535,1586,2028
0.014,1073,8.609285217698542e-05,1,535,1586,2028
0.014,1074,8.598907695572882e-05,1,535,1586,2028
0.014,1075,8.588583959542733e-05,1,535,1586,2028
0.014,1076,8.57831377058769e-05,1,535,1586,2028
0.014,1077,8.568096890413407e-05,1,535,1586,2028
0.014,1078,8.557933081454992e-05,1,535,1586,2028
0.014,1079,8.547822106880299e-05,1,535,1586,2028
0.014,1080,8.537763730593141e-05,1,535,1586,2028
0.014,1081,8.527757717236396e-05,1,535,1586,2028
0.014,1082,8.51780383219504e-05,1,535,1586,2028
0.014,1083,8.507901841599081e-05,1,535,1586,2028
0.014,1084,8.498051512326407e-05,1,535,1586,2028
0.014,1085,8.488252612005554e-05,1,535,1586,2028
0.014,1086,8.47850490901837e-05,1,535,1586,2028
0.014,1087,8.468808172502616e-05,1,535,1586,2028
0.014,1088,8.459162172354472e-05,1,535,1586,2028
0.014,1089,8.449566679230956e-05,1,535,1586,2028
0.014,1090,8.44002146455227e-05,1,535,1586,2028
0.014,1091,8.430526300504064e-05,1,535,1586,2028
0.014,1092,8.421080960039605e-05,1,535,1586,2028
0.014,1093,8.411685216881891e-05,1,535,1586,2028
0.014,1094,8.402338845525668e-05,1,535,1586,2028
0.014,1095,8.393041621239372e-05,1,535,1586,2028
0.014,1096,8.383793320067008e-05,1,535,1586,2028
0.014,1097,8.374593718829927e-05,1,535,1586,2028
0.014,1098,8.365442595128562e-05,1,535,1586,2028
0.014,1099,8.35633972734406e-05,1,535,1586,2028
0.014,1100,8.347284894639856e-05,1,535,1586,2028
0.014,1101,8.338277876963176e-05,1,535,1586,2028
0.014,1102,8.329318455046457e-05,1,535,1586,2028
0.014,1103,8.32040641040871e-05,1,535,1586,2028
0.014,1104,8.311541525356806e-05,1,535,1586,2028
0.014,1105,8.302723582986692e-05,1,535,1586,2028
0.014,1106,8.293952367184551e-05,1,535,1586,2028
0.014,1107,8.285227662627869e-05,1,535,1586,2028
0.014,1108,8.276549254786462e-05,1,535,1586,2028
0.014,1109,8.267916929923431e-05,1,535,1586,2028
0.014,1110,8.259330475096043e-05,1,535,1586,2028
0.014,1111,8.250789678156553e-05,1,535,1586,2028
0.014,1112,8.242294327752966e-05,1,535,1586,2028
0.014,1113,8.233844213329731e-05,1,535,1586,2028
0.014,1114,8.225439125128384e-05,1,535,1586,2028
0.014,1115,8.217078854188117e-05,1,535,1586,2028
0.014,1116,8.20876319234629e-05,1,535,1586,2028
0.014,1117,8.200491932238894e-05,1,535,1586,2028
0.014,1118,8.192264867300942e-05,1,535,1586,2028
0.014,1119,8.18408179176681e-05,1,535,1586,2028
0.014,1120,8.17594250067052e-05,1,535,1586,2028
0.014,1121,8.167846789845967e-05,1,535,1586,2028
0.014,1122,8.15979445592708e-05,1,535,1586,2028
0.014,1123,8.151785296347954e-05,1,535,1586,2028
0.014,1124,8.14381910934289e-05,1,535,1586,2028
0.014,1125,8.135895693946424e-05,1,535,1586,2028
0.014,1126,8.128014849993267e-05,1,535,1586,2028
0.014,1127,8.120176378118211e-05,1,535,1586,2028
0.014,1128,8.112380079755988e-05,1,535,1586,2028
0.014,1129,8.104625757141058e-05,1,535,1586,2028
0.014,1130,8.096913213307375e-05,1,535,1586,2028
0.014,1131,8.089242252088071e-05,1,535,1586,2028
0.014,1132,8.081612678115123e-05,1,535,1586,2028
0.014,1133,8.074024296818957e-05,1,535,1586,2028
0.014,1134,8.066476914427996e-05,1,535,1586,2028
0.014,1135,8.058970337968182e-05,1,535,1586,2028
0.014,1136,8.051504375262434e-05,1,535,1586,2028
0.014,1137,8.044078834930067e-05,1,535,1586,2028
0.014,1138,8.036693526386174e-05,1,535,1586,2028
0.014,1139,8.02934825984095e-05,1,535,1586,2028
0.014,1140,8.022042846298986e-05,1,535,1586,2028
0.014,1141,8.014777097558503e-05,1,535,1586,2028
0.014,1142,8.007550826210562e-05,1,535,1586,2028
0.014,1143,8.00036384563823e-05,1,535,1586,2028
0.014,1144,7.993215970015686e-05,1,535,1586,2028
0.014,1145,7.98610701430731e-05,1,535,1586,2028
0.014,1146,7.97903679426672e-05,1,535,1586,2028
0.014,1147,7.97200512643577e-05,1,535,1586,2028
0.014,1148,7.965011828143514e-05,1,535,1586,2028
0.014,1149,7.95805671750513e-05,1,535,1586,2028
0.014,1150,7.95113961342081e-05,1,535,1586,2028
0.014,1151,7.944260335574592e-05,1,535,1586,2028
0.014,1152,7.937418704433192e-05,1,535,1586,2028
0.014,1153,7.930614541244774e-05,1,535,1586,2028
0.014,1154,7.923847668037691e-05,1,535,1586,2028
0.014,1155,7.917117907619191e-05,1,535,1586,2028
0.014,1156,7.910425083574091e-05,1,535,1586,2028
0.014,1157,7.903769020263418e-05,1,535,1586,2028
0.014,1158,7.89714954282301e-05,1,535,1586,2028
0.014,1159,7.890566477162095e-05,1,535,1586,2028
0.014,1160,7.884019649961835e-05,1,535,1586,2028
0.014,1161,7.87750888867382e-05,1,535,1586,2028
0.014,1162,7.871034021518573e-05,1,535,1586,2028
0.014,1163,7.864594877483976e-05,1,535,1586,2028
0.014,1164,7.858191286323695e-05,1,535,1586,2028
0.014,1165,7.85182307855558e-05,1,535,1586,2028
0.014,1166,7.845490085460005e-05,1,535,1586,2028
0.014,1167,7.839192139078224e-05,1,535,1586,2028
0.014,1168,7.832929072210652e-05,1,535,1586,2028
0.014,1169,7.826700718415155e-05,1,535,1586,2028
0.014,1170,7.820506912005296e-05,1,535,1586,2028
0.014,1171,7.814347488048555e-05,1,535,1586,2028
0.014,1172,7.808222282364533e-05,1,535,1586,2028
0.014,1173,7.802131131523115e-05,1,535,1586,2028
0.014,1174,7.796073872842617e-05,1,535,1586,2028
0.014,1175,7.790050344387915e-05,1,535,1586,2028
0.014,1176,7.78406038496853e-05,1,535,1586,2028
0.014,1177,7.778103834136713e-05,1,535,1586,2028
0.014,1178,7.772180532185487e-05,1,535,1586,2028
0.014,1179,7.766290320146677e-05,1,535,1586,2028
0.014,1180,7.760433039788913e-05,1,535,1586,2028
0.014,1181,7.754608533615621e-05,1,535,1586,2028
0.014,1182,7.748816644862965e-05,1,535,1586,2028
0.014,1183,7.743057217497809e-05,1,535,1586,2028
0.014,1184,7.737330096215623e-05,1,535,1586,2028
0.014,1185,7.731635126438383e-05,1,535,1586,2028
0.014,1186,7.725972154312457e-05,1,535,1586,2028
0.014,1187,7.720341026706447e-05,1,535,1586,2028
0.014,1188,7.714741591209057e-05,1,535,1586,2028
0.014,1189,7.709173696126889e-05,1,535,1586,2028
0.014,1190,7.70363719048226e-05,1,535,1586,2028
0.014,1191,7.698131924010981e-05,1,535,1586,2028
0.014,1192,7.69265774716013e-05,1,535,1586,2028
0.014,1193,7.687214511085804e-05,1,535,1586,2028
0.014,1194,7.681802067650843e-05,1,535,1586,2028
0.014,1195,7.676420269422559e-05,1,535,1586,2028
0.014,1196,7.671068969670429e-05,1,535,1586,2028
0.014,1197,7.665748022363792e-05,1,535,1586,2028
0.014,1198,7.660457282169508e-05,1,535,1586,2028
0.014,1199,7.655196604449622e-05,1,535,1586,2028
0.014,1200,7.649965845259e-05,1,535,1586,2028
0.014,1201,7.644764861342964e-05,1,535,1586,2028
0.014,1202,7.639593510134894e-05,1,535,1586,2028
0.014,1203,7.634451649753841e-05,1,535,1586,2028
0.014,1204,7.629339139002106e-05,1,535,1586,2028
0.014,1205,7.624255837362812e-05,1,535,1586,2028
0.014,1206,7.619201604997476e-05,1,535,1586,2028
0.014,1207,7.614176302743551e-05,1,535,1586,2028
0.014,1208,7.609179792111961e-05,1,535,1586,2028
0.014,1209,7.604211935284641e-05,1,535,1586,2028
0.014,1210,7.599272595112037e-05,1,535,1586,2028
0.014,1211,7.594361635110617e-05,1,535,1586,2028
0.014,1212,7.589478919460369e-05,1,535,1586,2028
0.014,1213,7.584624313002279e-05,1,535,1586,2028
0.014,1214,7.579797681235811e-05,1,535,1586,2028
0.014,1215,7.574998890316363e-05,1,535,1586,2028
0.014,1216,7.570227807052737e-05,1,535,1586,2028
0.014,1217,7.565484298904568e-05,1,535,1586,2028
0.014,1218,7.560768233979778e-05,1,535,1586,2028
0.014,1219,7.556079481031992e-05,1,535,1586,2028
0.014,1220,7.551417909457972e-05,1,535,1586,2028
0.014,1221,7.546783389295026e-05,1,535,1586,2028
0.014,1222,7.542175791218407e-05,1,535,1586,2028
0.014,1223,7.537594986538725e-05,1,535,1586,2028
0.014,1224,7.533040847199336e-05,1,535,1586,2028
0.014,1225,7.528513245773717e-05,1,535,1586,2028
0.014,1226,7.524012055462866e-05,1,535,1586,2028
0.014,1227,7.519537150092657e-05,1,535,1586,2028
0.014,1228,7.515088404111216e-05,1,535,1586,2028
0.014,1229,7.510665692586285e-05,1,535,1586,2028
0.014,1230,7.506268891202575e-05,1,535,1586,2028
0.014,1231,7.50189787625912e-05,1,535,1586,2028
0.014,1232,7.497552524666622e-05,1,535,1586,2028
0.014,1233,7.493232713944801e-05,1,535,1586,2028
0.014,1234,7.488938322219727e-05,1,535,1586,2028
0.014,1235,7.484669228221153e-05,1,535,1586,2028
0.014,1236,7.480425311279857e-05,1,535,1586,2028
0.014,1237,7.476206451324956e-05,1,535,1586,2028
0.014,1238,7.472012528881241e-05,1,535,1586,2028
0.014,1239,7.467843425066492e-05,1,535,1586,2028
0.014,1240,7.463699021588801e-05,1,535,1586,2028
0.014,1241,7.459579200743884e-05,1,535,1586,2028
0.014,1242,7.455483845412397e-05,1,535,1586,2028
0.014,1243,7.45141283905725e-05,1,535,1586,2028
0.014,1244,7.447366065720915e-05,1,535,1586,2028
0.014,1245,7.443343410022728e-05,1,535,1586,2028
0.014,1246,7.43934475715621e-05,1,535,1586,2028
0.014,1247,7.43536999288636e-05,1,535,1586,2028
0.014,1248,7.431419003546965e-05,1,535,1586,2028
0.014,1249,7.427491676037906e-05,1,535,1586,2028
0.014,1250,7.423587897822455e-05,1,535,1586,2028
0.014,1251,7.419707556924588e-05,1,535,1586,2028
0.014,1252,7.415850541926276e-05,1,535,1586,2028
0.014,1253,7.412016741964798e-05,1,535,1586,2028
0.014,1254,7.408206046730042e-05,1,535,1586,2028
0.014,1255,7.404418346461806e-05,1,535,1586,2028
0.014,1256,7.400653531947105e-05,1,535,1586,2028
0.014,1257,7.396911494517475e-05,1,535,1586,2028
0.014,1258,7.393192126046285e-05,1,535,1586,2028
0.014,1259,7.38949531894603e-05,1,535,1586,2028
0.014,1260,7.38582096616566e-05,1,535,1586,2028
0.014,1261,7.382168961187875e-05,1,535,1586,2028
0.014,1262,7.378539198026448e-05,1,535,1586,2028
0.014,1263,7.374931571223529e-05,1,535,1586,2028
0.014,1264,7.371345975846973e-05,1,535,1586,2028
0.014,1265,7.367782307487652e-05,1,535,1586,2028
0.014,1266,7.364240462256775e-05,1,535,1586,2028
0.014,1267,7.360720336783217e-05,1,535,1586,2028
0.014,1268,7.357221828210845e-05,1,535,1586,2028
0.014,1269,7.353744834195843e-05,1,535,1586,2028
0.014,1270,7.350289252904057e-05,1,535,1586,2028
0.014,1271,7.346854983008314e-05,1,535,1586,2028
0.014,1272,7.343441923685773e-05,1,535,1586,2028
0.014,1273,7.34004997461527e-05,1,535,1586,2028
0.014,1274,7.336679035974662e-05,1,535,1586,2028
0.014,1275,7.333329008438172e-05,1,535,1586,2028
0.014,1276,7.329999793173755e-05,1,535,1586,2028
0.014,1277,7.32669129184045e-05,1,535,1586,2028
0.014,1278,7.323403406585747e-05,1,535,1586,2028
0.014,1279,7.320136040042959e-05,1,535,1586,2028
0.014,1280,7.316889095328581e-05,1,535,1586,2028
0.014,1281,7.313662476039689e-05,1,535,1586,2028
0.014,1282,7.310456086251303e-05,1,535,1586,2028
0.014,1283,7.307269830513786e-05,1,535,1586,2028
0.014,1284,7.304103613850235e-05,1,535,1586,2028
0.014,1285,7.300957341753877e-05,1,535,1586,2028
0.014,1286,7.297830920185473e-05,1,535,1586,2028
0.014,1287,7.294724255570734e-05,1,535,1586,2028
0.014,1288,7.291637254797724e-05,1,535,1586,2028
0.014,1289,7.288569825214295e-05,1,535,1586,2028
