t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,6,nan,nan,nan,nan,nan,nan
7,6,nan,nan,nan,nan,nan,nan
8,12,nan,nan,nan,nan,nan,nan
9,11,nan,nan,nan,nan,nan,nan
10,8,nan,nan,nan,nan,nan,nan
11,11,nan,nan,nan,nan,nan,nan
12,11,nan,nan,nan,nan,nan,nan
13,15,nan,nan,nan,nan,nan,nan
14,10,nan,nan,nan,nan,nan,nan
15,16,nan,nan,nan,nan,nan,nan
16,18,nan,nan,nan,nan,nan,nan
17,16,nan,nan,nan,nan,nan,nan
18,25,nan,nan,nan,nan,nan,nan
19,25,nan,nan,nan,nan,nan,nan
20,22,nan,nan,nan,nan,nan,nan
21,22,nan,nan,nan,nan,nan,nan
22,20,nan,nan,nan,nan,nan,nan
23,27,nan,nan,nan,nan,nan,nan
24,22,nan,nan,nan,nan,nan,nan
25,18,nan,nan,nan,nan,nan,nan
26,18,nan,nan,nan,nan,nan,nan
27,23,nan,nan,nan,nan,nan,nan
28,14,nan,nan,nan,nan,nan,nan
29,21,nan,nan,nan,nan,nan,nan
30,25,nan,nan,nan,nan,nan,nan
31,22,nan,nan,nan,nan,nan,nan
32,24,nan,nan,nan,nan,nan,nan
33,15,nan,nan,nan,nan,nan,nan
34,25,nan,nan,nan,nan,nan,nan
35,29,nan,nan,nan,nan,nan,nan
36,14,nan,nan,nan,nan,nan,nan
37,19,nan,nan,nan,nan,nan,nan
38,27,nan,nan,nan,nan,nan,nan
39,15,nan,nan,nan,nan,nan,nan
40,20,nan,nan,nan,nan,nan,nan
41,24,nan,nan,nan,nan,nan,nan
42,22,nan,nan,nan,nan,nan,nan
43,12,nan,nan,nan,nan,nan,nan
44,23,nan,nan,nan,nan,nan,nan
45,26,nan,nan,nan,nan,nan,nan
46,19,nan,nan,nan,nan,nan,nan
47,28,nan,nan,nan,nan,nan,nan
48,16,nan,nan,nan,nan,nan,nan
49,20,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,27,nan,nan,nan,nan,nan,nan
52,17,nan,nan,nan,nan,nan,nan
53,16,nan,nan,nan,nan,nan,nan
54,16,nan,nan,nan,nan,nan,nan
55,23,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,13,nan,nan,nan,nan,nan,nan
58,21,nan,nan,nan,nan,nan,nan
59,20,nan,nan,nan,nan,nan,nan
60,19,nan,nan,nan,nan,nan,nan
61,20,nan,nan,nan,nan,nan,nan
