N,K,n0_paper,target_paper,shortcut_src_paper,shortcut_dst_paper,t1,h1,t2,h2,delta,window_lo,window_hi,n_walkers,n_in_window,frac_in_window,frac_no,frac_one,frac_multi
100,6,1,50,6,51,14,0.003454833605892491,101,0.0023412049220434285,4,97,105,120,2,0.016666666666666666,0.5,0.5,0.0
