t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,3,nan,nan,nan,nan,nan,nan
6,7,nan,nan,nan,nan,nan,nan
7,9,nan,nan,nan,nan,nan,nan
8,9,nan,nan,nan,nan,nan,nan
9,9,nan,nan,nan,nan,nan,nan
10,7,nan,nan,nan,nan,nan,nan
11,13,nan,nan,nan,nan,nan,nan
12,15,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,14,nan,nan,nan,nan,nan,nan
15,19,nan,nan,nan,nan,nan,nan
16,16,nan,nan,nan,nan,nan,nan
17,28,nan,nan,nan,nan,nan,nan
18,21,nan,nan,nan,nan,nan,nan
19,18,nan,nan,nan,nan,nan,nan
20,27,nan,nan,nan,nan,nan,nan
21,22,nan,nan,nan,nan,nan,nan
22,22,nan,nan,nan,nan,nan,nan
23,28,nan,nan,nan,nan,nan,nan
24,22,nan,nan,nan,nan,nan,nan
25,11,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,33,nan,nan,nan,nan,nan,nan
28,22,nan,nan,nan,nan,nan,nan
29,15,nan,nan,nan,nan,nan,nan
30,19,nan,nan,nan,nan,nan,nan
31,16,nan,nan,nan,nan,nan,nan
32,21,nan,nan,nan,nan,nan,nan
33,28,nan,nan,nan,nan,nan,nan
34,21,nan,nan,nan,nan,nan,nan
35,18,nan,nan,nan,nan,nan,nan
36,19,nan,nan,nan,nan,nan,nan
37,22,nan,nan,nan,nan,nan,nan
38,26,nan,nan,nan,nan,nan,nan
39,17,nan,nan,nan,nan,nan,nan
40,19,nan,nan,nan,nan,nan,nan
41,19,nan,nan,nan,nan,nan,nan
42,22,nan,nan,nan,nan,nan,nan
43,20,nan,nan,nan,nan,nan,nan
44,26,nan,nan,nan,nan,nan,nan
45,20,nan,nan,nan,nan,nan,nan
46,19,nan,nan,nan,nan,nan,nan
47,27,nan,nan,nan,nan,nan,nan
48,19,nan,nan,nan,nan,nan,nan
49,15,nan,nan,nan,nan,nan,nan
50,23,nan,nan,nan,nan,nan,nan
51,23,nan,nan,nan,nan,nan,nan
52,29,nan,nan,nan,nan,nan,nan
53,21,nan,nan,nan,nan,nan,nan
54,19,nan,nan,nan,nan,nan,nan
55,24,nan,nan,nan,nan,nan,nan
56,33,nan,nan,nan,nan,nan,nan
57,19,nan,nan,nan,nan,nan,nan
58,14,nan,nan,nan,nan,nan,nan
59,21,nan,nan,nan,nan,nan,nan
60,15,nan,nan,nan,nan,nan,nan
61,14,nan,nan,nan,nan,nan,nan
