t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,3,nan,nan,nan,nan,nan,nan
9,6,nan,nan,nan,nan,nan,nan
10,7,nan,nan,nan,nan,nan,nan
11,7,nan,nan,nan,nan,nan,nan
12,11,nan,nan,nan,nan,nan,nan
13,10,nan,nan,nan,nan,nan,nan
14,17,nan,nan,nan,nan,nan,nan
15,7,nan,nan,nan,nan,nan,nan
16,13,nan,nan,nan,nan,nan,nan
17,18,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,12,nan,nan,nan,nan,nan,nan
20,23,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,23,nan,nan,nan,nan,nan,nan
23,22,nan,nan,nan,nan,nan,nan
24,15,nan,nan,nan,nan,nan,nan
25,17,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,21,nan,nan,nan,nan,nan,nan
28,18,nan,nan,nan,nan,nan,nan
29,22,nan,nan,nan,nan,nan,nan
30,17,nan,nan,nan,nan,nan,nan
31,16,nan,nan,nan,nan,nan,nan
32,20,nan,nan,nan,nan,nan,nan
33,27,nan,nan,nan,nan,nan,nan
34,23,nan,nan,nan,nan,nan,nan
35,18,nan,nan,nan,nan,nan,nan
36,18,nan,nan,nan,nan,nan,nan
37,20,nan,nan,nan,nan,nan,nan
38,31,nan,nan,nan,nan,nan,nan
39,25,nan,nan,nan,nan,nan,nan
40,23,nan,nan,nan,nan,nan,nan
41,22,nan,nan,nan,nan,nan,nan
42,28,nan,nan,nan,nan,nan,nan
43,21,nan,nan,nan,nan,nan,nan
44,31,nan,nan,nan,nan,nan,nan
45,26,nan,nan,nan,nan,nan,nan
46,32,nan,nan,nan,nan,nan,nan
47,30,nan,nan,nan,nan,nan,nan
48,31,nan,nan,nan,nan,nan,nan
49,30,nan,nan,nan,nan,nan,nan
50,26,nan,nan,nan,nan,nan,nan
51,28,nan,nan,nan,nan,nan,nan
52,22,nan,nan,nan,nan,nan,nan
53,29,nan,nan,nan,nan,nan,nan
54,29,nan,nan,nan,nan,nan,nan
55,24,nan,nan,nan,nan,nan,nan
56,19,nan,nan,nan,nan,nan,nan
57,23,nan,nan,nan,nan,nan,nan
58,18,nan,nan,nan,nan,nan,nan
59,31,nan,nan,nan,nan,nan,nan
60,32,nan,nan,nan,nan,nan,nan
61,26,nan,nan,nan,nan,nan,nan
