t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,2,nan,nan,nan,nan,nan,nan
6,2,nan,nan,nan,nan,nan,nan
7,2,nan,nan,nan,nan,nan,nan
8,7,nan,nan,nan,nan,nan,nan
9,9,nan,nan,nan,nan,nan,nan
10,19,nan,nan,nan,nan,nan,nan
11,10,nan,nan,nan,nan,nan,nan
12,19,nan,nan,nan,nan,nan,nan
13,12,nan,nan,nan,nan,nan,nan
14,7,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,24,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,19,nan,nan,nan,nan,nan,nan
19,26,nan,nan,nan,nan,nan,nan
20,21,nan,nan,nan,nan,nan,nan
21,25,nan,nan,nan,nan,nan,nan
22,16,nan,nan,nan,nan,nan,nan
23,17,nan,nan,nan,nan,nan,nan
24,19,nan,nan,nan,nan,nan,nan
25,25,nan,nan,nan,nan,nan,nan
26,14,nan,nan,nan,nan,nan,nan
27,16,nan,nan,nan,nan,nan,nan
28,20,nan,nan,nan,nan,nan,nan
29,30,nan,nan,nan,nan,nan,nan
30,20,nan,nan,nan,nan,nan,nan
31,22,nan,nan,nan,nan,nan,nan
32,25,nan,nan,nan,nan,nan,nan
33,18,nan,nan,nan,nan,nan,nan
34,23,nan,nan,nan,nan,nan,nan
35,21,nan,nan,nan,nan,nan,nan
36,26,nan,nan,nan,nan,nan,nan
37,21,nan,nan,nan,nan,nan,nan
38,23,nan,nan,nan,nan,nan,nan
39,18,nan,nan,nan,nan,nan,nan
40,24,nan,nan,nan,nan,nan,nan
41,24,nan,nan,nan,nan,nan,nan
42,17,nan,nan,nan,nan,nan,nan
43,28,nan,nan,nan,nan,nan,nan
44,30,nan,nan,nan,nan,nan,nan
45,25,nan,nan,nan,nan,nan,nan
46,21,nan,nan,nan,nan,nan,nan
47,18,nan,nan,nan,nan,nan,nan
48,11,nan,nan,nan,nan,nan,nan
49,21,nan,nan,nan,nan,nan,nan
50,22,nan,nan,nan,nan,nan,nan
51,28,nan,nan,nan,nan,nan,nan
52,15,nan,nan,nan,nan,nan,nan
53,15,nan,nan,nan,nan,nan,nan
54,10,nan,nan,nan,nan,nan,nan
55,21,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,14,nan,nan,nan,nan,nan,nan
58,17,nan,nan,nan,nan,nan,nan
59,23,nan,nan,nan,nan,nan,nan
60,16,nan,nan,nan,nan,nan,nan
61,18,nan,nan,nan,nan,nan,nan
