window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,231,0.001155,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.983641739793972,1.0,0.0,0.016358260206028232
valley,294,0.00147,0.8537414965986394,0.0,0.14625850340136054,0.8537414965986394,0.0,1.0,0.0,0.0,0.14625850340136054,0.8537414965986394,0.0,0.0,,,,0.8087886993769051,0.8895690854322014,0.0,0.012898131087128192
peak2,5986,0.02993,0.013364517206815904,0.0,0.9866354827931841,0.013364517206815904,0.0,1.0,0.0,0.0,0.9866354827931841,0.013364517206815904,0.0,0.0,,,,0.010751861585643186,0.016601382613669197,0.0,0.0006413525192385722
other,193489,0.967445,0.01929308642868587,0.0,0.9807069135713141,0.01926724516639189,2.5841262293980537e-05,1.0,0.0,0.0,0.9807069135713141,0.01929308642868587,0.0,0.0,,,,0.018689649752672666,0.01991561098065257,0.0,1.9853964457980233e-05
