t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,6,nan,nan,nan,nan,nan,nan
7,9,nan,nan,nan,nan,nan,nan
8,9,nan,nan,nan,nan,nan,nan
9,9,nan,nan,nan,nan,nan,nan
10,19,nan,nan,nan,nan,nan,nan
11,10,nan,nan,nan,nan,nan,nan
12,16,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,14,nan,nan,nan,nan,nan,nan
15,19,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,18,nan,nan,nan,nan,nan,nan
19,30,nan,nan,nan,nan,nan,nan
20,20,nan,nan,nan,nan,nan,nan
21,19,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,26,nan,nan,nan,nan,nan,nan
24,26,nan,nan,nan,nan,nan,nan
25,27,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,27,nan,nan,nan,nan,nan,nan
28,22,nan,nan,nan,nan,nan,nan
29,17,nan,nan,nan,nan,nan,nan
30,23,nan,nan,nan,nan,nan,nan
31,28,nan,nan,nan,nan,nan,nan
32,27,nan,nan,nan,nan,nan,nan
33,21,nan,nan,nan,nan,nan,nan
34,28,nan,nan,nan,nan,nan,nan
35,21,nan,nan,nan,nan,nan,nan
36,19,nan,nan,nan,nan,nan,nan
37,20,nan,nan,nan,nan,nan,nan
38,21,nan,nan,nan,nan,nan,nan
39,19,nan,nan,nan,nan,nan,nan
40,17,nan,nan,nan,nan,nan,nan
41,35,nan,nan,nan,nan,nan,nan
42,22,nan,nan,nan,nan,nan,nan
43,21,nan,nan,nan,nan,nan,nan
44,21,nan,nan,nan,nan,nan,nan
45,19,nan,nan,nan,nan,nan,nan
46,32,nan,nan,nan,nan,nan,nan
47,30,nan,nan,nan,nan,nan,nan
48,20,nan,nan,nan,nan,nan,nan
49,28,nan,nan,nan,nan,nan,nan
50,23,nan,nan,nan,nan,nan,nan
51,14,nan,nan,nan,nan,nan,nan
52,25,nan,nan,nan,nan,nan,nan
53,28,nan,nan,nan,nan,nan,nan
54,17,nan,nan,nan,nan,nan,nan
55,20,nan,nan,nan,nan,nan,nan
56,23,nan,nan,nan,nan,nan,nan
57,28,nan,nan,nan,nan,nan,nan
58,25,nan,nan,nan,nan,nan,nan
59,25,nan,nan,nan,nan,nan,nan
60,22,nan,nan,nan,nan,nan,nan
61,27,nan,nan,nan,nan,nan,nan
