t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan,nan
9,3,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,9,nan,nan,nan,nan,nan,nan
12,14,nan,nan,nan,nan,nan,nan
13,7,nan,nan,nan,nan,nan,nan
14,12,nan,nan,nan,nan,nan,nan
15,10,nan,nan,nan,nan,nan,nan
16,22,nan,nan,nan,nan,nan,nan
17,15,nan,nan,nan,nan,nan,nan
18,13,nan,nan,nan,nan,nan,nan
19,19,nan,nan,nan,nan,nan,nan
20,13,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,28,nan,nan,nan,nan,nan,nan
23,17,nan,nan,nan,nan,nan,nan
24,17,nan,nan,nan,nan,nan,nan
25,31,nan,nan,nan,nan,nan,nan
26,27,nan,nan,nan,nan,nan,nan
27,23,nan,nan,nan,nan,nan,nan
28,26,nan,nan,nan,nan,nan,nan
29,18,nan,nan,nan,nan,nan,nan
30,20,nan,nan,nan,nan,nan,nan
31,24,nan,nan,nan,nan,nan,nan
32,29,nan,nan,nan,nan,nan,nan
33,36,nan,nan,nan,nan,nan,nan
34,31,nan,nan,nan,nan,nan,nan
35,26,nan,nan,nan,nan,nan,nan
36,44,nan,nan,nan,nan,nan,nan
37,26,nan,nan,nan,nan,nan,nan
38,34,nan,nan,nan,nan,nan,nan
39,23,nan,nan,nan,nan,nan,nan
40,29,nan,nan,nan,nan,nan,nan
41,31,nan,nan,nan,nan,nan,nan
42,26,nan,nan,nan,nan,nan,nan
43,26,nan,nan,nan,nan,nan,nan
44,23,nan,nan,nan,nan,nan,nan
45,15,nan,nan,nan,nan,nan,nan
46,21,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,30,nan,nan,nan,nan,nan,nan
49,24,nan,nan,nan,nan,nan,nan
50,27,nan,nan,nan,nan,nan,nan
51,30,nan,nan,nan,nan,nan,nan
52,28,nan,nan,nan,nan,nan,nan
53,24,nan,nan,nan,nan,nan,nan
54,22,nan,nan,nan,nan,nan,nan
55,30,nan,nan,nan,nan,nan,nan
56,26,nan,nan,nan,nan,nan,nan
57,33,nan,nan,nan,nan,nan,nan
58,21,nan,nan,nan,nan,nan,nan
59,30,nan,nan,nan,nan,nan,nan
60,35,nan,nan,nan,nan,nan,nan
61,20,nan,nan,nan,nan,nan,nan
