t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,3,nan,nan,nan,nan,nan,nan
7,9,nan,nan,nan,nan,nan,nan
8,8,nan,nan,nan,nan,nan,nan
9,10,nan,nan,nan,nan,nan,nan
10,10,nan,nan,nan,nan,nan,nan
11,15,nan,nan,nan,nan,nan,nan
12,20,nan,nan,nan,nan,nan,nan
13,19,nan,nan,nan,nan,nan,nan
14,19,nan,nan,nan,nan,nan,nan
15,18,nan,nan,nan,nan,nan,nan
16,12,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,19,nan,nan,nan,nan,nan,nan
19,16,nan,nan,nan,nan,nan,nan
20,13,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,19,nan,nan,nan,nan,nan,nan
23,21,nan,nan,nan,nan,nan,nan
24,16,nan,nan,nan,nan,nan,nan
25,26,nan,nan,nan,nan,nan,nan
26,24,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,23,nan,nan,nan,nan,nan,nan
29,19,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,24,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,25,nan,nan,nan,nan,nan,nan
34,24,nan,nan,nan,nan,nan,nan
35,19,nan,nan,nan,nan,nan,nan
36,21,nan,nan,nan,nan,nan,nan
37,26,nan,nan,nan,nan,nan,nan
38,25,nan,nan,nan,nan,nan,nan
39,16,nan,nan,nan,nan,nan,nan
40,26,nan,nan,nan,nan,nan,nan
41,23,nan,nan,nan,nan,nan,nan
42,18,nan,nan,nan,nan,nan,nan
43,23,nan,nan,nan,nan,nan,nan
44,23,nan,nan,nan,nan,nan,nan
45,20,nan,nan,nan,nan,nan,nan
46,24,nan,nan,nan,nan,nan,nan
47,21,nan,nan,nan,nan,nan,nan
48,16,nan,nan,nan,nan,nan,nan
49,22,nan,nan,nan,nan,nan,nan
50,25,nan,nan,nan,nan,nan,nan
51,21,nan,nan,nan,nan,nan,nan
52,19,nan,nan,nan,nan,nan,nan
53,17,nan,nan,nan,nan,nan,nan
54,21,nan,nan,nan,nan,nan,nan
55,18,nan,nan,nan,nan,nan,nan
56,20,nan,nan,nan,nan,nan,nan
57,25,nan,nan,nan,nan,nan,nan
58,19,nan,nan,nan,nan,nan,nan
59,22,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,22,nan,nan,nan,nan,nan,nan
