window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,1825,0.009125,1.0,0.3019178082191781,0.0,1.0,0.0,0.6980821917808219,0.20602739726027397,0.0958904109589041,0.0,0.6980821917808219,0.0,0.3019178082191781,0.0,1.0,0.0,0.997899435358426,1.0,0.2812888132614712,0.3233789720732457
valley,1658,0.00829,0.9348612786489746,0.36972255729794934,0.06513872135102533,0.9348612786489746,0.0,0.6302774427020507,0.24246079613992763,0.1272617611580217,0.05186972255729795,0.5784077201447527,0.013268998793727383,0.35645355850422195,0.0,1.0,0.0,0.9219488840928755,0.9457631770325651,0.3468122955069409,0.39323513139583977
peak2,5980,0.0299,0.1254180602006689,0.28043478260869564,0.8745819397993311,0.12491638795986622,0.0005016722408026755,0.7195652173913043,0.17725752508361203,0.10317725752508361,0.6431438127090301,0.07642140468227425,0.231438127090301,0.04899665551839465,0.0,1.0,0.0,0.11726346528397319,0.13405361503446306,0.26919290988765965,0.29195857513828094
other,190537,0.952685,0.1389336454336953,0.2925206127943654,0.8610663545663048,0.13783149729448874,0.0011021481392065582,0.7074793872056346,0.1803849121168067,0.1121357006775587,0.6229393766040192,0.08454001060161544,0.23812697796228555,0.05439363483207986,0.030779621767657275,0.9692203782323427,0.0,0.13738786296959393,0.14049398721742662,0.2904821265386141,0.29456746526501537
