t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,5,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,4,nan,nan,nan,nan,nan,nan
11,4,nan,nan,nan,nan,nan,nan
12,7,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,14,nan,nan,nan,nan,nan,nan
15,22,nan,nan,nan,nan,nan,nan
16,20,nan,nan,nan,nan,nan,nan
17,20,nan,nan,nan,nan,nan,nan
18,9,nan,nan,nan,nan,nan,nan
19,26,nan,nan,nan,nan,nan,nan
20,19,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,18,nan,nan,nan,nan,nan,nan
23,14,nan,nan,nan,nan,nan,nan
24,21,nan,nan,nan,nan,nan,nan
25,16,nan,nan,nan,nan,nan,nan
26,19,nan,nan,nan,nan,nan,nan
27,21,nan,nan,nan,nan,nan,nan
28,30,nan,nan,nan,nan,nan,nan
29,17,nan,nan,nan,nan,nan,nan
30,25,nan,nan,nan,nan,nan,nan
31,31,nan,nan,nan,nan,nan,nan
32,24,nan,nan,nan,nan,nan,nan
33,20,nan,nan,nan,nan,nan,nan
34,11,nan,nan,nan,nan,nan,nan
35,29,nan,nan,nan,nan,nan,nan
36,19,nan,nan,nan,nan,nan,nan
37,31,nan,nan,nan,nan,nan,nan
38,23,nan,nan,nan,nan,nan,nan
39,22,nan,nan,nan,nan,nan,nan
40,28,nan,nan,nan,nan,nan,nan
41,23,nan,nan,nan,nan,nan,nan
42,22,nan,nan,nan,nan,nan,nan
43,28,nan,nan,nan,nan,nan,nan
44,30,nan,nan,nan,nan,nan,nan
45,23,nan,nan,nan,nan,nan,nan
46,26,nan,nan,nan,nan,nan,nan
47,32,nan,nan,nan,nan,nan,nan
48,30,nan,nan,nan,nan,nan,nan
49,23,nan,nan,nan,nan,nan,nan
50,27,nan,nan,nan,nan,nan,nan
51,30,nan,nan,nan,nan,nan,nan
52,23,nan,nan,nan,nan,nan,nan
53,36,nan,nan,nan,nan,nan,nan
54,22,nan,nan,nan,nan,nan,nan
55,31,nan,nan,nan,nan,nan,nan
56,23,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,29,nan,nan,nan,nan,nan,nan
59,31,nan,nan,nan,nan,nan,nan
60,30,nan,nan,nan,nan,nan,nan
61,28,nan,nan,nan,nan,nan,nan
