t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,5,nan,nan,nan,nan,nan,nan
6,4,nan,nan,nan,nan,nan,nan
7,9,nan,nan,nan,nan,nan,nan
8,8,nan,nan,nan,nan,nan,nan
9,11,nan,nan,nan,nan,nan,nan
10,11,nan,nan,nan,nan,nan,nan
11,18,nan,nan,nan,nan,nan,nan
12,15,nan,nan,nan,nan,nan,nan
13,15,nan,nan,nan,nan,nan,nan
14,22,nan,nan,nan,nan,nan,nan
15,18,nan,nan,nan,nan,nan,nan
16,28,nan,nan,nan,nan,nan,nan
17,18,nan,nan,nan,nan,nan,nan
18,15,nan,nan,nan,nan,nan,nan
19,14,nan,nan,nan,nan,nan,nan
20,21,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,14,nan,nan,nan,nan,nan,nan
24,24,nan,nan,nan,nan,nan,nan
25,20,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,19,nan,nan,nan,nan,nan,nan
28,19,nan,nan,nan,nan,nan,nan
29,32,nan,nan,nan,nan,nan,nan
30,25,nan,nan,nan,nan,nan,nan
31,23,nan,nan,nan,nan,nan,nan
32,19,nan,nan,nan,nan,nan,nan
33,21,nan,nan,nan,nan,nan,nan
34,15,nan,nan,nan,nan,nan,nan
35,19,nan,nan,nan,nan,nan,nan
36,10,nan,nan,nan,nan,nan,nan
37,15,nan,nan,nan,nan,nan,nan
38,22,nan,nan,nan,nan,nan,nan
39,21,nan,nan,nan,nan,nan,nan
40,24,nan,nan,nan,nan,nan,nan
41,33,nan,nan,nan,nan,nan,nan
42,24,nan,nan,nan,nan,nan,nan
43,16,nan,nan,nan,nan,nan,nan
44,21,nan,nan,nan,nan,nan,nan
45,21,nan,nan,nan,nan,nan,nan
46,28,nan,nan,nan,nan,nan,nan
47,18,nan,nan,nan,nan,nan,nan
48,17,nan,nan,nan,nan,nan,nan
49,20,nan,nan,nan,nan,nan,nan
50,26,nan,nan,nan,nan,nan,nan
51,16,nan,nan,nan,nan,nan,nan
52,18,nan,nan,nan,nan,nan,nan
53,22,nan,nan,nan,nan,nan,nan
54,19,nan,nan,nan,nan,nan,nan
55,19,nan,nan,nan,nan,nan,nan
56,19,nan,nan,nan,nan,nan,nan
57,18,nan,nan,nan,nan,nan,nan
58,22,nan,nan,nan,nan,nan,nan
59,16,nan,nan,nan,nan,nan,nan
60,15,nan,nan,nan,nan,nan,nan
61,11,nan,nan,nan,nan,nan,nan
