t,f_total,f_target1,f_target2,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.9999999999999999
2,0.0,0.0,0.0,1.0000000000000002
3,0.0,0.0,0.0,1.0
4,9.25925925925926e-05,0.0,9.25925925925926e-05,0.9999074074074072
5,0.0001639917695473251,0.0,0.0001639917695473251,0.9997434156378602
6,0.00021389300411522638,0.0,0.00021389300411522638,0.9995295226337451
7,0.0002484153818015547,0.0,0.0002484153818015547,0.9992811072519433
8,0.0002724131993903369,0.0,0.0002724131993903369,0.9990086940525529
9,0.00028912782000589345,0.0,0.00028912782000589345,0.9987195662325472
10,0.00030070460498488516,0.0,0.00030070460498488516,0.9984188616275622
11,0.00030859156415933344,0.0,0.00030859156415933344,0.998110270063403
12,0.0003137885695681577,0.0,0.0003137885695681577,0.9977964814938348
13,0.0003170003735335997,0.0,0.0003170003735335997,0.9974794811203012
14,0.0003187325929172724,0.0,0.0003187325929172724,0.9971607485273839
15,0.00031935361604747326,4.253644981460954e-12,0.0003193536117938283,0.9968413949113363
16,0.0003191357785408656,1.0102406830969764e-10,0.0003191356775167973,0.9965222591327955
17,0.0003182838083647203,7.602468781282138e-10,0.00031828304811784216,0.9962039753244307
18,0.00031695531116591937,3.436321103793189e-09,0.00031695187484481556,0.9958870200132649
19,0.00031527601293544224,1.1429177155327057e-08,0.00031526458375828693,0.9955717440003296
20,0.0003133512267344895,3.084544568880041e-08,0.0003133203812888007,0.995258392773595
21,0.00031127433383239446,7.146424566726979e-08,0.0003112028695867272,0.9949471184397626
22,0.0003091327652067036,1.4734308089061983e-07,0.000308985422125813,0.9946379856745557
23,0.00030701186879981165,2.7706712722582167e-07,0.0003067348016725858,0.994330973805756
24,0.0003049970332720286,4.836187233638057e-07,0.00030451341454866483,0.9940259767724839
25,0.00030317444199947047,7.939034485454072e-07,0.00030238053855092504,0.9937228023304846
26,0.00030163082112155806,1.2380070239348125e-06,0.00030039281409762326,0.9934211715093629
27,0.0003004525150648668,1.8482739009803868e-06,0.0002986042411638864,0.9931207189942981
28,0.00029972417607584636,2.658298433536976e-06,0.00029706587764230936,0.9928209948182222
29,0.00029952729859518873,3.7019087436416865e-06,0.00029582538985154703,0.9925214675196269
30,0.00029993877224032114,5.012206999051375e-06,0.0002949265652412698,0.9922215287473868
31,0.0003010295742346221,6.620711782349628e-06,0.0002944088624522725,0.9919204991731522
32,0.0003028636766059137,8.556631153890383e-06,0.00029430704545202333,0.9916176354965462
33,0.00030549720675267705,1.0846280351043842e-05,0.00029465092640163323,0.9913121382897934
34,0.00030897787207098915,1.3512646428554864e-05,0.0002954652256424343,0.9910031604177225
35,0.00031334463944299434,1.6575093569950324e-05,0.00029676954587304404,0.9906898157782795
36,0.000318627647285472,2.004919699969607e-05,0.0002985784502857759,0.990371188130994
37,0.000324848320193561,2.3946689954170732e-05,0.00030090163023939026,0.9900463398108006
38,0.00033201965269210855,2.827550653571226e-05,0.0003037441461563963,0.9897143201581083
39,0.00034014662807898237,3.303990301026351e-05,0.00030710672506871885,0.9893741735300293
40,0.0003492267398569025,3.824064080609108e-05,0.0003109860990508114,0.9890249467901725
41,0.00035925058604575704,4.387521579139547e-05,0.0003153753702543616,0.9886656962041268
42,0.0003702025101700952,4.9938120087869474e-05,0.00032026439008222575,0.9882954936939565
43,0.0003820612665065671,5.6421124517145686e-05,0.0003256401419894214,0.98791343242745
44,0.00039480069096109764,6.33135716358005e-05,0.00033148711932529714,0.9875186317364889
45,0.00040839036253348404,7.060267109616338e-05,0.0003377876914373207,0.9871102413739554
46,0.00042279624360195926,7.827379071433944e-05,0.0003445224528876198,0.9866874451303534
47,0.00043798129016198997,8.631073810015002e-05,0.0003516705520618399,0.9862494638401915
