t,f_total,f_target1,f_target2,survival
50,0.0016189651789065476,5.230637314314931e-07,0.001618442115175116,0.009511287624677317
51,0.0013874026154108991,4.403504392277717e-07,0.0013869622649716714,0.008123885009266418
52,0.00118813338697896,3.7088338038033847e-07,0.0011877625035985797,0.006935751622287458
53,0.0010168303881268755,3.1250790022150355e-07,0.001016517880226654,0.005918921234160583
54,0.0008697079566134936,2.6342645884189404e-07,0.0008694445301546517,0.005049213277547089
55,0.0007434627315086645,2.22138126044513e-07,0.00074324059338262,0.004305750546038425
56,0.0006352189241118075,1.8738858827497964e-07,0.0006350315355235325,0.0036705316219266177
57,0.000542478223926772,1.5812878944851004e-07,0.0005423200951373235,0.0031280533979998458
58,0.0004630743575121378,1.3348067349111085e-07,0.0004629408768386467,0.0026649790404877083
59,0.0003951321761894017,1.1270877649678689e-07,0.0003950194674129049,0.002269846864298306
60,0.00033703105433396843,9.519664363573005e-08,0.0003369358576903327,0.0019328158099643376
61,0.0002873723214375468,8.042723064446119e-08,0.00028729189420690233,0.0016454434885267912
62,0.0002449504190063272,6.796660011624636e-08,0.00024488245240621094,0.001400493069520464
63,0.0002087274604042276,5.745034546955203e-08,0.00020867001005875805,0.0011917656091162366
64,0.00017781087238132357,4.857227567903413e-08,0.00017776230010564453,0.0010139547367349127
65,0.00015143380698349354,4.1074975845574e-08,0.00015139273200764797,0.0008625209297514193
66,0.0001289380286046924,3.4741925871080074e-08,0.00012890328667882132,0.0007335829011467269
67,0.00010975900072235862,2.939091464252555e-08,0.00010972960980771609,0.0006238239004243684
68,9.341291859155268e-05,2.4868532442553978e-08,9.338805005911013e-05,0.0005304109818328156
69,7.948545659936483e-05,2.1045561592254527e-08,7.946441103777258e-05,0.00045092552523345083
70,6.762202120970867e-05,1.7813116056517853e-08,6.760420809365216e-05,0.00038330350402374216
71,5.751932185730809e-05,1.5079406090952342e-08,5.750424245121713e-05,0.00032578418216643414
72,4.89180923901215e-05,1.2767024947900483e-08,4.89053253651736e-05,0.00027686608977631265
73,4.159681448173589e-05,1.0810671975263704e-08,4.1586003809760624e-05,0.00023526927529457674
74,3.5366311724926565e-05,9.155240778620537e-09,3.5357156484147946e-05,0.00019990296356965016
75,3.0065098842549462e-05,7.754213000216567e-09,3.0057344629549247e-05,0.0001698378647271007
76,2.55553846374211e-05,6.568308128243274e-09,2.5548816329292856e-05,0.0001442824800896796
77,2.1719640012420824e-05,5.5643479393100954e-09,2.1714075664481515e-05,0.00012256284007725878
78,1.8457653713551498e-05,4.714300985881907e-09,1.8452939412565616e-05,0.00010410518636370727
79,1.5684008483839832e-05,3.994478206881235e-09,1.568001400563295e-05,8.842117787986746e-05
80,1.3325919172860706e-05,3.3848554596885837e-09,1.3322534317401017e-05,7.509525870700676e-05
81,1.1321382134527967e-05,2.868502706983182e-09,1.1318513631820983e-05,6.37738765724788e-05
82,9.617592071238399e-06,2.4311028755626856e-09,9.615160968362836e-06,5.41562845012404e-05
83,8.169588447137378e-06,2.060546146590605e-09,8.167527900990787e-06,4.598669605410302e-05
84,6.939098792378551e-06,1.746587728720902e-09,6.93735220464983e-06,3.9047597261724474e-05
85,5.893550741675092e-06,1.4805590826451411e-09,5.8920701825924465e-06,3.3154046520049384e-05
86,5.005228574465188e-06,1.2551241702953643e-09,5.003973450294892e-06,2.814881794558419e-05
87,4.250553423302051e-06,1.0640736460672045e-09,4.249489349655984e-06,2.389826452228214e-05
88,3.6094692569094146e-06,9.021510340661307e-10,3.6085671058753485e-06,2.0288795265372726e-05
89,3.0649192829995026e-06,7.649058803246234e-10,3.064154377119178e-06,1.7223875982373225e-05
90,2.6023996051898167e-06,6.485696619785105e-10,2.601751035527838e-06,1.4621476377183409e-05
91,2.209578853931532e-06,5.499509013368386e-10,2.209028903030195e-06,1.2411897523251878e-05
92,1.8759741335621216e-06,4.663464923133932e-10,1.875507787069808e-06,1.0535923389689755e-05
93,1.592675021766864e-06,3.954667170643503e-10,1.5922795550497996e-06,8.943248367922892e-06
94,1.3521085548006092e-06,3.353718263035222e-10,1.3517731829743056e-06,7.591139813122283e-06
95,1.1478391587598936e-06,2.8441838968433133e-10,1.1475547403702093e-06,6.443300654362389e-06
96,9.743983674853016e-07,2.4121390291509e-10,9.741571535823866e-07,5.468902286877088e-06
97,8.271399217057746e-07,2.0457837433822705e-10,8.269353433314363e-07,4.641762365171313e-06
98,7.021164894851736e-07,1.7351181261224568e-10,7.019429776725614e-07,3.93964587568614e-06
99,5.959748001909055e-07,1.471667048019579e-10,5.958276334861036e-07,3.343671075495234e-06
100,5.05866456288201e-07,1.2482471556787624e-10,5.057416315726331e-07,2.8378046192070327e-06
101,4.293720906714053e-07,1.0587695741152222e-10,4.292662137139938e-07,2.408432528535628e-06
102,3.64436881797614e-07,8.980728257429665e-11,3.643470745150397e-07,2.0439956467380142e-06
103,3.093157330414917e-07,7.617813213910475e-11,3.092395549093526e-07,1.7346799136965224e-06
104,2.625266737104471e-07,6.461854961367613e-11,2.624620551608334e-07,1.472153239986075e-06
105,2.2281125328823034e-07,5.48140268576086e-11,2.2275643926137273e-07,1.249341986697845e-06
106,1.8910088306849904e-07,4.649790139758316e-11,1.8905438516710146e-07,1.0602411036293459e-06
