Wy,kappa,phase,t_peak1,t_peak2,t_valley,valley_over_max,peak_balance,sep_peaks,absorbed_mass,survival_tail
20,0.0075,1,387,1696,1069,0.11595723715407191,0.18186567644071702,0.7294511005851212,0.8296253838355293,0.17037461616438943
20,0.01,1,385,1676,1068,0.13418821463298372,0.18783448115495105,0.6963322545846817,0.8172241738460144,0.1827758261538986
20,0.015,1,382,1633,1074,0.16794162954675343,0.20170477699944192,0.6358322744599746,0.7924195133502447,0.2075804866496686
20,0.02,1,380,1585,1093,0.1986009136951976,0.21752542765438615,0.5822662478859628,0.7678353748059679,0.23216462519393422
20,0.03,1,376,1441,1200,0.2518059565478869,0.25345605367007795,0.47449320561372244,0.720123368558663,0.27987663144123376
20,0.05,0,,,,,,0.0,0.6335152726206679,0.3664847273792136
20,0.1,0,,,,,,0.0,0.47327318081464087,0.5267268191852176
20,0.2,0,,,,,,0.0,0.30739873013695385,0.6926012698628996
24,0.0,2,392,1787,1085,0.04906564263097361,0.15140103741399333,1.2,0.8401986837439519,0.15980131625596244
24,0.00025,2,392,1785,1084,0.05094349071350267,0.15170446829091058,1.1845238095238095,0.8387375396043408,0.1612624603955731
24,0.0005,2,392,1784,1083,0.05280791147807025,0.1520180624123923,1.170731707317073,0.8372746241604708,0.16272537583944688
24,0.00075,2,391,1782,1082,0.054658391513729816,0.1523395689610346,1.1572379367720467,0.8358100181945246,0.16418998180538424
24,0.001,2,391,1780,1081,0.05649582296988516,0.15267067593038192,1.1436805269658297,0.8343438013683844,0.16565619863152703
24,0.00125,2,391,1778,1080,0.058320445311852875,0.15301122142910606,1.129938900203666,0.8328760522472503,0.16712394775266423
24,0.0015,2,391,1776,1079,0.06013247266031299,0.15336098796688324,1.1164852881902458,0.8314068483217429,0.16859315167816996
24,0.00175,2,390,1775,1078,0.061932050830800486,0.15371963671264263,1.1053471667996808,0.8299362660285243,0.17006373397139263
24,0.002,2,390,1773,1077,0.06371865053551566,0.15408525725605798,1.0924170616113744,0.8284643807695483,0.17153561923036353
24,0.00225,2,390,1771,1076,0.06549323196459225,0.1544594818089563,1.0797498045347929,0.826991266930169,0.1730087330697469
24,0.0025,2,390,1769,1075,0.06725599499036973,0.15484211444025545,1.0669245647969052,0.825516997896051,0.17448300210386003
24,0.00275,2,390,1767,1074,0.0690071358614974,0.1552329643298394,1.054364471669219,0.824041646069166,0.1759583539307457
24,0.003,2,389,1766,1073,0.07074683036010068,0.15563188077051565,1.0431818181818182,0.8225652828827839,0.17743471711713008
24,0.00325,2,389,1764,1073,0.07247433199992649,0.15603668600295262,1.0299625468164795,0.8210879788156835,0.17891202118422989
24,0.0035,2,389,1762,1072,0.07419059242905991,0.15644916569143555,1.016660496112551,0.8196098034055773,0.1803901965943292
24,0.00375,2,389,1760,1071,0.07589593082471308,0.156869147741858,1.0018268176835952,0.8181308252618682,0.1818691747380441
24,0.004,1,389,1759,1070,0.07759052748251664,0.15729647690719858,0.9859661748830515,0.8166511120777108,0.18334888792220047
24,0.0045,1,388,1755,1069,0.08094738103401346,0.15817112906510333,0.7337627482555019,0.8136897468483337,0.1863102531515763
24,0.005,1,388,1751,1067,0.0842615328391328,0.15907075054702519,0.7257720979765708,0.8107262313641184,0.18927376863578962
24,0.006,1,387,1744,1064,0.09076975081024906,0.1609452960430722,0.7112159329140462,0.8047947746677033,0.19520522533220028
24,0.0075,1,386,1734,1061,0.10024516590413038,0.16392428531871753,0.690927729369554,0.7958937663690058,0.2041062336309005
24,0.01,1,385,1716,1056,0.11533973492269677,0.16927639851551168,0.6579337617399901,0.7810783898975829,0.21892161010232694
24,0.015,1,381,1680,1053,0.14326957027795223,0.18109718107414213,0.6012497107151122,0.7516959699381287,0.24830403006177193
24,0.02,1,379,1642,1058,0.16868591263923055,0.1939704878105805,0.5520104895104895,0.7229062884841854,0.27709371151570705
24,0.03,1,374,1551,1105,0.21343663114375833,0.22164712571596257,0.46576968737633556,0.6679666058377073,0.3320333941621827
24,0.05,0,,,,,,0.0,0.5713169106571581,0.4286830893427086
24,0.1,0,,,,,,0.0,0.40264311552796395,0.5973568844718874
24,0.2,0,,,,,,0.0,0.242159178549506,0.7578408214503416
