spec,round,Wy,bx,start_x,start_y,near_x,near_y,far_x,far_y,near_dx,near_dy,phase,loss_mode,t_peak1,t_peak2,t_valley,t_max_used,horizon_flag,valley_over_max,peak_ratio,peak_minus_valley,peak1_height,peak2_height,valley_height,peak1_window_mass,valley_window_mass,peak2_window_mass,p_near,p_far,sep_mode_width,t_mode_near,t_mode_far,hw_near,hw_far,absorbed_mass,survival_tail,clear_score,showcase_score,sep_margin,mass_margin,valley_margin,peak_margin,contrast_margin,min_margin
dense_bx_near_dy4,3,16,0.05,7,7,12,11,58,7,5,4,2,clear,35,940,430,12000,ok,0.119318111539872,0.31109840008747003,0.19178028854759804,0.002108887111089283,0.0006560714062249627,0.0002516284275459495,0.09172484098360503,0.013415705939051416,0.034744525034218994,0.3588082868098955,0.6411917131890726,1.8106508875739644,35,953,54.5,452.5,0.9999999999989684,9.983140099287185e-13,1.0505405976641515,1.3057808698461106,0.8106508875739644,0.20880828680989552,0.230681888460128,0.21109840008747002,0.18178028854759803,0.18178028854759803
dense_bx_near_dy4,3,16,0.05,7,7,13,11,58,7,6,4,2,clear,45,937,439,12000,ok,0.15678720373346322,0.37026047210423496,0.21347326837077174,0.0017736559460792894,0.0006567146879458012,0.00027808655617100203,0.08514339503948902,0.014817576269634645,0.03477882252910599,0.36094604096233585,0.6390539590366281,1.7328244274809161,45,953,71.5,452.5,0.9999999999989638,9.987232240516647e-13,0.9657345204543559,1.2011764026695668,0.7328244274809161,0.21094604096233585,0.19321279626653676,0.270260472104235,0.20347326837077173,0.19321279626653676
dense_bx_near_dy4,3,16,0.05,7,7,14,11,58,7,7,4,2,clear,58,934,448,12000,ok,0.19972935188534402,0.4309946960321672,0.2312653441468232,0.0015282039317645745,0.0006586477890460356,0.00030522718083997297,0.0770888144878666,0.01625500286223424,0.03488150463380627,0.3622145780374826,0.6377854219614858,1.6543438077634012,58,953,89.0,452.0,0.9999999999989684,9.9709395582547e-13,0.8767209725573781,1.0907193176713759,0.6543438077634012,0.2122145780374826,0.15027064811465596,0.33099469603216725,0.2212653441468232,0.15027064811465596
dense_bx_near_dy4,3,16,0.05,7,7,15,11,58,7,8,4,2,clear,73,930,456,12000,ok,0.24627476541705778,0.48946244611462736,0.24318768069756957,0.0013514574519153891,0.0006614876702343477,0.0003328298669415971,0.06959613844107919,0.017716668208867935,0.03503221678321505,0.3630434817905423,0.6369565182084231,1.5784753363228698,73,953,105.5,452.0,0.9999999999989654,9.985584138095481e-13,0.788847159442359,0.9806184940881062,0.5784753363228698,0.2130434817905423,0.1037252345829422,0.3894624461146273,0.23318768069756957,0.1037252345829422
dense_bx_near_dy4,3,16,0.05,7,7,16,11,58,7,9,4,2,clear,91,926,464,12000,ok,0.29499822644378637,0.543884036507403,0.24888581006361665,0.0012227920946491925,0.0006650571002471452,0.0003607214992309943,0.06364656373848183,0.019193072592004763,0.03522164107917312,0.36365871647507336,0.6363412835238944,1.506993006993007,91,953,120.0,452.0,0.9999999999989678,9.996548869782123e-13,0.7050927503393943,0.8744656466204876,0.5069930069930071,0.21365871647507337,0.05500177355621361,0.44388403650740305,0.23888581006361664,0.05500177355621361
dense_bx_near_dy4,3,16,0.05,7,7,17,11,58,7,10,4,2,clear,109,922,472,12000,ok,0.3452326619543249,0.5943523769091754,0.24911971495485052,0.0011260818778986046,0.0006692894407233835,0.00038876024428546033,0.05889379797281777,0.020676716612391535,0.03544624494995761,0.36417379664940847,0.6358262033495601,1.4427350427350427,109,953,133.0,452.0,0.9999999999989686,9.97046523716786e-13,0.6274156182120656,0.775000526566686,0.4427350427350427,0.21417379664940847,0.004767338045675085,0.49435237690917544,0.23911971495485052,0.004767338045675085
dense_bx_near_dy4,3,16,0.06,7,7,9,11,58,7,2,4,2,clear,17,831,345,12000,ok,0.041523089649406236,0.23219356964968374,0.1906704800002775,0.0037002657300464633,0.0008591779085118813,0.0001536464656353449,0.11268022285249513,0.008262953997206201,0.045482563069594764,0.2961505108150417,0.7038494891839286,2.0656565656565657,16,834,21.5,374.5,0.9999999999989706,9.995173687985907e-13,1.1803089312189956,1.49041721794385,1.0656565656565657,0.14615051081504168,0.30847691035059377,0.13219356964968373,0.1806704800002775,0.13219356964968373
dense_bx_near_dy4,3,16,0.06,7,7,10,11,58,7,3,4,2,clear,21,831,354,12000,ok,0.05451682894069213,0.2622393527695149,0.20772252382882275,0.003221482243532697,0.0008447994185024991,0.00017562499640614914,0.10806110695330735,0.009432053856145949,0.04472163423631124,0.3089634892994349,0.6910365106995354,2.0273972602739727,20,834,27.5,374.0,0.9999999999989703,9.98873617502896e-13,1.1673038380339897,1.4711766715502517,1.0273972602739727,0.1589634892994349,0.2954831710593078,0.16223935276951487,0.19772252382882274,0.1589634892994349
dense_bx_near_dy4,3,16,0.06,7,7,11,11,58,7,4,4,2,clear,26,830,362,12000,ok,0.07359591514422259,0.3083141647656226,0.23471824962140003,0.002715236859097493,0.0008371459843534761,0.00019983034147860458,0.10074289656662773,0.01071881179213621,0.044316598174175485,0.31636625563626725,0.6836337443627022,1.9683313032886725,26,834,36.5,374.0,0.9999999999989694,9.993504447901572e-13,1.1239254746086924,1.4164348964044096,0.9683313032886725,0.16636625563626725,0.2764040848557774,0.20831416476562262,0.22471824962140002,0.16636625563626725
dense_bx_near_dy4,3,16,0.06,7,7,12,11,58,7,5,4,2,clear,34,829,371,12000,ok,0.09897976812544769,0.3653997629964236,0.26641999487097595,0.0022815155597083886,0.000833665244790098,0.0002258238810745373,0.09689571924655228,0.012099353859635509,0.044132547001041085,0.32052179522105007,0.6794782047779205,1.9002375296912113,34,834,47.0,374.0,0.9999999999989708,9.97549614772443e-13,1.0624279179349811,1.3405845523331084,0.9002375296912113,0.17052179522105007,0.2510202318745523,0.26539976299642365,0.25641999487097594,0.17052179522105007
dense_bx_near_dy4,3,16,0.06,7,7,13,11,58,7,6,4,2,clear,43,828,378,12000,ok,0.13046444073297958,0.428921531449764,0.29845709071678445,0.0019413459098311723,0.0008326850607185219,0.0002532766083953813,0.09115815731009055,0.013556917817989933,0.04408096722843652,0.32284602882001184,0.677153971178956,1.8225806451612903,43,834,60.0,374.0,0.9999999999989678,9.985138467090257e-13,0.9870855646906362,1.2476191680738382,0.8225806451612903,0.17284602882001185,0.2195355592670204,0.328921531449764,0.28845709071678444,0.17284602882001185
dense_bx_near_dy4,3,16,0.06,7,7,14,11,58,7,7,4,2,clear,55,827,386,12000,ok,0.16714897623000208,0.4939812036691323,0.3268322274391302,0.0016867325201413382,0.0008332141605672872,0.00028193561391547605,0.08397208803333092,0.015077066033147813,0.04410938336675854,0.324185688270449,0.6758143117285208,1.7433035714285714,54,835,74.0,374.0,0.9999999999989698,9.973551830209472e-13,0.9062627935232713,1.1473896249547701,0.7433035714285714,0.17418568827044903,0.1828510237699979,0.39398120366913225,0.3168322274391302,0.17418568827044903
dense_bx_near_dy4,3,16,0.06,7,7,15,11,58,7,8,4,2,clear,68,825,393,12000,ok,0.20777679393405343,0.5565847574619511,0.34880796352789767,0.0014997043274457963,0.0008347125693560571,0.0003116037570057134,0.07647211168808865,0.016650066436605177,0.044189047330543914,0.32501929100466187,0.6749807089943116,1.6652173913043478,68,834,86.0,374.0,0.9999999999989735,9.9694645010849e-13,0.8245403619885825,1.0450679002548582,0.6652173913043478,0.17501929100466188,0.14222320606594654,0.45658475746195115,0.33880796352789766,0.14222320606594654
dense_bx_near_dy4,3,16,0.06,7,7,16,11,58,7,9,4,2,clear,83,823,400,12000,ok,0.25133497423270496,0.6148405336603175,0.3635055594276126,0.001361175755388056,0.0008369060278482782,0.00034211107340663974,0.0703021508066798,0.01826647813015938,0.04430561055657513,0.32560575767363886,0.6743942423253333,1.5927889713679746,83,834,97.5,374.0,0.9999999999989723,9.968566674720427e-13,0.7460132177462697,0.9457781938285212,0.5927889713679746,0.17560575767363887,0.09866502576729502,0.5148405336603176,0.3535055594276126,0.09866502576729502
dense_bx_near_dy4,3,16,0.06,7,7,17,11,58,7,10,4,2,clear,99,820,406,12000,ok,0.29723091576819016,0.6685762892930723,0.37134537352488217,0.0012559203895417025,0.0008396785936873014,0.0003732983675154223,0.06531385115229593,0.019918414883032972,0.04445278556263924,0.3260792200399116,0.67392077995906,1.5269709543568464,98,834,108.0,374.0,0.9999999999989716,9.96813292944439e-13,0.6718506066623954,0.8510504452543646,0.5269709543568464,0.17607922003991158,0.052769084231809815,0.5685762892930724,0.36134537352488216,0.052769084231809815
dense_bx_near_dy4,3,16,0.07,7,7,9,11,58,7,2,4,2,clear,16,739,305,12000,ok,0.03381145414026132,0.27776310331927434,0.24395164917901302,0.003795953755920601,0.0010543758953009614,0.00012834671633686214,0.11198370200924944,0.0069678168341811945,0.05578925456929692,0.26431093068487665,0.7356890693140963,2.145185185185185,16,740,20.0,317.5,0.999999999998973,9.992168107353512e-13,1.1696209435631761,1.4972568326824476,1.145185185185185,0.11431093068487666,0.31618854585973866,0.17776310331927433,0.233951649179013,0.11431093068487666
dense_bx_near_dy4,3,16,0.07,7,7,10,11,58,7,3,4,2,clear,20,739,312,12000,ok,0.04439177590736138,0.3078286997837928,0.2634369238764314,0.0033641103922166064,0.0010355697279651832,0.0001493388346589052,0.10943703439514375,0.00809013057203053,0.05479437522151073,0.27793892714283797,0.7220610728561345,2.102189781021898,20,740,25.0,317.5,0.9999999999989724,9.988168805179173e-13,1.1610040820341605,1.4822654393057122,1.102189781021898,0.12793892714283797,0.3056082240926386,0.2078286997837928,0.2534369238764314,0.12793892714283797
dense_bx_near_dy4,3,16,0.07,7,7,11,11,58,7,4,4,2,clear,26,739,320,12000,ok,0.059972465892874596,0.35579137575446906,0.2958189098615945,0.0028807170183406073,0.0010249342711147167,0.00017276370312945547,0.10594735287246146,0.009341082507528301,0.05423188437688634,0.2859354734591062,0.7140645265398675,2.048640915593705,25,741,32.5,317.0,0.9999999999989735,9.983392104566722e-13,1.1283821528908289,1.4406468588884689,1.048640915593705,0.1359354734591062,0.2900275341071254,0.2557913757544691,0.2858189098615945,0.1359354734591062
dense_bx_near_dy4,3,16,0.07,7,7,12,11,58,7,5,4,2,clear,33,739,327,12000,ok,0.08086181199488787,0.41568852139717744,0.33482670940228954,0.002452420693299811,0.0010194431318416393,0.0001983071810339819,0.10156015830955593,0.01070335080469372,0.05394168633901403,0.2904650067354635,0.7095349932635077,1.9776847977684797,32,741,41.5,317.0,0.9999999999989713,9.986473430916669e-13,1.0733269899225202,1.3722658953350395,0.9776847977684797,0.1404650067354635,0.26913818800511213,0.3156885213971774,0.3248267094022895,0.1404650067354635
dense_bx_near_dy4,3,16,0.07,7,7,13,11,58,7,6,4,2,clear,41,738,333,12000,ok,0.1070387626642681,0.4822630515746427,0.3752242889103746,0.0021088850086819423,0.0010170373197069705,0.0002257324419305394,0.09637870963788833,0.012164469474409894,0.053814497135626964,0.292991786239497,0.7070082137594785,1.897018970189702,41,741,52.0,317.0,0.9999999999989756,9.976236003493592e-13,1.004506979455943,1.2870449109036721,0.897018970189702,0.14299178623949702,0.24296123733573188,0.3822630515746427,0.3652242889103746,0.14299178623949702
dense_bx_near_dy4,3,16,0.07,7,7,14,11,58,7,7,4,2,clear,52,737,340,12000,ok,0.13805417162758993,0.5506288069701709,0.412574635342581,0.00184597583130835,0.0010164474696890862,0.00025484466423582596,0.09032544310061136,0.013713444760404567,0.0537835232640059,0.294416495921946,0.705583504077027,1.8205804749340369,51,741,62.0,317.0,0.9999999999989729,9.981156583353786e-13,0.9327831796654624,1.1984136266410732,0.8205804749340369,0.14441649592194603,0.21194582837241005,0.45062880697017094,0.402574635342581,0.14441649592194603
dense_bx_near_dy4,3,16,0.07,7,7,15,11,58,7,8,4,2,clear,63,737,346,12000,ok,0.17313693929392854,0.6167332835299731,0.4435963442360446,0.0016489385077337925,0.0010169552602136759,0.00028549216631292674,0.08290426881141352,0.01534263578690657,0.05381110053000878,0.29526217470613425,0.7047378252928373,1.74293059125964,63,741,72.0,317.0,0.9999999999989716,9.99418750073951e-13,0.8578709663461309,1.1048940179017377,0.74293059125964,0.14526217470613426,0.17686306070607144,0.5167332835299732,0.4335963442360446,0.14526217470613426
dense_bx_near_dy4,3,16,0.07,7,7,16,11,58,7,9,4,2,clear,76,735,352,12000,ok,0.21160178461378262,0.6785320726249022,0.4669302880111196,0.0015005570210046692,0.0010181760655541472,0.0003175205435593293,0.07670057153373147,0.017043417569203575,0.05387585732620935,0.2958199822447861,0.704180017754188,1.6687578419071518,76,741,81.5,317.0,0.9999999999989743,9.970401334066552e-13,0.7838880002785511,1.0115754733897784,0.6687578419071518,0.14581998224478612,0.13839821538621735,0.5785320726249022,0.45693028801111957,0.13839821538621735
dense_bx_near_dy4,3,16,0.07,7,7,17,11,58,7,10,4,2,clear,90,734,358,12000,ok,0.25297849245916315,0.7355648755470866,0.48258638308792345,0.0013865921007875524,0.0010199284460503694,0.000350777979313019,0.07154452429881658,0.018807616890870574,0.05396922069621424,0.2962456225258576,0.703754377473115,1.5995085995085996,90,741,90.0,317.0,0.9999999999989726,9.989711123911336e-13,0.7124344122268624,0.9204579413988625,0.5995085995085996,0.14624562252585763,0.09702150754083683,0.6355648755470866,0.47258638308792345,0.09702150754083683
dense_bx_near_dy4,3,16,0.08,7,7,9,11,58,7,2,4,2,clear,16,664,273,12000,ok,0.027148393550026427,0.3227790209907916,0.2956306274407652,0.00388227408571961,0.0012531166286064961,0.000105397504748185,0.11292192390322772,0.005798149212007563,0.0662671331881409,0.23835274436342438,0.7616472556355556,2.2112436115843273,16,665,18.5,275.0,0.99999999999898,9.958654506357409e-13,1.1581108299549248,1.5011723432750097,1.2112436115843273,0.08835274436342438,0.32285160644997357,0.22277902099079158,0.2856306274407652,0.08835274436342438
dense_bx_near_dy4,3,16,0.08,7,7,10,11,58,7,3,4,2,clear,20,664,280,12000,ok,0.03566805137402618,0.3513771736716694,0.3157091222976432,0.003500036321418394,0.0012298328703681818,0.00012483947532330886,0.11242606927870274,0.006846547927429269,0.0650359892429056,0.25271751615181226,0.7472824838471651,2.1677852348993287,19,665,23.0,275.0,0.9999999999989775,9.986889707960378e-13,1.1554363790811708,1.4925788916277662,1.1677852348993287,0.10271751615181227,0.3143319486259738,0.25137717367166934,0.3057091222976432,0.10271751615181227
dense_bx_near_dy4,3,16,0.08,7,7,11,11,58,7,4,4,2,clear,25,664,286,12000,ok,0.04828335414178892,0.39987779459211836,0.35159444045032945,0.0030413539200025326,0.0012161698981047067,0.00014684676839000026,0.1085310690238336,0.008029884153588856,0.06431364338072038,0.26129131467619476,0.738708685322785,2.1018062397372743,25,665,29.5,275.0,0.9999999999989798,9.96019449975253e-13,1.1227644791655278,1.4494007777606848,1.1018062397372743,0.11129131467619477,0.30171664585821106,0.2998777945921184,0.34159444045032944,0.11129131467619477
dense_bx_near_dy4,3,16,0.08,7,7,12,11,58,7,5,4,2,clear,32,664,292,12000,ok,0.0653345759730823,0.46119338543089916,0.3958588094578169,0.00262077805120738,0.001208685501899326,0.00017122742269519515,0.10567037992549258,0.00933848963670572,0.06391812837418472,0.2662081002987423,0.7337918997002352,2.0353130016051364,31,665,37.0,274.5,0.9999999999989774,9.981767985985269e-13,1.0771184431882133,1.3925999968276663,1.0353130016051364,0.11620810029874232,0.2846654240269177,0.3611933854308992,0.38585880945781686,0.11620810029874232
dense_bx_near_dy4,3,16,0.08,7,7,13,11,58,7,6,4,2,clear,39,664,299,12000,ok,0.08693751063657988,0.5295320805891747,0.4425945699525948,0.0022754895271231536,0.0012049447036564006,0.0001978253949676953,0.10064559814773422,0.010763668367053477,0.06372070846105003,0.26896036403031887,0.7310396359686573,1.9593114241001566,39,665,45.0,274.5,0.9999999999989762,9.986237846882384e-13,1.0178551653301444,1.3193618134757017,0.9593114241001566,0.11896036403031887,0.2630624893634201,0.4295320805891747,0.43259456995259477,0.11896036403031887
dense_bx_near_dy4,3,16,0.08,7,7,14,11,58,7,7,4,2,clear,49,664,304,12000,ok,0.11294662040537445,0.6000231819705227,0.4870765615651483,0.002005593478406962,0.0012034025806530741,0.0002265250052931257,0.09592982014709817,0.012298392964907659,0.06363969891467819,0.27049206551505206,0.7295079344839263,1.8780487804878048,49,665,53.5,274.5,0.9999999999989783,9.96102375087263e-13,0.9503995715981098,1.2356653226616265,0.8780487804878048,0.12049206551505207,0.23705337959462552,0.5000231819705228,0.47707656156514827,0.12049206551505207
dense_bx_near_dy4,3,16,0.08,7,7,15,11,58,7,8,4,2,clear,59,663,310,12000,ok,0.14297445772776082,0.6687670781142186,0.5257926203864578,0.0017990523209723975,0.0012031469640713137,0.00025721853001489805,0.08901240096383065,0.013936905322301548,0.06362621832454984,0.2713661010915038,0.7286338989074723,1.8035714285714286,59,665,61.5,274.5,0.999999999998976,9.98827952524307e-13,0.883164457232429,1.1521411787690041,0.8035714285714286,0.12136610109150378,0.20702554227223915,0.5687670781142187,0.5157926203864578,0.12136610109150378
dense_bx_near_dy4,3,16,0.08,7,7,16,11,58,7,9,4,2,clear,71,663,315,12000,ok,0.176605456542601,0.7335162226754234,0.5569107661328223,0.0016409628994414345,0.0012036729075487916,0.00028980300202532483,0.08297113008399618,0.01567378141278046,0.0636548808466958,0.27190456983798594,0.7280954301609893,1.7267441860465116,71,665,69.5,274.5,0.9999999999989753,9.974791298114752e-13,0.8131291938856728,1.063884856704667,0.7267441860465116,0.12190456983798595,0.17339454345739896,0.6335162226754234,0.5469107661328223,0.12190456983798595
dense_bx_near_dy4,3,16,0.08,7,7,17,11,58,7,10,4,2,clear,83,662,321,12000,ok,0.21350547595825253,0.7935371855069866,0.5800317095487341,0.0015181598588261814,0.0012047163015226122,0.00032413544323939736,0.0776155583546561,0.01750034865239208,0.06371043606063075,0.27228512557828377,0.7277148744206969,1.6628571428571428,83,665,75.5,274.5,0.9999999999989808,9.963172035442427e-13,0.7484505324585051,0.982159766404847,0.6628571428571428,0.12228512557828378,0.13649452404174744,0.6935371855069866,0.5700317095487341,0.12228512557828378
dense_bx_near_dy4,3,16,0.09,7,7,9,11,58,7,2,4,2,clear,16,602,248,12000,ok,0.02156902065568399,0.36695306297383823,0.3453840423181542,0.003956282045826116,0.001451769814704296,8.53331291661352e-05,0.11328224289067597,0.00478067698314477,0.07672076899686095,0.21667799889400707,0.783322001104973,2.2615384615384615,15,603,17.5,242.5,0.9999999999989799,9.97097474867689e-13,1.1432840428944329,1.4989161955389587,1.2615384615384615,0.06667799889400708,0.328430979344316,0.26695306297383825,0.3353840423181542,0.06667799889400708
dense_bx_near_dy4,3,16,0.09,7,7,10,11,58,7,3,4,2,clear,19,603,254,12000,ok,0.02837719375333716,0.392704174473625,0.36432698072028785,0.003626155095563188,0.0014240062433164705,0.00010290010572644741,0.11267438706096232,0.0057390226949254365,0.07525487045356545,0.23171059703450272,0.7682894029644791,2.2163187855787476,19,603,21.0,242.5,0.9999999999989819,9.967754102388488e-13,1.144999359250942,1.49466161508864,1.2163187855787476,0.08171059703450273,0.32162280624666284,0.29270417447362496,0.35432698072028784,0.08171059703450273
dense_bx_near_dy4,3,16,0.09,7,7,11,11,58,7,4,4,2,clear,24,603,259,12000,ok,0.038513652290371264,0.44033280084021525,0.401819148549844,0.0031959061764511246,0.0014072623178992669,0.00012308601923248852,0.11052746896060459,0.006834959851368979,0.07437006863159341,0.24084689787322797,0.759153102125751,2.1524163568773234,24,603,26.5,242.5,0.9999999999989789,9.994735133552032e-13,1.1192928997215503,1.459561132199449,1.1524163568773234,0.09084689787322797,0.3114863477096287,0.3403328008402152,0.391819148549844,0.09084689787322797
dense_bx_near_dy4,3,16,0.09,7,7,12,11,58,7,5,4,2,clear,30,603,265,12000,ok,0.05232741870566099,0.5016599232320083,0.44933250452634727,0.002786247185813406,0.001397748549340552,0.0001457971231095277,0.10714655237929145,0.008066180553252063,0.07386744339850565,0.24616476198642157,0.7538352380125586,2.0836363636363635,30,603,32.5,242.5,0.9999999999989801,9.975524035649842e-13,1.0784596978091232,1.4080876475398392,1.0836363636363635,0.09616476198642157,0.297672581294339,0.4016599232320083,0.43933250452634726,0.09616476198642157
dense_bx_near_dy4,3,16,0.09,7,7,13,11,58,7,6,4,2,clear,38,603,270,12000,ok,0.07004929003194556,0.5705374859265447,0.5004881958945991,0.002441012627572085,0.0013926892076499265,0.00017099120152043847,0.10566837804278055,0.009426971287127278,0.07360035592532779,0.2491673507461796,0.7508326492528009,2.00354609929078,38,603,39.5,242.5,0.9999999999989805,9.984521078556392e-13,1.0232081232641566,1.3392240666254112,1.00354609929078,0.0991673507461796,0.27995070996805443,0.47053748592654476,0.49048819589459913,0.0991673507461796
dense_bx_near_dy4,3,16,0.09,7,7,14,11,58,7,7,4,2,clear,46,603,276,12000,ok,0.09172993040032808,0.6421387136160903,0.5504087832157623,0.002165061150506821,0.0013902695820866224,0.0001986009086484449,0.10051859419453847,0.010915104844633228,0.07347292795464692,0.25083177877443097,0.7491682212245506,1.9306759098786828,46,603,46.0,242.5,0.9999999999989815,9.961676743052782e-13,0.9659249152553071,1.2687226726844698,0.9306759098786828,0.10083177877443097,0.2582700695996719,0.5421387136160903,0.5404087832157622,0.10083177877443097
dense_bx_near_dy4,3,16,0.09,7,7,15,11,58,7,8,4,2,clear,56,602,281,12000,ok,0.11724719606726423,0.7126259168536427,0.5953787207863785,0.001949674226049218,0.0013893883829042403,0.00022859383624888432,0.0949053295029671,0.012526746659150864,0.07342581967231235,0.2517558348906756,0.7482441651083047,1.8513513513513513,55,603,53.5,242.5,0.9999999999989804,9.994259671829128e-13,0.9017266137301464,1.188711194369455,0.8513513513513513,0.1017558348906756,0.23275280393273573,0.6126259168536428,0.5853787207863785,0.1017558348906756
dense_bx_near_dy4,3,16,0.09,7,7,16,11,58,7,9,4,2,clear,66,602,286,12000,ok,0.1463798164432704,0.7795164763868254,0.6331366599435551,0.0017823872629173063,0.0013894002387460568,0.0002609055203766584,0.0887718476414231,0.014258746534843455,0.07342724994616949,0.25229069407819726,0.7477093059207798,1.7781456953642385,66,603,59.5,242.5,0.999999999998977,9.983443305370384e-13,0.8383005355069976,1.1092614846669235,0.7781456953642385,0.10229069407819727,0.2036201835567296,0.6795164763868254,0.623136659943555,0.10229069407819727
dense_bx_near_dy4,3,16,0.09,7,7,17,11,58,7,10,4,2,clear,76,602,291,12000,ok,0.17897741014434898,0.8419961850180492,0.6630187748737002,0.0016507832675491452,0.0013899532135680098,0.00029545291393557195,0.08326682009280297,0.016106180396879822,0.07345747009106667,0.25263577734417086,0.7473642226548093,1.7110389610389611,76,603,65.5,242.5,0.9999999999989801,9.974387424852585e-13,0.7763436458583606,1.0310591061026073,0.7110389610389611,0.10263577734417087,0.171022589855651,0.7419961850180492,0.6530187748737002,0.10263577734417087
dense_bx_near_dy4,3,16,0.1,7,7,9,11,58,7,2,4,2,clear,15,551,227,12000,ok,0.01695427673765026,0.4093002311331661,0.39234595439551584,0.004025170698583455,0.0016475032972806556,6.824385794006492e-05,0.1111011455644521,0.003916220774381811,0.08699924319969204,0.1982161768041972,0.8017838231947841,2.3053763440860213,15,551,16.0,216.5,0.9999999999989814,9.972289668866597e-13,1.1291025164772979,1.4960751992099484,1.3053763440860213,0.04821617680419721,0.3330457232623497,0.30930023113316607,0.38234595439551583,0.04821617680419721
dense_bx_near_dy4,3,16,0.1,7,7,10,11,58,7,3,4,2,clear,19,551,232,12000,ok,0.022358216019753314,0.4310516000016139,0.4086933839818606,0.0037473884009366514,0.001615317766051233,8.37849193780596e-05,0.11451778807389659,0.004776938289451772,0.08529967083598523,0.21385103145285894,0.7861489685461218,2.2494714587737845,19,551,20.0,216.5,0.9999999999989806,9.974846664339355e-13,1.1300495187978885,1.4890048350997334,1.2494714587737845,0.06385103145285895,0.3276417839802467,0.33105160000161393,0.3986933839818606,0.06385103145285895
dense_bx_near_dy4,3,16,0.1,7,7,11,11,58,7,4,4,2,clear,24,551,237,12000,ok,0.03046907366002497,0.4769126399636708,0.4464435663036458,0.0033453607548424606,0.0015954448292227763,0.00010193004325865167,0.1140763964271005,0.005777310303955564,0.08425019072998412,0.22353283272674118,0.7764671672722424,2.190871369294606,23,551,24.0,217.0,0.9999999999989834,9.955230170167235e-13,1.112045277034842,1.4631447275016018,1.190871369294606,0.07353283272674119,0.319530926339975,0.37691263996367075,0.4364435663036458,0.07353283272674119
dense_bx_near_dy4,3,16,0.1,7,7,12,11,58,7,5,4,2,clear,29,551,242,12000,ok,0.04161006474049595,0.5371930602661557,0.4955829955256597,0.0029483649738518284,0.0015838412030850077,0.00012268165744058523,0.110048968010999,0.006916691936833667,0.08363743991552562,0.2292627260850365,0.7707372739139451,2.1176470588235294,29,551,29.5,217.0,0.9999999999989817,9.984754027818623e-13,1.0741554419038022,1.4144353777413907,1.1176470588235294,0.07926272608503651,0.30838993525950403,0.4371930602661557,0.4855829955256597,0.07926272608503651
dense_bx_near_dy4,3,16,0.1,7,7,13,11,58,7,6,4,2,clear,36,551,247,12000,ok,0.05607406291749831,0.6055934288904579,0.5495193659729596,0.002604773009346176,0.0015774334182112673,0.0001460602056118789,0.10812678626862686,0.008195238046822328,0.0832991974264315,0.23253910542957335,0.7674608945694067,2.0436507936507935,36,551,35.0,217.0,0.9999999999989801,9.994344287160471e-13,1.0272972189473368,1.3560922398183735,1.0436507936507935,0.08253910542957335,0.2939259370825017,0.5055934288904579,0.5395193659729596,0.08253910542957335
dense_bx_near_dy4,3,16,0.1,7,7,14,11,58,7,7,4,2,clear,44,551,252,12000,ok,0.07405146238669857,0.6773525748826239,0.6033011124959253,0.0023239788619192937,0.0015741530660938236,0.00017209403328089914,0.10510961901345582,0.00961345383897189,0.08312627560176579,0.23436263689388437,0.7656373631050978,1.9651162790697674,44,551,41.0,217.0,0.9999999999989821,9.971127140066856e-13,0.9723244077862382,1.2878465335231999,0.9651162790697674,0.08436263689388437,0.2759485376133014,0.5773525748826239,0.5933011124959253,0.08436263689388437
dense_bx_near_dy4,3,16,0.1,7,7,15,11,58,7,8,4,2,clear,52,551,257,12000,ok,0.09558505642858117,0.7486176639300226,0.6530326075014414,0.0021008068032910767,0.0015727010814480644,0.0002008057368381248,0.09942884668027384,0.011171543745164658,0.0830500946547418,0.23536082104403228,0.764639178954949,1.8937381404174574,52,551,46.5,217.0,0.9999999999989814,9.956742082748902e-13,0.9169259015206398,1.219429211564176,0.8937381404174574,0.08536082104403228,0.2544149435714188,0.6486176639300226,0.6430326075014414,0.08536082104403228
dense_bx_near_dy4,3,16,0.1,7,7,16,11,58,7,9,4,2,clear,62,551,261,12000,ok,0.12064797409280145,0.8169387181767114,0.6962907440839099,0.0019246249713908918,0.0015723006570989649,0.00023220210368672705,0.09426301216308051,0.01286822475028017,0.08302964777520096,0.2359115775746452,0.7640884224243347,1.821561338289963,61,551,52.0,217.0,0.9999999999989799,9.996001568124028e-13,0.8584197636030472,1.1463903227446697,0.8215613382899629,0.08591157757464521,0.22935202590719853,0.7169387181767114,0.6862907440839099,0.08591157757464521
dense_bx_near_dy4,3,16,0.1,7,7,17,11,58,7,10,4,2,clear,71,550,266,12000,ok,0.14917099602053868,0.8811326789492723,0.7319616829287336,0.0017846486291941016,0.0015725122276249452,0.00026621781356357313,0.08877297809759714,0.014701097978935079,0.08303984090782718,0.23623542157204594,0.7637645784269332,1.7550274223034734,71,551,56.5,217.0,0.9999999999989793,9.987896061109876e-13,0.8007218713880518,1.0738704123094502,0.7550274223034734,0.08623542157204594,0.2008290039794613,0.7811326789492723,0.7219616829287336,0.08623542157204594
