Wy,bx,kappa_c2o,kappa_o2c,start_x,start_y,start_dx,start_dy,target_x,target_y,start_in_corridor,phase,t_peak1,t_valley,t_peak2,valley_over_max,peak_balance,sep_peaks,absorbed_mass,survival_tail
16,-0.08,0.002,0.002,27,1,20,-6,58,7,0,1,876,1709,2161,0.3204080930160118,0.36574436744206584,0.6574571501662829,0.859336653274096,0.14066334672580702
16,-0.08,0.002,0.002,28,1,21,-6,58,7,0,1,889,1723,2173,0.3232262835840699,0.3675456192525761,0.655269201326869,0.8586236225719895,0.1413763774279149
16,-0.08,0.002,0.002,29,1,22,-6,58,7,0,1,902,1738,2184,0.3260202318292167,0.3693265573700767,0.6525833545431408,0.8579080618346779,0.1420919381652213
16,-0.08,0.002,0.002,30,1,23,-6,58,7,0,1,915,1752,2196,0.3287890728459073,0.3710874477480832,0.650253807106599,0.8571900325403585,0.14280996745954133
16,-0.08,0.002,0.002,31,1,24,-6,58,7,0,1,929,1767,2207,0.33153097625794836,0.37282801366037716,0.6472524689794885,0.8564696104307075,0.14353038956918968
16,-0.08,0.002,0.002,32,1,25,-6,58,7,0,1,942,1781,2219,0.33424464445608765,0.37454850281865476,0.6451124021217479,0.855746899101469,0.14425310089843188
16,-0.08,0.002,0.002,33,1,26,-6,58,7,0,1,955,1796,2230,0.3369288554394714,0.3762486933096476,0.6423173803526449,0.8550220481609477,0.1449779518389494
16,-0.08,0.002,0.002,34,1,27,-6,58,7,0,1,968,1810,2242,0.3395819326927024,0.37792842412453587,0.640361899974868,0.8542952788990994,0.14570472110079905
16,-0.08,0.002,0.002,35,1,28,-6,58,7,0,1,981,1825,2253,0.3422022942917864,0.3795870212816792,0.6377538230132865,0.8535669215979969,0.14643307840189945
16,-0.08,0.002,0.002,36,1,29,-6,58,7,0,1,994,1839,2265,0.34478815960104764,0.38122394281597616,0.6356589147286822,0.8528374704389643,0.14716252956093478
16,-0.08,0.002,0.002,37,1,30,-6,58,7,0,1,1007,1854,2276,0.34733707671847314,0.382838003750766,0.6332335329341318,0.8521076646745557,0.14789233532534185
16,-0.08,0.002,0.002,38,1,31,-6,58,7,0,1,1020,1869,2288,0.34984694640307995,0.3844281029554134,0.6311597809855649,0.8513786086831189,0.1486213913167739
16,-0.08,0.002,0.002,39,1,32,-6,58,7,0,1,1033,1883,2299,0.35231435955007645,0.385992361886199,0.6287558976905885,0.8506519491494328,0.14934805085046235
16,-0.08,0.002,0.002,40,1,33,-6,58,7,0,1,1046,1898,2311,0.3547360208832482,0.38752889579631145,0.6268582755203171,0.8499301353981117,0.15006986460178656
16,-0.08,0.002,0.002,41,1,34,-6,58,7,0,1,1059,1912,2322,0.35710782549465186,0.38903498750541077,0.6244746600741656,0.8492167991800171,0.15078320081987745
16,-0.08,0.002,0.002,42,1,35,-6,58,7,0,1,1072,1927,2334,0.35942462696731187,0.39050784570622804,0.6225949679329058,0.8485173026474231,0.15148269735247571
16,-0.08,0.002,0.002,43,1,36,-6,58,7,0,1,1085,1942,2345,0.3616816751381008,0.3919441425799416,0.6202313561407826,0.8478395156027616,0.152160484397129
16,-0.08,0.002,0.002,44,1,37,-6,58,7,0,1,1098,1956,2357,0.3638729424885764,0.39334072854281493,0.6183693516699411,0.8471948882968116,0.15280511170308242
16,-0.08,0.002,0.002,45,1,38,-6,58,7,0,1,1111,1970,2368,0.36599415794051465,0.3946953610027943,0.6161764705882353,0.8465998657756262,0.1534001342242677
16,-0.08,0.002,0.002,46,1,39,-6,58,7,0,1,1124,1985,2379,0.3680422178617386,0.3960077734943223,0.6138420151626315,0.8460776008394211,0.15392239916047085
16,-0.08,0.002,0.002,47,1,40,-6,58,7,0,1,134,463,1137,0.04670433511950962,0.08891928677690761,0.34868764123066226,0.8456596691515481,0.1543403308483498
16,-0.08,0.002,0.002,48,1,41,-6,58,7,0,1,115,476,1149,0.047589346880730285,0.12584573115192027,1.9237209302325582,0.8453868695847024,0.15461313041519156
16,-0.08,0.002,0.002,49,1,42,-6,58,7,0,2,99,489,1161,0.048478455116269935,0.18640541142466932,2.0762463343108504,0.8453068022514404,0.15469319774845333
16,-0.08,0.002,0.002,50,1,43,-6,58,7,0,2,86,501,1174,0.04937789091872191,0.28530021019426605,2.1847389558232932,0.845463011166706,0.1545369888331894
16,-0.08,0.002,0.002,51,1,44,-6,58,7,0,2,74,513,1186,0.050295084408138485,0.44652920387479933,2.2763561924257933,0.8458648407509423,0.15413515924895393
16,-0.08,0.002,0.002,52,1,45,-6,58,7,0,2,64,525,1197,0.05123830514577282,0.7082097667007762,2.3481865284974095,0.8464172587181906,0.15358274128170862
16,-0.08,0.002,0.002,53,1,46,-6,58,7,0,2,55,536,1209,0.04633362921664631,0.8874483958065843,2.414225941422594,0.8467759647767198,0.15322403522317407
16,-0.08,0.002,0.002,54,1,47,-6,58,7,0,2,48,548,1221,0.029998643023174874,0.5640088714704995,2.4694736842105263,0.8460995833457684,0.1539004166541291
16,-0.08,0.002,0.002,55,1,48,-6,58,7,0,2,43,558,1231,0.020040962810589615,0.3722388357240177,2.516949152542373,0.8489927148506706,0.15100728514922532
16,-0.08,0.002,0.002,56,1,49,-6,58,7,0,2,39,568,1243,0.014364313904873298,0.2631853032933555,2.5535524920466597,0.849617293373666,0.15038270662623904
16,-0.08,0.002,0.002,57,1,50,-6,58,7,0,2,36,578,1254,0.011138765500917847,0.2018360237336281,2.5859872611464967,0.8504509327184473,0.14954906728145687
16,-0.08,0.002,0.002,58,1,51,-6,58,7,0,2,34,580,1256,0.008764656630179371,0.16093102711441032,2.627956989247312,0.8761610429714186,0.12383895702849335
16,-0.08,0.002,0.002,59,1,52,-6,58,7,0,1,33,585,1260,0.007799773665811307,0.1430266374391676,2.6415500538213132,0.8788228794313788,0.12117712056853511
16,-0.08,0.002,0.002,0,2,-7,-5,58,7,0,1,584,1403,1901,0.2525986513094638,0.31662907917817645,0.7232289950576606,0.8740686713885125,0.12593132861139628
16,-0.08,0.002,0.002,1,2,-6,-5,58,7,0,1,585,1406,1901,0.2561029548230691,0.31811240557969694,0.7191256830601093,0.8730723101952433,0.12692768980466923
16,-0.08,0.002,0.002,2,2,-5,-5,58,7,0,1,584,1408,1901,0.25930838671625656,0.3196348787341946,0.7165397170837867,0.8722738612252259,0.1277261387746872
16,-0.08,0.002,0.002,3,2,-4,-5,58,7,0,1,583,1409,1900,0.2619133784776786,0.32113836583958133,0.7136277431590355,0.8717735146410446,0.12822648535886466
16,-0.08,0.002,0.002,4,2,-3,-5,58,7,0,1,585,1411,1901,0.26359449874164514,0.3225701075885664,0.7115436604487699,0.8716715058872602,0.12832849411264946
16,-0.08,0.002,0.002,5,2,-2,-5,58,7,0,1,593,1422,1909,0.2678253013571645,0.32526225632929795,0.7075268817204301,0.8705986986794547,0.12940130132045685
16,-0.08,0.002,0.002,6,2,-1,-5,58,7,0,1,603,1429,1918,0.26738652686058123,0.32619889089617293,0.708131394722671,0.8711089702733901,0.12889102972652272
16,-0.08,0.002,0.002,7,2,0,-5,58,7,0,1,615,1439,1929,0.2677564874009257,0.3274822805103713,0.7077834635065985,0.8712984388267259,0.12870156117318324
16,-0.08,0.002,0.002,8,2,1,-5,58,7,0,1,628,1450,1940,0.2688412740412528,0.3290312377811806,0.7061356297093649,0.8712231348402585,0.12877686515965328
16,-0.08,0.002,0.002,9,2,2,-5,58,7,0,1,641,1462,1952,0.2704826745103356,0.33076890407452814,0.7044599677592692,0.870956114165331,0.12904388583457904
16,-0.08,0.002,0.002,10,2,3,-5,58,7,0,1,654,1474,1963,0.2725359551232987,0.33263577072901285,0.7020648967551623,0.8705561671137712,0.12944383288613528
16,-0.08,0.002,0.002,11,2,4,-5,58,7,0,1,667,1487,1975,0.2748847846229488,0.3345872615312474,0.6994652406417112,0.8700654669589184,0.12993453304098604
16,-0.08,0.002,0.002,12,2,5,-5,58,7,0,1,680,1501,1987,0.27744136193149577,0.3365904054875914,0.6972526006935182,0.8695130004064945,0.13048699959341126
16,-0.08,0.002,0.002,13,2,6,-5,58,7,0,1,693,1514,1999,0.28014144376849126,0.33862165859701776,0.6948656557595105,0.8689183492387256,0.1310816507611815
16,-0.08,0.002,0.002,14,2,7,-5,58,7,0,1,706,1528,2011,0.2829391787660268,0.34066448690841955,0.6923076923076923,0.8682946515470582,0.13170534845284898
16,-0.08,0.002,0.002,15,2,8,-5,58,7,0,1,719,1541,2022,0.2858012969390343,0.3427075480307958,0.6892356519439302,0.8676507001319864,0.13234929986792113
16,-0.08,0.002,0.002,16,2,9,-5,58,7,0,1,732,1555,2034,0.2887049553902003,0.34474317170149715,0.6868900026378264,0.8669923750975486,0.13300762490235962
16,-0.08,0.002,0.002,17,2,10,-5,58,7,0,1,745,1569,2046,0.29163370364316843,0.3467658615376118,0.6841966868261898,0.8663236080146985,0.13367639198521206
16,-0.08,0.002,0.002,18,2,11,-5,58,7,0,1,758,1582,2057,0.29457557160810616,0.3487723040498101,0.6811746198217095,0.8656470275216723,0.13435297247823283
16,-0.08,0.002,0.002,19,2,12,-5,58,7,0,1,772,1596,2069,0.2975214412152215,0.3507597422908467,0.6781699346405229,0.864964390990443,0.13503560900946254
16,-0.08,0.002,0.002,20,2,13,-5,58,7,0,1,785,1610,2080,0.3004653998265045,0.35272695674026555,0.6751824817518248,0.8642768731280972,0.13572312687180627
16,-0.08,0.002,0.002,21,2,14,-5,58,7,0,1,798,1624,2092,0.3034026495281139,0.3546734157026365,0.6727319989602287,0.8635852590099637,0.13641474098993744
16,-0.08,0.002,0.002,22,2,15,-5,58,7,0,1,811,1638,2103,0.30632937126009946,0.3565983699249323,0.6697770865733541,0.8628900732842112,0.13710992671569622
16,-0.08,0.002,0.002,23,2,16,-5,58,7,0,1,824,1652,2115,0.309242502988532,0.3585020325468943,0.6675284384694933,0.8621916667600402,0.13780833323986433
16,-0.08,0.002,0.002,24,2,17,-5,58,7,0,1,837,1667,2127,0.31213937398145386,0.36038402227245003,0.6651198762567672,0.8614902745771266,0.13850972542277634
16,-0.08,0.002,0.002,25,2,18,-5,58,7,0,1,850,1681,2138,0.31501780348022407,0.36224489557791034,0.6623810748264335,0.8607860554863633,0.1392139445135374
16,-0.08,0.002,0.002,26,2,19,-5,58,7,0,1,863,1695,2150,0.3178760634955257,0.36408448889863404,0.6601692741728649,0.8600791186750794,0.1399208813248232
16,-0.08,0.002,0.002,27,2,20,-5,58,7,0,1,876,1709,2161,0.3207125196999049,0.36590338833329117,0.6572890025575447,0.8593695425295924,0.14063045747030942
16,-0.08,0.002,0.002,28,2,21,-5,58,7,0,1,889,1724,2173,0.32352538780246726,0.3677015299097116,0.6551020408163265,0.8586573884078946,0.1413426115920014
16,-0.08,0.002,0.002,29,2,22,-5,58,7,0,1,902,1738,2184,0.3263132814426102,0.3694793729372484,0.6525833545431408,0.8579427116780352,0.14205728832186681
16,-0.08,0.002,0.002,30,2,23,-5,58,7,0,1,915,1752,2196,0.32907515769360396,0.3712368300485401,0.650088809946714,0.8572255718290118,0.14277442817088493
16,-0.08,0.002,0.002,31,2,24,-5,58,7,0,1,929,1767,2207,0.33180875030329504,0.37297380466458735,0.6470886075949367,0.8565060433070295,0.14349395669287068
16,-0.08,0.002,0.002,32,2,25,-5,58,7,0,1,942,1781,2219,0.33451372001871277,0.3746904150539395,0.6449494949494949,0.855784228843627,0.14421577115627024
16,-0.08,0.002,0.002,33,2,26,-5,58,7,0,1,955,1796,2230,0.33718806823447295,0.3763865772298394,0.6423173803526449,0.8550602774413951,0.14493972255850246
16,-0.08,0.002,0.002,34,2,27,-5,58,7,0,1,968,1811,2242,0.33983096213961833,0.3780618857591676,0.640361899974868,0.8543344099269172,0.14566559007298172
16,-0.08,0.002,0.002,35,2,28,-5,58,7,0,1,981,1825,2253,0.34244009377301227,0.37971582713333896,0.637593984962406,0.8536069561831696,0.1463930438167251
16,-0.08,0.002,0.002,36,2,29,-5,58,7,0,1,994,1840,2265,0.34501430277862016,0.38134767977188616,0.6355,0.852878410011214,0.14712158998868108
16,-0.08,0.002,0.002,37,2,30,-5,58,7,0,1,1007,1854,2276,0.3475511148063181,0.38295638103043816,0.6330755799451234,0.8521495103038712,0.14785048969602604
16,-0.08,0.002,0.002,38,2,31,-5,58,7,0,1,1020,1869,2288,0.35004820947944204,0.3845407196855864,0.6311597809855649,0.8514213612033303,0.1485786387965651
16,-0.08,0.002,0.002,39,2,32,-5,58,7,0,1,1033,1883,2299,0.3525028613547924,0.38609891447529415,0.6285998013902682,0.8506956096310306,0.1493043903688653
16,-0.08,0.002,0.002,40,2,33,-5,58,7,0,1,1046,1898,2311,0.35491112051105134,0.3876290397293187,0.6267029972752044,0.8499747065733225,0.15002529342656984
16,-0.08,0.002,0.002,41,2,34,-5,58,7,0,1,1059,1913,2322,0.357269459161589,0.38912845981169086,0.6244746600741656,0.8492622892788773,0.1507377107210188
16,-0.08,0.002,0.002,42,2,35,-5,58,7,0,1,1072,1927,2334,0.3595728518274696,0.3905944052238353,0.6224414303329223,0.8485637351295676,0.15143626487032835
16,-0.08,0.002,0.002,43,2,36,-5,58,7,0,1,1085,1942,2345,0.3618163072984205,0.39202361965141624,0.6200787401574803,0.8478869530325757,0.15211304696732095
16,-0.08,0.002,0.002,44,2,37,-5,58,7,0,1,1098,1956,2357,0.3639944316618176,0.3934130298668197,0.6183693516699411,0.8472434897474109,0.15275651025248255
16,-0.08,0.002,0.002,45,2,38,-5,58,7,0,1,1111,1971,2368,0.366102751012328,0.3947604700434131,0.6160254839500122,0.8466500230707741,0.15334997692911967
16,-0.08,0.002,0.002,46,2,39,-5,58,7,0,1,1124,1985,2379,0.3681382022681496,0.39606581239331473,0.6138420151626315,0.8461302589377101,0.1538697410621803
16,-0.08,0.002,0.002,47,2,40,-5,58,7,0,1,131,464,1137,0.046810067013038616,0.09271764973361421,0.34960903562119894,0.8457170737191999,0.15428292628069173
16,-0.08,0.002,0.002,48,2,41,-5,58,7,0,1,113,477,1149,0.047670762517951215,0.13040482090880745,1.9382600561272216,0.8454542970295823,0.15454570297031509
16,-0.08,0.002,0.002,49,2,42,-5,58,7,0,2,97,489,1161,0.048543012460303986,0.19244018691987508,2.0842311459353575,0.8453965198734527,0.1546034801264402
16,-0.08,0.002,0.002,50,2,43,-5,58,7,0,2,83,501,1174,0.049432505929783384,0.2951411170931322,2.1907630522088355,0.8456031892272389,0.15439681077265738
16,-0.08,0.002,0.002,51,2,44,-5,58,7,0,2,71,513,1186,0.0503488823609548,0.4672640695315503,2.280163599182004,0.8461190215569742,0.1538809784429174
16,-0.08,0.002,0.002,52,2,45,-5,58,7,0,2,59,525,1197,0.05130604031964724,0.7604588422291859,2.3585492227979277,0.8469245003448727,0.15307549965502312
16,-0.08,0.002,0.002,53,2,46,-5,58,7,0,2,48,537,1209,0.041283154240344816,0.7890986420950433,2.4339622641509435,0.8478234530116282,0.15217654698827088
16,-0.08,0.002,0.002,54,2,47,-5,58,7,0,2,39,548,1221,0.024950003652681838,0.4674945743145536,2.5015873015873016,0.848209677577009,0.15179032242288934
16,-0.08,0.002,0.002,55,2,48,-5,58,7,0,2,32,559,1232,0.01534025110146048,0.2835872151648496,2.5668449197860963,0.8527335859534025,0.14726641404650223
16,-0.08,0.002,0.002,56,2,49,-5,58,7,0,2,27,570,1245,0.010462543936212041,0.19076304243734193,2.6137339055793993,0.8548421410720115,0.14515785892789285
16,-0.08,0.002,0.002,57,2,50,-5,58,7,0,1,25,580,1256,0.007876234912860663,0.14212286690150716,2.6473118279569894,0.8568159202439148,0.14318407975599137
16,-0.08,0.002,0.002,58,2,51,-5,58,7,0,1,22,582,1257,0.006027132750048166,0.11035635444325709,2.693565976008724,0.8825506391101181,0.11744936088979778
16,-0.08,0.002,0.002,59,2,52,-5,58,7,0,1,21,586,1262,0.005284242853323727,0.09667818157105271,2.7155361050328226,0.8855175338686724,0.11448246613124655
16,-0.08,0.002,0.002,0,3,-7,-4,58,7,0,1,569,1389,1887,0.2504334441429959,0.3148344080194464,0.7257709251101322,0.8747894406149012,0.12521055938500855
16,-0.08,0.002,0.002,1,3,-6,-4,58,7,0,1,568,1391,1887,0.25375008943584243,0.31618817953076056,0.7227397260273972,0.8738603181826932,0.12613968181721671
16,-0.08,0.002,0.002,2,3,-5,-4,58,7,0,1,565,1390,1884,0.2564999641786566,0.31738727901679054,0.7195853791598472,0.8732029458159953,0.12679705418391912
16,-0.08,0.002,0.002,3,3,-4,-4,58,7,0,1,560,1387,1880,0.258550625747096,0.3185067699008323,0.717976611367963,0.8728854612040554,0.12711453879585777
16,-0.08,0.002,0.002,4,3,-3,-4,58,7,0,1,561,1387,1879,0.26047964132403195,0.320193630811256,0.714944399240575,0.8728700186844428,0.12712998131546743
16,-0.08,0.002,0.002,5,3,-2,-4,58,7,0,1,576,1405,1894,0.26663995152324216,0.3244099658648442,0.7095558546433378,0.8714506678600971,0.12854933213981684
16,-0.08,0.002,0.002,6,3,-1,-4,58,7,0,1,593,1419,1908,0.26739780593121476,0.3262667181268068,0.7079407806191117,0.8716622505208008,0.12833774947911242
16,-0.08,0.002,0.002,7,3,0,-4,58,7,0,1,609,1432,1922,0.2682641672934589,0.3279149558168289,0.7066738428417654,0.8716552337791805,0.12834476622072896
16,-0.08,0.002,0.002,8,3,1,-4,58,7,0,1,624,1446,1936,0.2694921971757643,0.3295543194520472,0.7055660123689164,0.8714571837148924,0.12854281628501876
16,-0.08,0.002,0.002,9,3,2,-4,58,7,0,1,638,1459,1949,0.271132251485243,0.33127458556173284,0.7038926174496645,0.871114195465043,0.12888580453486298
16,-0.08,0.002,0.002,10,3,3,-4,58,7,0,1,652,1473,1961,0.27313812457174225,0.3330919530743707,0.7015005359056806,0.8706671923575005,0.12933280764240662
16,-0.08,0.002,0.002,11,3,4,-4,58,7,0,1,666,1486,1974,0.2754345479009009,0.33499243549461644,0.6990913949759487,0.8701473312076959,0.129852668792211
16,-0.08,0.002,0.002,12,3,5,-4,58,7,0,1,679,1500,1986,0.2779478474460895,0.33695251656546793,0.6968808317781925,0.8695768703324054,0.1304231296675032
16,-0.08,0.002,0.002,13,3,6,-4,58,7,0,1,692,1513,1998,0.2806187055693911,0.33895213763775195,0.6944961446423823,0.8689712496331107,0.13102875036679948
16,-0.08,0.002,0.002,14,3,7,-4,58,7,0,1,706,1527,2010,0.28339776139065,0.34097182007267857,0.6914103923647932,0.8683410295975512,0.13165897040235458
16,-0.08,0.002,0.002,15,3,8,-4,58,7,0,1,719,1541,2022,0.2862511789550192,0.34299914477843413,0.6888712661908538,0.8676933838261235,0.1323066161737842
16,-0.08,0.002,0.002,16,3,9,-4,58,7,0,1,732,1555,2033,0.2891528548890955,0.34502418305392335,0.6858197153400105,0.8670331682544515,0.1329668317454581
16,-0.08,0.002,0.002,17,3,10,-4,58,7,0,1,745,1568,2045,0.2920836809258546,0.34704003565649405,0.683311432325887,0.866363663621082,0.13363633637882746
16,-0.08,0.002,0.002,18,3,11,-4,58,7,0,1,758,1582,2057,0.29502959564734743,0.3490415461289539,0.6809960681520315,0.8656870837278318,0.13431291627206998
16,-0.08,0.002,0.002,19,3,12,-4,58,7,0,1,771,1596,2068,0.2979807856417233,0.35102558271686884,0.6778155212960544,0.8650049210358219,0.13499507896408403
16,-0.08,0.002,0.002,20,3,13,-4,58,7,0,1,785,1610,2080,0.3009293085721024,0.3529895898961421,0.6750065155069065,0.8643181808923375,0.135681819107568
16,-0.08,0.002,0.002,21,3,14,-4,58,7,0,1,798,1624,2091,0.303870122681052,0.35493269096496227,0.6718628215120811,0.8636275400308184,0.13637245996908293
16,-0.08,0.002,0.002,22,3,15,-4,58,7,0,1,811,1638,2103,0.3067990060189894,0.356854623190995,0.6697770865733541,0.8629334537693352,0.1370665462305682
16,-0.08,0.002,0.002,23,3,16,-4,58,7,0,1,824,1653,2115,0.30971254117922453,0.3587547032049063,0.6673559059188421,0.8622362285460228,0.13776377145387966
16,-0.08,0.002,0.002,24,3,17,-4,58,7,0,1,837,1667,2126,0.3126080246932079,0.36063322708013407,0.6646042794534673,0.861536071103195,0.13846392889670903
16,-0.08,0.002,0.002,25,3,18,-4,58,7,0,1,850,1681,2138,0.31548343237286164,0.3624901066671577,0.662210796915167,0.8608331220184808,0.13916687798142463
16,-0.08,0.002,0.002,26,3,19,-4,58,7,0,1,863,1695,2149,0.31833695469414897,0.3643257020702337,0.6596563221338805,0.8601274788491401,0.1398725211507602
16,-0.08,0.002,0.002,27,3,20,-4,58,7,0,1,876,1710,2161,0.32116681992152246,0.36614019960396915,0.6569529652351738,0.8594192125371759,0.14058078746272765
16,-0.08,0.002,0.002,28,3,21,-4,58,7,0,1,889,1724,2172,0.3239714330956387,0.3679338088844218,0.6544248916092833,0.8587083796712736,0.1412916203286287
16,-0.08,0.002,0.002,29,3,22,-4,58,7,0,1,902,1738,2184,0.32674985444912524,0.3697068099325305,0.652251335538031,0.8579950325560043,0.14200496744389512
16,-0.08,0.002,0.002,30,3,23,-4,58,7,0,1,916,1753,2195,0.3295002285842651,0.37145901826578087,0.6490738391271251,0.8572792286993227,0.1427207713005771
16,-0.08,0.002,0.002,31,3,24,-4,58,7,0,1,929,1767,2207,0.33222158646922234,0.3731905572893781,0.6469248291571754,0.8565610412453709,0.14343895875453033
16,-0.08,0.002,0.002,32,3,25,-4,58,7,0,1,942,1782,2219,0.3349126417076042,0.37490125994704826,0.64478667003282,0.8558405720383369,0.14415942796155928
16,-0.08,0.002,0.002,33,3,26,-4,58,7,0,1,955,1796,2230,0.3375723348829011,0.3765912659027311,0.6421556283052128,0.8551179694305292,0.14488203056936869
16,-0.08,0.002,0.002,34,3,27,-4,58,7,0,1,968,1811,2242,0.3401990306309517,0.37825981975907874,0.6400401909068073,0.8543934537108615,0.14560654628904093
16,-0.08,0.002,0.002,35,3,28,-4,58,7,0,1,981,1825,2253,0.3427916141023894,0.37990663602609503,0.6374342270107742,0.8536673542457993,0.1463326457540998
16,-0.08,0.002,0.002,36,3,29,-4,58,7,0,1,994,1840,2265,0.34534782623504906,0.38153074151716454,0.6355,0.8529401642750432,0.14705983572485343
16,-0.08,0.002,0.002,37,3,30,-4,58,7,0,1,1007,1855,2276,0.3478662630197092,0.3831312478261911,0.6330755799451234,0.8522126220556763,0.1477873779442229
16,-0.08,0.002,0.002,38,3,31,-4,58,7,0,1,1020,1869,2288,0.3503442168218603,0.384706797029663,0.6310027369992536,0.8514858310757815,0.14851416892411617
16,-0.08,0.002,0.002,39,3,32,-4,58,7,0,1,1033,1884,2299,0.35277905223945166,0.38625574770872173,0.6284437825763217,0.850761437862954,0.1492385621369397
16,-0.08,0.002,0.002,40,3,33,-4,58,7,0,1,1046,1898,2311,0.3551676029630075,0.38777613080413414,0.6265477959385835,0.8500418941169957,0.14995810588290492
16,-0.08,0.002,0.002,41,3,34,-4,58,7,0,1,1059,1913,2322,0.35750552709307465,0.38926542942517595,0.6243203163618388,0.8493308411636742,0.15066915883622203
16,-0.08,0.002,0.002,42,3,35,-4,58,7,0,1,1072,1928,2334,0.3597888519363746,0.3907209231281256,0.6222879684418146,0.8486336695041956,0.151366330495702
16,-0.08,0.002,0.002,43,3,36,-4,58,7,0,1,1085,1942,2345,0.3620120506068926,0.3921394605057769,0.6199261992619927,0.8479583240846336,0.15204167591526155
16,-0.08,0.002,0.002,44,3,37,-4,58,7,0,1,1098,1956,2357,0.3641705556451311,0.39351809453312586,0.618217530076111,0.8473164439929232,0.15268355600697084
16,-0.08,0.002,0.002,45,3,38,-4,58,7,0,1,1111,1971,2368,0.3662593365228401,0.39485476549405196,0.6160254839500122,0.846724935184633,0.15327506481525952
16,-0.08,0.002,0.002,46,3,39,-4,58,7,0,1,1124,1985,2379,0.36827637293163556,0.3961495371933817,0.6138420151626315,0.8462080564359882,0.15379194356390397
16,-0.08,0.002,0.002,47,3,40,-4,58,7,0,1,127,465,1137,0.046950563682127744,0.09836212286681517,1.7428817946505608,0.8458000099669638,0.1541999900329294
16,-0.08,0.002,0.002,48,3,41,-4,58,7,0,1,110,478,1149,0.04777880856816373,0.13704255138742732,1.9566854990583804,0.8455477922057898,0.15445220779410063
16,-0.08,0.002,0.002,49,3,42,-4,58,7,0,2,95,490,1162,0.04862746674781196,0.20090250919430958,2.0942100098135428,0.8455135641261091,0.154486435873785
16,-0.08,0.002,0.002,50,3,43,-4,58,7,0,2,80,502,1174,0.049502445489854836,0.30825485195059443,2.198994974874372,0.8457749582355721,0.1542250417643191
16,-0.08,0.002,0.002,51,3,44,-4,58,7,0,2,66,514,1186,0.05041623700320353,0.4945747118089292,2.292732855680655,0.8464207267908945,0.15357927320899925
16,-0.08,0.002,0.002,52,3,45,-4,58,7,0,2,52,525,1197,0.05139118060368044,0.8349662520975514,2.3854166666666665,0.8475386631508396,0.15246133684905483
16,-0.08,0.002,0.002,53,3,46,-4,58,7,0,2,39,537,1210,0.03491969937138507,0.6656317045082318,2.4783068783068782,0.8491912796258329,0.15080872037406745
16,-0.08,0.002,0.002,54,3,47,-4,58,7,0,2,29,550,1222,0.018581884907230218,0.3463355786648887,2.5628356605800215,0.8513471121867898,0.14865288781310926
16,-0.08,0.002,0.002,55,3,48,-4,58,7,0,2,22,561,1235,0.009653569566359602,0.1768877046493478,2.6398258977149074,0.8593062324508665,0.1406937675490396
16,-0.08,0.002,0.002,56,3,49,-4,58,7,0,1,19,573,1248,0.006194226167852737,0.1120127448272098,2.6892778993435447,0.8637101639163065,0.13628983608360312
16,-0.08,0.002,0.002,57,3,50,-4,58,7,0,1,16,583,1259,0.0044949722287573905,0.08060855926170427,2.7288693743139407,0.8672245636542022,0.1327754363457136
16,-0.08,0.002,0.002,58,3,51,-4,58,7,0,0,,,,,,0.0,0.8927478567077429,0.10725214329218019
16,-0.08,0.002,0.002,59,3,52,-4,58,7,0,0,,,,,,0.0,0.8960144414749084,0.103985558525022
16,-0.08,0.002,0.002,0,4,-7,-3,58,7,0,1,550,1370,1871,0.24619310885866083,0.3112545579171956,0.7310459324847814,0.8756742305303626,0.12432576946955315
16,-0.08,0.002,0.002,1,4,-6,-3,58,7,0,1,547,1370,1868,0.24875131309352225,0.3120259200715591,0.7280242491044365,0.8748671141260544,0.12513288587386281
16,-0.08,0.002,0.002,2,4,-5,-3,58,7,0,1,538,1363,1860,0.24951206265011006,0.3116677902602078,0.7269727797635414,0.874473352541775,0.12552664745814246
16,-0.08,0.002,0.002,3,4,-4,-3,58,7,0,1,525,1352,1849,0.2479951729497937,0.3099618371985137,0.728673637864612,0.8745662256600508,0.12543377433986136
16,-0.08,0.002,0.002,4,4,-3,-3,58,7,0,1,516,1344,1842,0.24712498862990873,0.3094556110109092,0.7301762114537445,0.8749446339791551,0.12505536602075917
16,-0.08,0.002,0.002,5,4,-2,-3,58,7,0,1,557,1387,1876,0.26364367761198104,0.3220979411530477,0.7125877903835764,0.8723879284034705,0.12761207159644222
16,-0.08,0.002,0.002,6,4,-1,-3,58,7,0,1,583,1409,1899,0.2670159104437903,0.326018924668711,0.7088607594936709,0.8721425468877826,0.1278574531121286
16,-0.08,0.002,0.002,7,4,0,-3,58,7,0,1,603,1427,1917,0.2685728585794983,0.3281869422340482,0.706831629908553,0.8719318430644194,0.12806815693549378
16,-0.08,0.002,0.002,8,4,1,-3,58,7,0,1,621,1443,1932,0.26998344316183764,0.32994927425544834,0.7046492878258532,0.8716325089539769,0.12836749104593453
16,-0.08,0.002,0.002,9,4,2,-3,58,7,0,1,636,1457,1946,0.2716631827640933,0.33168451595048537,0.7029782667024417,0.8712349416618401,0.12876505833807217
16,-0.08,0.002,0.002,10,4,3,-3,58,7,0,1,651,1471,1960,0.2736702699232245,0.33348924154767595,0.7009370816599733,0.8707570058583864,0.12924299414152438
