t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan,nan
9,3,nan,nan,nan,nan,nan,nan
10,9,nan,nan,nan,nan,nan,nan
11,6,nan,nan,nan,nan,nan,nan
12,14,nan,nan,nan,nan,nan,nan
13,8,nan,nan,nan,nan,nan,nan
14,11,nan,nan,nan,nan,nan,nan
15,15,nan,nan,nan,nan,nan,nan
16,12,nan,nan,nan,nan,nan,nan
17,12,nan,nan,nan,nan,nan,nan
18,24,nan,nan,nan,nan,nan,nan
19,18,nan,nan,nan,nan,nan,nan
20,29,nan,nan,nan,nan,nan,nan
21,22,nan,nan,nan,nan,nan,nan
22,17,nan,nan,nan,nan,nan,nan
23,21,nan,nan,nan,nan,nan,nan
24,27,nan,nan,nan,nan,nan,nan
25,28,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,29,nan,nan,nan,nan,nan,nan
28,27,nan,nan,nan,nan,nan,nan
29,17,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,28,nan,nan,nan,nan,nan,nan
32,24,nan,nan,nan,nan,nan,nan
33,21,nan,nan,nan,nan,nan,nan
34,22,nan,nan,nan,nan,nan,nan
35,29,nan,nan,nan,nan,nan,nan
36,29,nan,nan,nan,nan,nan,nan
37,26,nan,nan,nan,nan,nan,nan
38,25,nan,nan,nan,nan,nan,nan
39,22,nan,nan,nan,nan,nan,nan
40,24,nan,nan,nan,nan,nan,nan
41,24,nan,nan,nan,nan,nan,nan
42,24,nan,nan,nan,nan,nan,nan
43,18,nan,nan,nan,nan,nan,nan
44,31,nan,nan,nan,nan,nan,nan
45,19,nan,nan,nan,nan,nan,nan
46,24,nan,nan,nan,nan,nan,nan
47,29,nan,nan,nan,nan,nan,nan
48,21,nan,nan,nan,nan,nan,nan
49,20,nan,nan,nan,nan,nan,nan
50,23,nan,nan,nan,nan,nan,nan
51,21,nan,nan,nan,nan,nan,nan
52,16,nan,nan,nan,nan,nan,nan
53,26,nan,nan,nan,nan,nan,nan
54,23,nan,nan,nan,nan,nan,nan
55,29,nan,nan,nan,nan,nan,nan
56,25,nan,nan,nan,nan,nan,nan
57,26,nan,nan,nan,nan,nan,nan
58,27,nan,nan,nan,nan,nan,nan
59,18,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,30,nan,nan,nan,nan,nan,nan
