t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,2,nan,nan,nan,nan,nan,nan
6,3,nan,nan,nan,nan,nan,nan
7,9,nan,nan,nan,nan,nan,nan
8,9,nan,nan,nan,nan,nan,nan
9,11,nan,nan,nan,nan,nan,nan
10,18,nan,nan,nan,nan,nan,nan
11,14,nan,nan,nan,nan,nan,nan
12,9,nan,nan,nan,nan,nan,nan
13,13,nan,nan,nan,nan,nan,nan
14,24,nan,nan,nan,nan,nan,nan
15,24,nan,nan,nan,nan,nan,nan
16,26,nan,nan,nan,nan,nan,nan
17,12,nan,nan,nan,nan,nan,nan
18,21,nan,nan,nan,nan,nan,nan
19,25,nan,nan,nan,nan,nan,nan
20,13,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,26,nan,nan,nan,nan,nan,nan
23,20,nan,nan,nan,nan,nan,nan
24,18,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,24,nan,nan,nan,nan,nan,nan
27,26,nan,nan,nan,nan,nan,nan
28,28,nan,nan,nan,nan,nan,nan
29,21,nan,nan,nan,nan,nan,nan
30,24,nan,nan,nan,nan,nan,nan
31,21,nan,nan,nan,nan,nan,nan
32,16,nan,nan,nan,nan,nan,nan
33,24,nan,nan,nan,nan,nan,nan
34,14,nan,nan,nan,nan,nan,nan
35,18,nan,nan,nan,nan,nan,nan
36,31,nan,nan,nan,nan,nan,nan
37,19,nan,nan,nan,nan,nan,nan
38,25,nan,nan,nan,nan,nan,nan
39,29,nan,nan,nan,nan,nan,nan
40,19,nan,nan,nan,nan,nan,nan
41,22,nan,nan,nan,nan,nan,nan
42,19,nan,nan,nan,nan,nan,nan
43,26,nan,nan,nan,nan,nan,nan
44,18,nan,nan,nan,nan,nan,nan
45,18,nan,nan,nan,nan,nan,nan
46,18,nan,nan,nan,nan,nan,nan
47,26,nan,nan,nan,nan,nan,nan
48,22,nan,nan,nan,nan,nan,nan
49,29,nan,nan,nan,nan,nan,nan
50,19,nan,nan,nan,nan,nan,nan
51,17,nan,nan,nan,nan,nan,nan
52,22,nan,nan,nan,nan,nan,nan
53,32,nan,nan,nan,nan,nan,nan
54,17,nan,nan,nan,nan,nan,nan
55,26,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,22,nan,nan,nan,nan,nan,nan
58,24,nan,nan,nan,nan,nan,nan
59,13,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,14,nan,nan,nan,nan,nan,nan
