t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,1,nan,nan,nan,nan,nan,nan
9,1,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,5,nan,nan,nan,nan,nan,nan
12,6,nan,nan,nan,nan,nan,nan
13,12,nan,nan,nan,nan,nan,nan
14,8,nan,nan,nan,nan,nan,nan
15,20,nan,nan,nan,nan,nan,nan
16,11,nan,nan,nan,nan,nan,nan
17,20,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,17,nan,nan,nan,nan,nan,nan
20,15,nan,nan,nan,nan,nan,nan
21,10,nan,nan,nan,nan,nan,nan
22,16,nan,nan,nan,nan,nan,nan
23,21,nan,nan,nan,nan,nan,nan
24,20,nan,nan,nan,nan,nan,nan
25,22,nan,nan,nan,nan,nan,nan
26,15,nan,nan,nan,nan,nan,nan
27,23,nan,nan,nan,nan,nan,nan
28,26,nan,nan,nan,nan,nan,nan
29,20,nan,nan,nan,nan,nan,nan
30,17,nan,nan,nan,nan,nan,nan
31,19,nan,nan,nan,nan,nan,nan
32,15,nan,nan,nan,nan,nan,nan
33,29,nan,nan,nan,nan,nan,nan
34,34,nan,nan,nan,nan,nan,nan
35,12,nan,nan,nan,nan,nan,nan
36,32,nan,nan,nan,nan,nan,nan
37,26,nan,nan,nan,nan,nan,nan
38,24,nan,nan,nan,nan,nan,nan
39,20,nan,nan,nan,nan,nan,nan
40,34,nan,nan,nan,nan,nan,nan
41,25,nan,nan,nan,nan,nan,nan
42,23,nan,nan,nan,nan,nan,nan
43,35,nan,nan,nan,nan,nan,nan
44,24,nan,nan,nan,nan,nan,nan
45,29,nan,nan,nan,nan,nan,nan
46,24,nan,nan,nan,nan,nan,nan
47,16,nan,nan,nan,nan,nan,nan
48,22,nan,nan,nan,nan,nan,nan
49,35,nan,nan,nan,nan,nan,nan
50,29,nan,nan,nan,nan,nan,nan
51,30,nan,nan,nan,nan,nan,nan
52,18,nan,nan,nan,nan,nan,nan
53,31,nan,nan,nan,nan,nan,nan
54,28,nan,nan,nan,nan,nan,nan
55,18,nan,nan,nan,nan,nan,nan
56,28,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,28,nan,nan,nan,nan,nan,nan
59,33,nan,nan,nan,nan,nan,nan
60,20,nan,nan,nan,nan,nan,nan
61,31,nan,nan,nan,nan,nan,nan
