scan_id,description,kind,r,q1,q2,mean
A_fixed_q2_start_5_1,"start=(5,1), q2=0.5, r=q1/q2",global_max;local_max,0.4276710671809829,0.2138355335904914,0.5,51.08516380498065
A_fixed_q2_start_5_1,"start=(5,1), q2=0.5, r=q1/q2",global_min,2.0,1.0,0.5,38.4628838310869
B_fixed_sum_start_7_9,"start=(7,9), q1+q2=1, r=q1/q2",global_max;local_max,1.0600258488068823,0.5145691979645907,0.4854308020354095,43.142138520536264
B_fixed_sum_start_7_9,"start=(7,9), q1+q2=1, r=q1/q2",global_min,100.0,0.99009900990099,0.0099009900990099,30.754772777430663
C_fixed_sum_start_1_15,"start=(1,15), q1+q2=1, r=q1/q2",global_max,0.01,0.0099009900990099,0.99009900990099,194.222873842166
C_fixed_sum_start_1_15,"start=(1,15), q1+q2=1, r=q1/q2",global_min;local_min,0.9433732216299774,0.4854308020354094,0.5145691979645907,138.2255502891857
