workload_id,family,geometry_id,geometry_kind,t_max,aw_oversample,aw_r_pow10,defect_threshold,defect_pairs,local_bias_sites,seed,config_json
RF_C3_T300,reflecting,RF_C3,canonical,300,2,8.0,120,1004,141,-1,"{""N"":60,""barriers_perm"":[],""barriers_reflect"":[[9,29,10,29],[9,30,10,30],[9,31,10,31],[9,32,10,32],[9,33,10,33],[9,34,10,34],[9,35,10,35],[9,36,10,36],[9,37,10,37],[9,38,10,38],[9,39,10,39],[9,40,10,40],[9,41,10,41],[9,42,10,42],[9,43,10,43],[9,44,10,44],[9,45,10,45],[9,46,10,46],[9,47,10,47],[9,48,10,48],[9,49,10,49],[9,50,10,50],[9,51,10,51],[9,52,10,52],[9,53,10,53],[9,54,10,54],[9,55,10,55],[9,56,10,56],[9,57,10,57],[9,58,10,58],[9,59,10,59],[9,60,10,60],[10,28,10,29],[10,30,11,30],[10,31,11,31],[10,32,11,32],[10,33,11,33],[10,34,11,34],[10,35,11,35],[10,36,11,36],[10,37,11,37],[10,38,11,38],[10,39,11,39],[10,40,11,40],[10,41,11,41],[10,42,11,42],[10,43,11,43],[10,44,11,44],[10,45,11,45],[10,46,11,46],[10,47,11,47],[10,48,11,48],[10,49,11,49],[10,50,11,50],[10,51,11,51],[10,52,11,52],[10,53,11,53],[10,54,11,54],[10,55,11,55],[10,56,11,56],[10,57,11,57],[10,58,11,58],[10,59,11,59],[11,28,11,29],[11,29,11,30],[11,59,11,60],[12,28,12,29],[12,29,12,30],[12,59,12,60],[13,28,13,29],[13,29,13,30],[13,59,13,60],[14,28,14,29],[14,29,14,30],[14,59,14,60],[15,28,15,29],[15,29,15,30],[15,59,15,60],[16,28,16,29],[16,29,16,30],[16,59,16,60],[17,28,17,29],[17,29,17,30],[17,59,17,60],[18,28,18,29],[18,29,18,30],[18,59,18,60],[19,28,19,29],[19,29,19,30],[19,59,19,60],[20,28,20,29],[20,29,20,30],[20,59,20,60],[21,28,21,29],[21,29,21,30],[21,59,21,60],[22,28,22,29],[22,29,22,30],[22,59,22,60],[23,28,23,29],[23,29,23,30],[23,59,23,60],[24,28,24,29],[24,29,24,30],[24,59,24,60],[25,28,25,29],[25,29,25,30],[25,59,25,60],[26,28,26,29],[26,29,26,30],[26,59,26,60],[27,28,27,29],[27,29,27,30],[27,59,27,60],[28,28,28,29],[28,29,28,30],[28,59,28,60],[29,28,29,29],[29,29,29,30],[29,59,29,60],[30,28,30,29],[30,29,30,30],[30,59,30,60],[31,28,31,29],[31,29,31,30],[31,59,31,60],[32,28,32,29],[32,29,32,30],[32,59,32,60],[33,28,33,29],[33,29,33,30],[33,59,33,60],[34,28,34,29],[34,29,34,30],[34,59,34,60],[35,28,35,29],[35,29,35,30],[35,59,35,60],[36,28,36,29],[36,29,36,30],[36,59,36,60],[37,28,37,29],[37,29,37,30],[37,59,37,60],[38,28,38,29],[38,29,38,30],[38,59,38,60],[39,28,39,29],[39,29,39,30],[39,59,39,60],[40,28,40,29],[40,29,40,30],[40,59,40,60],[41,28,41,29],[41,29,41,30],[41,59,41,60],[42,28,42,29],[42,29,42,30],[42,59,42,60],[43,28,43,29],[43,29,43,30],[43,59,43,60],[44,28,44,29],[44,29,44,30],[44,59,44,60],[45,28,45,29],[45,29,45,30],[45,59,45,60],[46,28,46,29],[46,29,46,30],[46,59,46,60],[47,28,47,29],[47,29,47,30],[47,59,47,60],[48,28,48,29],[48,29,48,30],[48,59,48,60],[49,28,49,29],[49,29,49,30],[49,30,50,30],[49,31,50,31],[49,32,50,32],[49,33,50,33],[49,34,50,34],[49,35,50,35],[49,36,50,36],[49,37,50,37],[49,38,50,38],[49,39,50,39],[49,40,50,40],[49,41,50,41],[49,42,50,42],[49,43,50,43],[49,44,50,44],[49,45,50,45],[49,46,50,46],[49,47,50,47],[49,48,50,48],[49,49,50,49],[49,50,50,50],[49,51,50,51],[49,52,50,52],[49,53,50,53],[49,54,50,54],[49,55,50,55],[49,56,50,56],[49,57,50,57],[49,58,50,58],[49,59,49,60],[49,59,50,59],[50,28,50,29],[50,29,51,29],[50,30,51,30],[50,31,51,31],[50,32,51,32],[50,33,51,33],[50,34,51,34],[50,35,51,35],[50,36,51,36],[50,37,51,37],[50,38,51,38],[50,39,51,39],[50,40,51,40],[50,41,51,41],[50,42,51,42],[50,43,51,43],[50,44,51,44],[50,45,51,45],[50,46,51,46],[50,47,51,47],[50,48,51,48],[50,49,51,49],[50,50,51,50],[50,51,51,51],[50,52,51,52],[50,53,51,53],[50,54,51,54],[50,55,51,55],[50,56,51,56],[50,57,51,57],[50,58,51,58],[50,59,51,59],[50,60,51,60]],""boundary_x"":""reflecting"",""boundary_y"":""reflecting"",""g_x"":-0.15,""g_y"":0.0,""geometry_id"":""RF_C3"",""geometry_kind"":""canonical"",""local_bias_arrows"":[[10,29,""right""],[10,30,""down""],[10,31,""down""],[10,32,""down""],[10,33,""down""],[10,34,""down""],[10,35,""down""],[10,36,""down""],[10,37,""down""],[10,38,""down""],[10,39,""down""],[10,40,""down""],[10,41,""down""],[10,42,""down""],[10,43,""down""],[10,44,""down""],[10,45,""down""],[10,46,""down""],[10,47,""down""],[10,48,""down""],[10,49,""down""],[10,50,""down""],[10,51,""down""],[10,52,""down""],[10,53,""down""],[10,54,""down""],[10,55,""down""],[10,56,""down""],[10,57,""down""],[10,58,""down""],[10,59,""down""],[10,60,""right""],[11,29,""right""],[11,60,""right""],[12,29,""right""],[12,60,""right""],[13,29,""right""],[13,60,""right""],[14,29,""right""],[14,60,""right""],[15,29,""right""],[15,60,""right""],[16,29,""right""],[16,60,""right""],[17,29,""right""],[17,60,""right""],[18,29,""right""],[18,60,""right""],[19,29,""right""],[19,60,""right""],[20,29,""right""],[20,60,""right""],[21,29,""right""],[21,60,""right""],[22,29,""right""],[22,60,""right""],[23,29,""right""],[23,60,""right""],[24,29,""right""],[24,60,""right""],[25,29,""right""],[25,60,""right""],[26,29,""right""],[26,60,""right""],[27,29,""right""],[27,60,""right""],[28,29,""right""],[28,60,""right""],[29,29,""right""],[29,60,""right""],[30,29,""right""],[30,60,""right""],[31,29,""right""],[31,60,""right""],[32,29,""right""],[32,60,""right""],[33,29,""right""],[33,60,""right""],[34,29,""right""],[34,60,""right""],[35,29,""right""],[35,60,""right""],[36,29,""right""],[36,60,""right""],[37,29,""right""],[37,60,""right""],[38,29,""right""],[38,60,""right""],[39,29,""right""],[39,60,""right""],[40,29,""right""],[40,60,""right""],[41,29,""right""],[41,60,""right""],[42,29,""right""],[42,60,""right""],[43,29,""right""],[43,60,""right""],[44,29,""right""],[44,60,""right""],[45,29,""right""],[45,60,""right""],[46,29,""right""],[46,60,""right""],[47,29,""right""],[47,60,""right""],[48,29,""right""],[48,60,""right""],[49,29,""right""],[49,60,""right""],[50,29,""right""],[50,31,""up""],[50,32,""up""],[50,33,""up""],[50,34,""up""],[50,35,""up""],[50,36,""up""],[50,37,""up""],[50,38,""up""],[50,39,""up""],[50,40,""up""],[50,41,""up""],[50,42,""up""],[50,43,""up""],[50,44,""up""],[50,45,""up""],[50,46,""up""],[50,47,""up""],[50,48,""up""],[50,49,""up""],[50,50,""up""],[50,51,""up""],[50,52,""up""],[50,53,""up""],[50,54,""up""],[50,55,""up""],[50,56,""up""],[50,57,""up""],[50,58,""up""],[50,59,""up""],[50,60,""up""]],""local_bias_delta"":0.0,""local_bias_deltas"":[[10,29,0.95],[10,30,0.35],[10,31,0.55],[10,32,0.55],[10,33,0.55],[10,34,0.55],[10,35,0.55],[10,36,0.55],[10,37,0.55],[10,38,0.55],[10,39,0.55],[10,40,0.55],[10,41,0.55],[10,42,0.55],[10,43,0.55],[10,44,0.55],[10,45,0.55],[10,46,0.55],[10,47,0.55],[10,48,0.55],[10,49,0.55],[10,50,0.55],[10,51,0.55],[10,52,0.55],[10,53,0.55],[10,54,0.55],[10,55,0.55],[10,56,0.55],[10,57,0.55],[10,58,0.55],[10,59,0.55],[10,60,0.55],[11,29,0.95],[11,60,0.55],[12,29,0.95],[12,60,0.55],[13,29,0.95],[13,60,0.55],[14,29,0.95],[14,60,0.55],[15,29,0.95],[15,60,0.55],[16,29,0.95],[16,60,0.55],[17,29,0.95],[17,60,0.55],[18,29,0.95],[18,60,0.55],[19,29,0.95],[19,60,0.55],[20,29,0.95],[20,60,0.55],[21,29,0.95],[21,60,0.55],[22,29,0.95],[22,60,0.55],[23,29,0.95],[23,60,0.55],[24,29,0.95],[24,60,0.55],[25,29,0.95],[25,60,0.55],[26,29,0.95],[26,60,0.55],[27,29,0.95],[27,60,0.55],[28,29,0.95],[28,60,0.55],[29,29,0.95],[29,60,0.55],[30,29,0.95],[30,60,0.55],[31,29,0.95],[31,60,0.55],[32,29,0.95],[32,60,0.55],[33,29,0.95],[33,60,0.55],[34,29,0.95],[34,60,0.55],[35,29,0.95],[35,60,0.55],[36,29,0.95],[36,60,0.55],[37,29,0.95],[37,60,0.55],[38,29,0.95],[38,60,0.55],[39,29,0.95],[39,60,0.55],[40,29,0.95],[40,60,0.55],[41,29,0.95],[41,60,0.55],[42,29,0.95],[42,60,0.55],[43,29,0.95],[43,60,0.55],[44,29,0.95],[44,60,0.55],[45,29,0.95],[45,60,0.55],[46,29,0.95],[46,60,0.55],[47,29,0.95],[47,60,0.55],[48,29,0.95],[48,60,0.55],[49,29,0.95],[49,60,0.55],[50,29,0.95],[50,31,0.55],[50,32,0.55],[50,33,0.55],[50,34,0.55],[50,35,0.55],[50,36,0.55],[50,37,0.55],[50,38,0.55],[50,39,0.55],[50,40,0.55],[50,41,0.55],[50,42,0.55],[50,43,0.55],[50,44,0.55],[50,45,0.55],[50,46,0.55],[50,47,0.55],[50,48,0.55],[50,49,0.55],[50,50,0.55],[50,51,0.55],[50,52,0.55],[50,53,0.55],[50,54,0.55],[50,55,0.55],[50,56,0.55],[50,57,0.55],[50,58,0.55],[50,59,0.55],[50,60,0.55]],""q"":0.8,""start_1_based"":[10,30],""sticky_sites"":[],""target_1_based"":[50,30]}"
RF_C3_T1200,reflecting,RF_C3,canonical,1200,2,8.0,120,1004,141,-1,"{""N"":60,""barriers_perm"":[],""barriers_reflect"":[[9,29,10,29],[9,30,10,30],[9,31,10,31],[9,32,10,32],[9,33,10,33],[9,34,10,34],[9,35,10,35],[9,36,10,36],[9,37,10,37],[9,38,10,38],[9,39,10,39],[9,40,10,40],[9,41,10,41],[9,42,10,42],[9,43,10,43],[9,44,10,44],[9,45,10,45],[9,46,10,46],[9,47,10,47],[9,48,10,48],[9,49,10,49],[9,50,10,50],[9,51,10,51],[9,52,10,52],[9,53,10,53],[9,54,10,54],[9,55,10,55],[9,56,10,56],[9,57,10,57],[9,58,10,58],[9,59,10,59],[9,60,10,60],[10,28,10,29],[10,30,11,30],[10,31,11,31],[10,32,11,32],[10,33,11,33],[10,34,11,34],[10,35,11,35],[10,36,11,36],[10,37,11,37],[10,38,11,38],[10,39,11,39],[10,40,11,40],[10,41,11,41],[10,42,11,42],[10,43,11,43],[10,44,11,44],[10,45,11,45],[10,46,11,46],[10,47,11,47],[10,48,11,48],[10,49,11,49],[10,50,11,50],[10,51,11,51],[10,52,11,52],[10,53,11,53],[10,54,11,54],[10,55,11,55],[10,56,11,56],[10,57,11,57],[10,58,11,58],[10,59,11,59],[11,28,11,29],[11,29,11,30],[11,59,11,60],[12,28,12,29],[12,29,12,30],[12,59,12,60],[13,28,13,29],[13,29,13,30],[13,59,13,60],[14,28,14,29],[14,29,14,30],[14,59,14,60],[15,28,15,29],[15,29,15,30],[15,59,15,60],[16,28,16,29],[16,29,16,30],[16,59,16,60],[17,28,17,29],[17,29,17,30],[17,59,17,60],[18,28,18,29],[18,29,18,30],[18,59,18,60],[19,28,19,29],[19,29,19,30],[19,59,19,60],[20,28,20,29],[20,29,20,30],[20,59,20,60],[21,28,21,29],[21,29,21,30],[21,59,21,60],[22,28,22,29],[22,29,22,30],[22,59,22,60],[23,28,23,29],[23,29,23,30],[23,59,23,60],[24,28,24,29],[24,29,24,30],[24,59,24,60],[25,28,25,29],[25,29,25,30],[25,59,25,60],[26,28,26,29],[26,29,26,30],[26,59,26,60],[27,28,27,29],[27,29,27,30],[27,59,27,60],[28,28,28,29],[28,29,28,30],[28,59,28,60],[29,28,29,29],[29,29,29,30],[29,59,29,60],[30,28,30,29],[30,29,30,30],[30,59,30,60],[31,28,31,29],[31,29,31,30],[31,59,31,60],[32,28,32,29],[32,29,32,30],[32,59,32,60],[33,28,33,29],[33,29,33,30],[33,59,33,60],[34,28,34,29],[34,29,34,30],[34,59,34,60],[35,28,35,29],[35,29,35,30],[35,59,35,60],[36,28,36,29],[36,29,36,30],[36,59,36,60],[37,28,37,29],[37,29,37,30],[37,59,37,60],[38,28,38,29],[38,29,38,30],[38,59,38,60],[39,28,39,29],[39,29,39,30],[39,59,39,60],[40,28,40,29],[40,29,40,30],[40,59,40,60],[41,28,41,29],[41,29,41,30],[41,59,41,60],[42,28,42,29],[42,29,42,30],[42,59,42,60],[43,28,43,29],[43,29,43,30],[43,59,43,60],[44,28,44,29],[44,29,44,30],[44,59,44,60],[45,28,45,29],[45,29,45,30],[45,59,45,60],[46,28,46,29],[46,29,46,30],[46,59,46,60],[47,28,47,29],[47,29,47,30],[47,59,47,60],[48,28,48,29],[48,29,48,30],[48,59,48,60],[49,28,49,29],[49,29,49,30],[49,30,50,30],[49,31,50,31],[49,32,50,32],[49,33,50,33],[49,34,50,34],[49,35,50,35],[49,36,50,36],[49,37,50,37],[49,38,50,38],[49,39,50,39],[49,40,50,40],[49,41,50,41],[49,42,50,42],[49,43,50,43],[49,44,50,44],[49,45,50,45],[49,46,50,46],[49,47,50,47],[49,48,50,48],[49,49,50,49],[49,50,50,50],[49,51,50,51],[49,52,50,52],[49,53,50,53],[49,54,50,54],[49,55,50,55],[49,56,50,56],[49,57,50,57],[49,58,50,58],[49,59,49,60],[49,59,50,59],[50,28,50,29],[50,29,51,29],[50,30,51,30],[50,31,51,31],[50,32,51,32],[50,33,51,33],[50,34,51,34],[50,35,51,35],[50,36,51,36],[50,37,51,37],[50,38,51,38],[50,39,51,39],[50,40,51,40],[50,41,51,41],[50,42,51,42],[50,43,51,43],[50,44,51,44],[50,45,51,45],[50,46,51,46],[50,47,51,47],[50,48,51,48],[50,49,51,49],[50,50,51,50],[50,51,51,51],[50,52,51,52],[50,53,51,53],[50,54,51,54],[50,55,51,55],[50,56,51,56],[50,57,51,57],[50,58,51,58],[50,59,51,59],[50,60,51,60]],""boundary_x"":""reflecting"",""boundary_y"":""reflecting"",""g_x"":-0.15,""g_y"":0.0,""geometry_id"":""RF_C3"",""geometry_kind"":""canonical"",""local_bias_arrows"":[[10,29,""right""],[10,30,""down""],[10,31,""down""],[10,32,""down""],[10,33,""down""],[10,34,""down""],[10,35,""down""],[10,36,""down""],[10,37,""down""],[10,38,""down""],[10,39,""down""],[10,40,""down""],[10,41,""down""],[10,42,""down""],[10,43,""down""],[10,44,""down""],[10,45,""down""],[10,46,""down""],[10,47,""down""],[10,48,""down""],[10,49,""down""],[10,50,""down""],[10,51,""down""],[10,52,""down""],[10,53,""down""],[10,54,""down""],[10,55,""down""],[10,56,""down""],[10,57,""down""],[10,58,""down""],[10,59,""down""],[10,60,""right""],[11,29,""right""],[11,60,""right""],[12,29,""right""],[12,60,""right""],[13,29,""right""],[13,60,""right""],[14,29,""right""],[14,60,""right""],[15,29,""right""],[15,60,""right""],[16,29,""right""],[16,60,""right""],[17,29,""right""],[17,60,""right""],[18,29,""right""],[18,60,""right""],[19,29,""right""],[19,60,""right""],[20,29,""right""],[20,60,""right""],[21,29,""right""],[21,60,""right""],[22,29,""right""],[22,60,""right""],[23,29,""right""],[23,60,""right""],[24,29,""right""],[24,60,""right""],[25,29,""right""],[25,60,""right""],[26,29,""right""],[26,60,""right""],[27,29,""right""],[27,60,""right""],[28,29,""right""],[28,60,""right""],[29,29,""right""],[29,60,""right""],[30,29,""right""],[30,60,""right""],[31,29,""right""],[31,60,""right""],[32,29,""right""],[32,60,""right""],[33,29,""right""],[33,60,""right""],[34,29,""right""],[34,60,""right""],[35,29,""right""],[35,60,""right""],[36,29,""right""],[36,60,""right""],[37,29,""right""],[37,60,""right""],[38,29,""right""],[38,60,""right""],[39,29,""right""],[39,60,""right""],[40,29,""right""],[40,60,""right""],[41,29,""right""],[41,60,""right""],[42,29,""right""],[42,60,""right""],[43,29,""right""],[43,60,""right""],[44,29,""right""],[44,60,""right""],[45,29,""right""],[45,60,""right""],[46,29,""right""],[46,60,""right""],[47,29,""right""],[47,60,""right""],[48,29,""right""],[48,60,""right""],[49,29,""right""],[49,60,""right""],[50,29,""right""],[50,31,""up""],[50,32,""up""],[50,33,""up""],[50,34,""up""],[50,35,""up""],[50,36,""up""],[50,37,""up""],[50,38,""up""],[50,39,""up""],[50,40,""up""],[50,41,""up""],[50,42,""up""],[50,43,""up""],[50,44,""up""],[50,45,""up""],[50,46,""up""],[50,47,""up""],[50,48,""up""],[50,49,""up""],[50,50,""up""],[50,51,""up""],[50,52,""up""],[50,53,""up""],[50,54,""up""],[50,55,""up""],[50,56,""up""],[50,57,""up""],[50,58,""up""],[50,59,""up""],[50,60,""up""]],""local_bias_delta"":0.0,""local_bias_deltas"":[[10,29,0.95],[10,30,0.35],[10,31,0.55],[10,32,0.55],[10,33,0.55],[10,34,0.55],[10,35,0.55],[10,36,0.55],[10,37,0.55],[10,38,0.55],[10,39,0.55],[10,40,0.55],[10,41,0.55],[10,42,0.55],[10,43,0.55],[10,44,0.55],[10,45,0.55],[10,46,0.55],[10,47,0.55],[10,48,0.55],[10,49,0.55],[10,50,0.55],[10,51,0.55],[10,52,0.55],[10,53,0.55],[10,54,0.55],[10,55,0.55],[10,56,0.55],[10,57,0.55],[10,58,0.55],[10,59,0.55],[10,60,0.55],[11,29,0.95],[11,60,0.55],[12,29,0.95],[12,60,0.55],[13,29,0.95],[13,60,0.55],[14,29,0.95],[14,60,0.55],[15,29,0.95],[15,60,0.55],[16,29,0.95],[16,60,0.55],[17,29,0.95],[17,60,0.55],[18,29,0.95],[18,60,0.55],[19,29,0.95],[19,60,0.55],[20,29,0.95],[20,60,0.55],[21,29,0.95],[21,60,0.55],[22,29,0.95],[22,60,0.55],[23,29,0.95],[23,60,0.55],[24,29,0.95],[24,60,0.55],[25,29,0.95],[25,60,0.55],[26,29,0.95],[26,60,0.55],[27,29,0.95],[27,60,0.55],[28,29,0.95],[28,60,0.55],[29,29,0.95],[29,60,0.55],[30,29,0.95],[30,60,0.55],[31,29,0.95],[31,60,0.55],[32,29,0.95],[32,60,0.55],[33,29,0.95],[33,60,0.55],[34,29,0.95],[34,60,0.55],[35,29,0.95],[35,60,0.55],[36,29,0.95],[36,60,0.55],[37,29,0.95],[37,60,0.55],[38,29,0.95],[38,60,0.55],[39,29,0.95],[39,60,0.55],[40,29,0.95],[40,60,0.55],[41,29,0.95],[41,60,0.55],[42,29,0.95],[42,60,0.55],[43,29,0.95],[43,60,0.55],[44,29,0.95],[44,60,0.55],[45,29,0.95],[45,60,0.55],[46,29,0.95],[46,60,0.55],[47,29,0.95],[47,60,0.55],[48,29,0.95],[48,60,0.55],[49,29,0.95],[49,60,0.55],[50,29,0.95],[50,31,0.55],[50,32,0.55],[50,33,0.55],[50,34,0.55],[50,35,0.55],[50,36,0.55],[50,37,0.55],[50,38,0.55],[50,39,0.55],[50,40,0.55],[50,41,0.55],[50,42,0.55],[50,43,0.55],[50,44,0.55],[50,45,0.55],[50,46,0.55],[50,47,0.55],[50,48,0.55],[50,49,0.55],[50,50,0.55],[50,51,0.55],[50,52,0.55],[50,53,0.55],[50,54,0.55],[50,55,0.55],[50,56,0.55],[50,57,0.55],[50,58,0.55],[50,59,0.55],[50,60,0.55]],""q"":0.8,""start_1_based"":[10,30],""sticky_sites"":[],""target_1_based"":[50,30]}"
RF_MB1_T300,reflecting,RF_MB1,canonical,300,2,8.0,120,752,0,-1,"{""N"":60,""barriers_perm"":[],""barriers_reflect"":[[1,29,1,30],[1,31,2,31],[1,32,1,33],[2,29,2,30],[2,30,2,31],[2,31,2,32],[2,32,2,33],[3,29,3,30],[3,30,3,31],[3,31,3,32],[3,32,3,33],[4,29,4,30],[4,30,4,31],[4,31,4,32],[4,32,4,33],[5,29,5,30],[5,30,5,31],[5,31,5,32],[5,32,5,33],[6,29,6,30],[6,30,6,31],[6,31,6,32],[6,32,6,33],[7,29,7,30],[7,30,7,31],[7,31,7,32],[7,32,7,33],[8,29,8,30],[8,30,8,31],[8,31,8,32],[8,32,8,33],[9,29,9,30],[9,30,9,31],[9,31,9,32],[9,32,9,33],[10,29,10,30],[10,30,10,31],[10,31,10,32],[10,32,10,33],[11,29,11,30],[11,30,11,31],[11,31,11,32],[11,32,11,33],[12,29,12,30],[12,30,12,31],[12,31,12,32],[12,32,12,33],[13,29,13,30],[13,30,13,31],[13,31,13,32],[13,32,13,33],[14,29,14,30],[14,30,14,31],[14,31,14,32],[14,32,14,33],[15,29,15,30],[15,30,15,31],[15,31,15,32],[15,32,15,33],[16,29,16,30],[16,30,16,31],[16,31,16,32],[16,32,16,33],[17,29,17,30],[17,30,17,31],[17,31,17,32],[17,32,17,33],[18,29,18,30],[18,30,18,31],[18,31,18,32],[18,32,18,33],[19,29,19,30],[19,30,19,31],[19,31,19,32],[19,32,19,33],[20,29,20,30],[20,30,20,31],[20,31,20,32],[20,32,20,33],[21,29,21,30],[21,30,21,31],[21,31,21,32],[21,32,21,33],[22,29,22,30],[22,30,22,31],[22,31,22,32],[22,32,22,33],[23,29,23,30],[23,30,23,31],[23,31,23,32],[23,32,23,33],[24,29,24,30],[24,30,24,31],[24,31,24,32],[24,32,24,33],[25,29,25,30],[25,30,25,31],[25,31,25,32],[25,32,25,33],[26,29,26,30],[26,30,26,31],[26,31,26,32],[26,32,26,33],[27,29,27,30],[27,30,27,31],[27,31,27,32],[27,32,27,33],[28,29,28,30],[28,30,28,31],[28,31,28,32],[28,32,28,33],[29,29,29,30],[29,30,29,31],[29,31,29,32],[29,32,29,33],[30,29,30,30],[30,30,30,31],[30,31,30,32],[30,32,30,33],[31,29,31,30],[31,30,31,31],[31,31,31,32],[31,32,31,33],[32,29,32,30],[32,30,32,31],[32,31,32,32],[32,32,32,33],[33,29,33,30],[33,30,33,31],[33,31,33,32],[33,32,33,33],[34,29,34,30],[34,30,34,31],[34,31,34,32],[34,32,34,33],[35,29,35,30],[35,30,35,31],[35,31,35,32],[35,32,35,33],[36,29,36,30],[36,30,36,31],[36,31,36,32],[36,32,36,33],[37,29,37,30],[37,30,37,31],[37,31,37,32],[37,32,37,33],[38,29,38,30],[38,30,38,31],[38,31,38,32],[38,32,38,33],[39,29,39,30],[39,30,39,31],[39,31,39,32],[39,32,39,33],[40,29,40,30],[40,30,40,31],[40,31,40,32],[40,32,40,33],[41,29,41,30],[41,30,41,31],[41,31,41,32],[41,32,41,33],[42,29,42,30],[42,30,42,31],[42,31,42,32],[42,32,42,33],[43,29,43,30],[43,30,43,31],[43,31,43,32],[43,32,43,33],[44,29,44,30],[44,30,44,31],[44,31,44,32],[44,32,44,33],[45,29,45,30],[45,30,45,31],[45,31,45,32],[45,32,45,33],[46,29,46,30],[46,30,46,31],[46,31,46,32],[46,32,46,33],[47,29,47,30],[47,30,47,31],[47,31,47,32],[47,32,47,33],[48,29,48,30],[48,30,48,31],[48,31,48,32],[48,32,48,33],[49,29,49,30],[49,30,49,31],[49,31,49,32],[49,31,50,31],[49,32,49,33],[50,29,50,30],[50,30,51,30],[50,31,51,31],[50,32,50,33],[50,32,51,32]],""boundary_x"":""reflecting"",""boundary_y"":""reflecting"",""g_x"":-0.5,""g_y"":0.0,""geometry_id"":""RF_MB1"",""geometry_kind"":""canonical"",""local_bias_arrows"":[],""local_bias_delta"":0.0,""local_bias_deltas"":[],""q"":0.8,""start_1_based"":[1,31],""sticky_sites"":[[1,32,0.2],[2,32,0.2],[3,32,0.2],[4,32,0.2],[5,32,0.2],[6,32,0.2],[7,32,0.2],[8,32,0.2],[9,32,0.2],[10,32,0.2],[11,32,0.2],[12,32,0.2],[13,32,0.2],[14,32,0.2],[15,32,0.2],[16,32,0.2],[17,32,0.2],[18,32,0.2],[19,32,0.2],[20,32,0.2],[21,32,0.2],[22,32,0.2],[23,32,0.2],[24,32,0.2],[25,32,0.2],[26,32,0.2],[27,32,0.2],[28,32,0.2],[29,32,0.2],[30,32,0.2],[31,32,0.2],[32,32,0.2],[33,32,0.2],[34,32,0.2],[35,32,0.2],[36,32,0.2],[37,32,0.2],[38,32,0.2],[39,32,0.2],[40,32,0.2],[41,32,0.2],[42,32,0.2],[43,32,0.2],[44,32,0.2],[45,32,0.2],[46,32,0.2],[47,32,0.2],[48,32,0.2],[49,32,0.2],[50,32,0.2]],""target_1_based"":[50,30]}"
