t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan,nan
9,4,nan,nan,nan,nan,nan,nan
10,6,nan,nan,nan,nan,nan,nan
11,9,nan,nan,nan,nan,nan,nan
12,8,nan,nan,nan,nan,nan,nan
13,9,nan,nan,nan,nan,nan,nan
14,6,nan,nan,nan,nan,nan,nan
15,13,nan,nan,nan,nan,nan,nan
16,16,nan,nan,nan,nan,nan,nan
17,12,nan,nan,nan,nan,nan,nan
18,21,nan,nan,nan,nan,nan,nan
19,12,nan,nan,nan,nan,nan,nan
20,13,nan,nan,nan,nan,nan,nan
21,22,nan,nan,nan,nan,nan,nan
22,13,nan,nan,nan,nan,nan,nan
23,24,nan,nan,nan,nan,nan,nan
24,20,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,22,nan,nan,nan,nan,nan,nan
27,20,nan,nan,nan,nan,nan,nan
28,24,nan,nan,nan,nan,nan,nan
29,27,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,22,nan,nan,nan,nan,nan,nan
32,26,nan,nan,nan,nan,nan,nan
33,20,nan,nan,nan,nan,nan,nan
34,19,nan,nan,nan,nan,nan,nan
35,28,nan,nan,nan,nan,nan,nan
36,21,nan,nan,nan,nan,nan,nan
37,27,nan,nan,nan,nan,nan,nan
38,32,nan,nan,nan,nan,nan,nan
39,20,nan,nan,nan,nan,nan,nan
40,24,nan,nan,nan,nan,nan,nan
41,26,nan,nan,nan,nan,nan,nan
42,19,nan,nan,nan,nan,nan,nan
43,25,nan,nan,nan,nan,nan,nan
44,32,nan,nan,nan,nan,nan,nan
45,27,nan,nan,nan,nan,nan,nan
46,19,nan,nan,nan,nan,nan,nan
47,27,nan,nan,nan,nan,nan,nan
48,25,nan,nan,nan,nan,nan,nan
49,25,nan,nan,nan,nan,nan,nan
50,35,nan,nan,nan,nan,nan,nan
51,32,nan,nan,nan,nan,nan,nan
52,26,nan,nan,nan,nan,nan,nan
53,26,nan,nan,nan,nan,nan,nan
54,26,nan,nan,nan,nan,nan,nan
55,24,nan,nan,nan,nan,nan,nan
56,24,nan,nan,nan,nan,nan,nan
57,23,nan,nan,nan,nan,nan,nan
58,24,nan,nan,nan,nan,nan,nan
59,20,nan,nan,nan,nan,nan,nan
60,18,nan,nan,nan,nan,nan,nan
61,27,nan,nan,nan,nan,nan,nan
