t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,1,nan,nan,nan,nan,nan,nan
9,7,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,7,nan,nan,nan,nan,nan,nan
12,11,nan,nan,nan,nan,nan,nan
13,5,nan,nan,nan,nan,nan,nan
14,12,nan,nan,nan,nan,nan,nan
15,19,nan,nan,nan,nan,nan,nan
16,16,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,20,nan,nan,nan,nan,nan,nan
19,23,nan,nan,nan,nan,nan,nan
20,20,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,18,nan,nan,nan,nan,nan,nan
23,16,nan,nan,nan,nan,nan,nan
24,22,nan,nan,nan,nan,nan,nan
25,20,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,30,nan,nan,nan,nan,nan,nan
28,23,nan,nan,nan,nan,nan,nan
29,14,nan,nan,nan,nan,nan,nan
30,17,nan,nan,nan,nan,nan,nan
31,31,nan,nan,nan,nan,nan,nan
32,29,nan,nan,nan,nan,nan,nan
33,21,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,17,nan,nan,nan,nan,nan,nan
36,32,nan,nan,nan,nan,nan,nan
37,24,nan,nan,nan,nan,nan,nan
38,18,nan,nan,nan,nan,nan,nan
39,20,nan,nan,nan,nan,nan,nan
40,27,nan,nan,nan,nan,nan,nan
41,32,nan,nan,nan,nan,nan,nan
42,29,nan,nan,nan,nan,nan,nan
43,30,nan,nan,nan,nan,nan,nan
44,29,nan,nan,nan,nan,nan,nan
45,17,nan,nan,nan,nan,nan,nan
46,22,nan,nan,nan,nan,nan,nan
47,28,nan,nan,nan,nan,nan,nan
48,24,nan,nan,nan,nan,nan,nan
49,27,nan,nan,nan,nan,nan,nan
50,27,nan,nan,nan,nan,nan,nan
51,23,nan,nan,nan,nan,nan,nan
52,26,nan,nan,nan,nan,nan,nan
53,23,nan,nan,nan,nan,nan,nan
54,28,nan,nan,nan,nan,nan,nan
55,35,nan,nan,nan,nan,nan,nan
56,32,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,29,nan,nan,nan,nan,nan,nan
60,31,nan,nan,nan,nan,nan,nan
61,42,nan,nan,nan,nan,nan,nan
