t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,2,nan,nan,nan,nan,nan,nan
8,5,nan,nan,nan,nan,nan,nan
9,4,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,5,nan,nan,nan,nan,nan,nan
12,11,nan,nan,nan,nan,nan,nan
13,13,nan,nan,nan,nan,nan,nan
14,13,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,12,nan,nan,nan,nan,nan,nan
17,21,nan,nan,nan,nan,nan,nan
18,19,nan,nan,nan,nan,nan,nan
19,19,nan,nan,nan,nan,nan,nan
20,18,nan,nan,nan,nan,nan,nan
21,19,nan,nan,nan,nan,nan,nan
22,19,nan,nan,nan,nan,nan,nan
23,18,nan,nan,nan,nan,nan,nan
24,22,nan,nan,nan,nan,nan,nan
25,24,nan,nan,nan,nan,nan,nan
26,21,nan,nan,nan,nan,nan,nan
27,27,nan,nan,nan,nan,nan,nan
28,27,nan,nan,nan,nan,nan,nan
29,29,nan,nan,nan,nan,nan,nan
30,23,nan,nan,nan,nan,nan,nan
31,14,nan,nan,nan,nan,nan,nan
32,21,nan,nan,nan,nan,nan,nan
33,30,nan,nan,nan,nan,nan,nan
34,21,nan,nan,nan,nan,nan,nan
35,24,nan,nan,nan,nan,nan,nan
36,28,nan,nan,nan,nan,nan,nan
37,23,nan,nan,nan,nan,nan,nan
38,34,nan,nan,nan,nan,nan,nan
39,28,nan,nan,nan,nan,nan,nan
40,31,nan,nan,nan,nan,nan,nan
41,31,nan,nan,nan,nan,nan,nan
42,29,nan,nan,nan,nan,nan,nan
43,31,nan,nan,nan,nan,nan,nan
44,28,nan,nan,nan,nan,nan,nan
45,27,nan,nan,nan,nan,nan,nan
46,26,nan,nan,nan,nan,nan,nan
47,22,nan,nan,nan,nan,nan,nan
48,29,nan,nan,nan,nan,nan,nan
49,28,nan,nan,nan,nan,nan,nan
50,32,nan,nan,nan,nan,nan,nan
51,29,nan,nan,nan,nan,nan,nan
52,32,nan,nan,nan,nan,nan,nan
53,29,nan,nan,nan,nan,nan,nan
54,19,nan,nan,nan,nan,nan,nan
55,26,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,22,nan,nan,nan,nan,nan,nan
58,30,nan,nan,nan,nan,nan,nan
59,25,nan,nan,nan,nan,nan,nan
60,27,nan,nan,nan,nan,nan,nan
61,29,nan,nan,nan,nan,nan,nan
