t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,5,nan,nan,nan,nan,nan,nan
7,3,nan,nan,nan,nan,nan,nan
8,9,nan,nan,nan,nan,nan,nan
9,10,nan,nan,nan,nan,nan,nan
10,13,nan,nan,nan,nan,nan,nan
11,21,nan,nan,nan,nan,nan,nan
12,16,nan,nan,nan,nan,nan,nan
13,19,nan,nan,nan,nan,nan,nan
14,16,nan,nan,nan,nan,nan,nan
15,15,nan,nan,nan,nan,nan,nan
16,22,nan,nan,nan,nan,nan,nan
17,23,nan,nan,nan,nan,nan,nan
18,18,nan,nan,nan,nan,nan,nan
19,18,nan,nan,nan,nan,nan,nan
20,12,nan,nan,nan,nan,nan,nan
21,29,nan,nan,nan,nan,nan,nan
22,23,nan,nan,nan,nan,nan,nan
23,19,nan,nan,nan,nan,nan,nan
24,27,nan,nan,nan,nan,nan,nan
25,23,nan,nan,nan,nan,nan,nan
26,22,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,24,nan,nan,nan,nan,nan,nan
29,16,nan,nan,nan,nan,nan,nan
30,22,nan,nan,nan,nan,nan,nan
31,19,nan,nan,nan,nan,nan,nan
32,26,nan,nan,nan,nan,nan,nan
33,25,nan,nan,nan,nan,nan,nan
34,23,nan,nan,nan,nan,nan,nan
35,32,nan,nan,nan,nan,nan,nan
36,20,nan,nan,nan,nan,nan,nan
37,19,nan,nan,nan,nan,nan,nan
38,18,nan,nan,nan,nan,nan,nan
39,15,nan,nan,nan,nan,nan,nan
40,22,nan,nan,nan,nan,nan,nan
41,24,nan,nan,nan,nan,nan,nan
42,25,nan,nan,nan,nan,nan,nan
43,22,nan,nan,nan,nan,nan,nan
44,22,nan,nan,nan,nan,nan,nan
45,14,nan,nan,nan,nan,nan,nan
46,28,nan,nan,nan,nan,nan,nan
47,16,nan,nan,nan,nan,nan,nan
48,17,nan,nan,nan,nan,nan,nan
49,20,nan,nan,nan,nan,nan,nan
50,22,nan,nan,nan,nan,nan,nan
51,14,nan,nan,nan,nan,nan,nan
52,19,nan,nan,nan,nan,nan,nan
53,19,nan,nan,nan,nan,nan,nan
54,15,nan,nan,nan,nan,nan,nan
55,21,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,15,nan,nan,nan,nan,nan,nan
58,20,nan,nan,nan,nan,nan,nan
59,20,nan,nan,nan,nan,nan,nan
60,31,nan,nan,nan,nan,nan,nan
61,20,nan,nan,nan,nan,nan,nan
