t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,2,nan,nan,nan,nan,nan,nan
7,5,nan,nan,nan,nan,nan,nan
8,6,nan,nan,nan,nan,nan,nan
9,7,nan,nan,nan,nan,nan,nan
10,24,nan,nan,nan,nan,nan,nan
11,19,nan,nan,nan,nan,nan,nan
12,16,nan,nan,nan,nan,nan,nan
13,20,nan,nan,nan,nan,nan,nan
14,10,nan,nan,nan,nan,nan,nan
15,21,nan,nan,nan,nan,nan,nan
16,19,nan,nan,nan,nan,nan,nan
17,18,nan,nan,nan,nan,nan,nan
18,22,nan,nan,nan,nan,nan,nan
19,28,nan,nan,nan,nan,nan,nan
20,20,nan,nan,nan,nan,nan,nan
21,29,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,19,nan,nan,nan,nan,nan,nan
24,18,nan,nan,nan,nan,nan,nan
25,28,nan,nan,nan,nan,nan,nan
26,19,nan,nan,nan,nan,nan,nan
27,18,nan,nan,nan,nan,nan,nan
28,20,nan,nan,nan,nan,nan,nan
29,28,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,25,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,30,nan,nan,nan,nan,nan,nan
34,21,nan,nan,nan,nan,nan,nan
35,32,nan,nan,nan,nan,nan,nan
36,14,nan,nan,nan,nan,nan,nan
37,23,nan,nan,nan,nan,nan,nan
38,14,nan,nan,nan,nan,nan,nan
39,12,nan,nan,nan,nan,nan,nan
40,29,nan,nan,nan,nan,nan,nan
41,18,nan,nan,nan,nan,nan,nan
42,26,nan,nan,nan,nan,nan,nan
43,19,nan,nan,nan,nan,nan,nan
44,26,nan,nan,nan,nan,nan,nan
45,16,nan,nan,nan,nan,nan,nan
46,25,nan,nan,nan,nan,nan,nan
47,21,nan,nan,nan,nan,nan,nan
48,23,nan,nan,nan,nan,nan,nan
49,24,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,15,nan,nan,nan,nan,nan,nan
52,18,nan,nan,nan,nan,nan,nan
53,18,nan,nan,nan,nan,nan,nan
54,12,nan,nan,nan,nan,nan,nan
55,24,nan,nan,nan,nan,nan,nan
56,18,nan,nan,nan,nan,nan,nan
57,28,nan,nan,nan,nan,nan,nan
58,18,nan,nan,nan,nan,nan,nan
59,8,nan,nan,nan,nan,nan,nan
60,15,nan,nan,nan,nan,nan,nan
61,21,nan,nan,nan,nan,nan,nan
