window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,7441,0.037205,1.0,0.30936702056175247,0.0,1.0,0.0,0.6906329794382475,0.21287461362720064,0.09649240693455181,0.0,0.6906329794382475,0.0,0.30936702056175247,0.0,1.0,0.0,0.9994839917077619,1.0,0.29896493511905203,0.31996584240078135
valley,4484,0.02242,0.784121320249777,0.3450044603033006,0.215878679750223,0.7834522747546833,0.0006690454950936663,0.6549955396966993,0.22123104371097235,0.12377341659232828,0.17060660124888494,0.48438893844781444,0.04527207850133809,0.29973238180196254,0.0,1.0,0.0,0.7718382239995154,0.7959179998386878,0.3312283708493539,0.3590459026455038
peak2,4689,0.023445,0.5602473875026658,0.3120068244828322,0.43975261249733416,0.5570484111750906,0.003198976327575176,0.6879931755171679,0.19769673704414586,0.11431008743868629,0.3371721049264235,0.3508210705907443,0.10258050757091064,0.2094263169119215,0.0,1.0,0.0,0.5459965469467983,0.5743995900120965,0.2989038319637844,0.3254176026228847
other,183386,0.91693,0.5151756404523792,0.3343439521010328,0.4848243595476209,0.500147230431985,0.015028410020394142,0.6656560478989672,0.20586631476775763,0.12847763733327516,0.3525296369406607,0.3131264109583065,0.13229472260696018,0.2020492294940726,0.017218578792540414,0.9827814212074596,0.0,0.5128879425866059,0.5174627025278616,0.3321882331565151,0.3365066112802774
