case_id,L,x1_0,x2_0,q0,rho,Q1,Q2,z_re,z_im,absorbing_total_re,absorbing_total_im,green_total_re,green_total_im,abs_error,rel_error,max_channel_abs_error
L5_edge_to_edge_rho2,5,0,4,3.4999999999999998e-01,2.0000000000000000e+00,4.6666666666666662e-01,2.3333333333333331e-01,1.0000000000000001e-01,0.0000000000000000e+00,1.5793008275837585e-05,0.0000000000000000e+00,1.5793008275837578e-05,0.0000000000000000e+00,6.7762635780344027e-21,6.7761565621377386e-21,3.3881317890172014e-21
L5_edge_to_edge_rho2,5,0,4,3.4999999999999998e-01,2.0000000000000000e+00,4.6666666666666662e-01,2.3333333333333331e-01,4.0000000000000002e-01,0.0000000000000000e+00,1.4205173221123891e-03,0.0000000000000000e+00,1.4205173221123891e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0842021724855044e-19
L5_edge_to_edge_rho2,5,0,4,3.4999999999999998e-01,2.0000000000000000e+00,4.6666666666666662e-01,2.3333333333333331e-01,7.5000000000000000e-01,0.0000000000000000e+00,3.9667299121662683e-02,0.0000000000000000e+00,3.9667299121662690e-02,0.0000000000000000e+00,6.9388939039072284e-18,6.6741484605405805e-18,4.3368086899420177e-18
L5_edge_to_edge_rho2,5,0,4,3.4999999999999998e-01,2.0000000000000000e+00,4.6666666666666662e-01,2.3333333333333331e-01,5.0000000000000000e-01,2.0000000000000001e-01,-1.1340790317847110e-03,4.0947605790227623e-03,-1.1340790317847112e-03,4.0947605790227614e-03,8.9405601533637450e-19,8.9027332793944044e-19,4.9758265408065052e-19
L7_inner_pair_rho1,7,1,5,3.4999999999999998e-01,1.0000000000000000e+00,3.4999999999999998e-01,3.4999999999999998e-01,1.0000000000000001e-01,0.0000000000000000e+00,1.6286330692111338e-05,0.0000000000000000e+00,1.6286330692111349e-05,0.0000000000000000e+00,1.0164395367051604e-20,1.0164229829043378e-20,1.0164395367051604e-20
L7_inner_pair_rho1,7,1,5,3.4999999999999998e-01,1.0000000000000000e+00,3.4999999999999998e-01,3.4999999999999998e-01,4.0000000000000002e-01,0.0000000000000000e+00,1.0666762274592180e-03,0.0000000000000000e+00,1.0666762274592178e-03,0.0000000000000000e+00,2.1684043449710089e-19,2.1660938241823075e-19,1.0842021724855044e-19
L7_inner_pair_rho1,7,1,5,3.4999999999999998e-01,1.0000000000000000e+00,3.4999999999999998e-01,3.4999999999999998e-01,7.5000000000000000e-01,0.0000000000000000e+00,2.4350199735014323e-02,0.0000000000000000e+00,2.4350199735014323e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6020852139652106e-18
L7_inner_pair_rho1,7,1,5,3.4999999999999998e-01,1.0000000000000000e+00,3.4999999999999998e-01,3.4999999999999998e-01,5.0000000000000000e-01,2.0000000000000001e-01,-3.8656998484294658e-04,2.8867306244133323e-03,-3.8656998484294674e-04,2.8867306244133328e-03,4.6317137111987765e-19,4.6182630250530083e-19,4.4123831639482689e-19
