dst,valid,reason_invalid,mass,remaining,steps,fig3_bimodal,fig3_t1,fig3_h1,fig3_t2,fig3_h2,robust_bimodal,robust_t1,robust_h1,robust_t2,robust_h2,robust_sep,robust_ratio,robust_valley,robust_valley_ratio
1,False,Shortcut endpoints must be distinct.,,,,,,,,,,,,,,,,,
2,False,Invalid shortcut: dst=2 is already a ring neighbour of src=1 for K=2.,,,,,,,,,,,,,,,,,
3,True,,0.9357280641343861,0.0642719358656112,8000,True,58,3.176547580064016e-06,60,4.1577254930136305e-06,False,322,0.00026757317454482223,372,0.00026557172698549343,50,0.9925199992012147,0.000204630361784751,0.7705276616133491
4,True,,0.9248849193875398,0.07511508061245775,8000,True,60,4.404340037768477e-06,62,5.66738480948346e-06,True,326,0.00038070233240512135,376,0.0003749575187877028,50,0.9849099594921702,1.185413030504863e-05,0.03161459555038373
5,True,,0.9179640454460154,0.08203595455398249,8000,True,58,3.143256598324154e-06,60,4.105384661946192e-06,False,1130,0.0002431764209203617,1180,0.00024295361761662314,50,0.9990837791637228,0.00021751371914639122,0.8952890731992488
6,True,,0.9136621645810296,0.08633783541896961,8000,True,60,4.178969185432623e-06,62,5.35095103095447e-06,True,1469,0.0003472694995912006,1519,0.000346958469578014,50,0.9991043555119217,9.979683651216732e-05,0.2876333776591319
7,True,,0.9112096420455045,0.08879035795449443,8000,True,58,3.1418748094607037e-06,60,4.1028294778426995e-06,False,1154,0.0002484116235788038,1204,0.0002481634691429661,50,0.9990010353289326,0.00020667586830847815,0.8328214826389815
8,True,,0.9100491555510111,0.08995084444898736,8000,True,60,4.120546664224105e-06,62,5.264367526308739e-06,True,1431,0.0003712681143819567,1481,0.0003709109658858938,50,0.9990380307863026,7.993601468799134e-05,0.2155126756553827
9,True,,0.9098733517936868,0.09012664820631276,8000,True,58,3.141842319481075e-06,60,4.102754973833012e-06,False,1130,0.00025868525080388155,1180,0.0002583842364593409,50,0.99883636835264,0.00019859465271998493,0.7686020457027207
10,True,,0.9103991720986826,0.0896008279013163,8000,True,60,4.10646091754199e-06,62,5.2420605387866725e-06,True,1387,0.0003915657378991534,1437,0.0003911725423035887,50,0.9989958375886657,6.730856020967257e-05,0.17206872397867448
11,True,,0.9114990417307977,0.08850095826920107,8000,True,58,3.1418419456221518e-06,60,4.102753814854476e-06,False,1084,0.00027205431708829224,1134,0.00027171620435942795,50,0.998757186680649,0.0001907645939068054,0.7020729380367053
12,True,,0.9130022975765054,0.0869977024234944,8000,True,60,4.103433585266006e-06,62,5.236884831120429e-06,True,1339,0.0004101815077724894,1389,0.00040975674456231696,50,0.9989644506099772,5.8646053722332464e-05,0.14312407178306594
13,True,,0.914860267069135,0.08513973293086433,8000,True,58,3.1418419440437677e-06,60,4.1027538069926145e-06,True,1030,0.00028797389124057447,1080,0.00028757216995447415,50,0.9986050079596809,0.00018247175507201915,0.6345250832196538
14,True,,0.9169546005379924,0.0830453994620064,8000,True,62,5.235818928234857e-06,64,6.547307351779292e-06,True,1289,0.0004280982474545185,1339,0.00042762334073351537,50,0.998890659506721,5.237205558711164e-05,0.12247239708028157
15,True,,0.9192748045671955,0.08072519543280345,8000,True,58,3.141841944170724e-06,60,4.1027538079104755e-06,True,972,0.00030635358291786896,1022,0.0003058610834760053,50,0.9983923823016109,0.00017326750984384166,0.566490865312829
16,True,,0.9217298323161136,0.07827016768388607,8000,True,62,5.235626012505438e-06,64,6.546936836061979e-06,True,1235,0.00044588457732509714,1285,0.0004453792254177837,50,0.9988666306640497,4.7751621100765665e-05,0.107215645399654
17,True,,0.9243288973530226,0.07567110264697668,8000,True,60,4.102753825074815e-06,62,5.235591166562455e-06,True,912,0.0003273301236045132,962,0.00032671162964367854,50,0.9981104887199995,0.00016288908846369722,0.49857144247160384
18,True,,0.9269968118707832,0.07300318812921605,8000,True,62,5.235595681904639e-06,64,6.5468724215941425e-06,True,1179,0.000463928677480694,1229,0.00046337538667800247,50,0.9988073796047787,4.425824928059983e-05,0.09551273233974056
19,True,,0.9297532698580504,0.07024673014194992,8000,True,60,4.102754057362134e-06,62,5.235591903192304e-06,True,848,0.0003512368132678029,898,0.0003505169293467279,50,0.997950431464238,0.00015062648331146946,0.4297266999120354
20,True,,0.9325333108117498,0.06746668918824923,8000,True,62,5.2355916009605205e-06,64,6.546862683311783e-06,True,1121,0.0004825504313915797,1171,0.00048192096992217463,50,0.998695552985851,4.161722021577657e-05,0.08635693985778899
21,True,,0.9353621256369494,0.06463787436305042,8000,True,60,4.102756522142553e-06,62,5.23559853091813e-06,True,784,0.00037867187378656694,834,0.0003777531564752126,50,0.9975738432797568,0.00013667228160525507,0.3618031491266261
