t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan,nan
9,3,nan,nan,nan,nan,nan,nan
10,7,nan,nan,nan,nan,nan,nan
11,6,nan,nan,nan,nan,nan,nan
12,7,nan,nan,nan,nan,nan,nan
13,9,nan,nan,nan,nan,nan,nan
14,11,nan,nan,nan,nan,nan,nan
15,10,nan,nan,nan,nan,nan,nan
16,10,nan,nan,nan,nan,nan,nan
17,11,nan,nan,nan,nan,nan,nan
18,15,nan,nan,nan,nan,nan,nan
19,24,nan,nan,nan,nan,nan,nan
20,15,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,17,nan,nan,nan,nan,nan,nan
23,28,nan,nan,nan,nan,nan,nan
24,24,nan,nan,nan,nan,nan,nan
25,16,nan,nan,nan,nan,nan,nan
26,29,nan,nan,nan,nan,nan,nan
27,17,nan,nan,nan,nan,nan,nan
28,22,nan,nan,nan,nan,nan,nan
29,17,nan,nan,nan,nan,nan,nan
30,28,nan,nan,nan,nan,nan,nan
31,17,nan,nan,nan,nan,nan,nan
32,26,nan,nan,nan,nan,nan,nan
33,25,nan,nan,nan,nan,nan,nan
34,24,nan,nan,nan,nan,nan,nan
35,33,nan,nan,nan,nan,nan,nan
36,28,nan,nan,nan,nan,nan,nan
37,29,nan,nan,nan,nan,nan,nan
38,16,nan,nan,nan,nan,nan,nan
39,24,nan,nan,nan,nan,nan,nan
40,27,nan,nan,nan,nan,nan,nan
41,28,nan,nan,nan,nan,nan,nan
42,37,nan,nan,nan,nan,nan,nan
43,30,nan,nan,nan,nan,nan,nan
44,25,nan,nan,nan,nan,nan,nan
45,21,nan,nan,nan,nan,nan,nan
46,30,nan,nan,nan,nan,nan,nan
47,26,nan,nan,nan,nan,nan,nan
48,26,nan,nan,nan,nan,nan,nan
49,22,nan,nan,nan,nan,nan,nan
50,23,nan,nan,nan,nan,nan,nan
51,23,nan,nan,nan,nan,nan,nan
52,31,nan,nan,nan,nan,nan,nan
53,33,nan,nan,nan,nan,nan,nan
54,29,nan,nan,nan,nan,nan,nan
55,26,nan,nan,nan,nan,nan,nan
56,32,nan,nan,nan,nan,nan,nan
57,29,nan,nan,nan,nan,nan,nan
58,32,nan,nan,nan,nan,nan,nan
59,38,nan,nan,nan,nan,nan,nan
60,28,nan,nan,nan,nan,nan,nan
61,30,nan,nan,nan,nan,nan,nan
