t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,2,nan,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan,nan
9,1,nan,nan,nan,nan,nan,nan
10,5,nan,nan,nan,nan,nan,nan
11,4,nan,nan,nan,nan,nan,nan
12,7,nan,nan,nan,nan,nan,nan
13,9,nan,nan,nan,nan,nan,nan
14,10,nan,nan,nan,nan,nan,nan
15,16,nan,nan,nan,nan,nan,nan
16,21,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,17,nan,nan,nan,nan,nan,nan
19,18,nan,nan,nan,nan,nan,nan
20,15,nan,nan,nan,nan,nan,nan
21,16,nan,nan,nan,nan,nan,nan
22,19,nan,nan,nan,nan,nan,nan
23,22,nan,nan,nan,nan,nan,nan
24,26,nan,nan,nan,nan,nan,nan
25,24,nan,nan,nan,nan,nan,nan
26,26,nan,nan,nan,nan,nan,nan
27,32,nan,nan,nan,nan,nan,nan
28,30,nan,nan,nan,nan,nan,nan
29,28,nan,nan,nan,nan,nan,nan
30,18,nan,nan,nan,nan,nan,nan
31,31,nan,nan,nan,nan,nan,nan
32,27,nan,nan,nan,nan,nan,nan
33,16,nan,nan,nan,nan,nan,nan
34,28,nan,nan,nan,nan,nan,nan
35,26,nan,nan,nan,nan,nan,nan
36,27,nan,nan,nan,nan,nan,nan
37,22,nan,nan,nan,nan,nan,nan
38,28,nan,nan,nan,nan,nan,nan
39,19,nan,nan,nan,nan,nan,nan
40,28,nan,nan,nan,nan,nan,nan
41,22,nan,nan,nan,nan,nan,nan
42,21,nan,nan,nan,nan,nan,nan
43,30,nan,nan,nan,nan,nan,nan
44,28,nan,nan,nan,nan,nan,nan
45,23,nan,nan,nan,nan,nan,nan
46,29,nan,nan,nan,nan,nan,nan
47,34,nan,nan,nan,nan,nan,nan
48,32,nan,nan,nan,nan,nan,nan
49,26,nan,nan,nan,nan,nan,nan
50,26,nan,nan,nan,nan,nan,nan
51,32,nan,nan,nan,nan,nan,nan
52,30,nan,nan,nan,nan,nan,nan
53,29,nan,nan,nan,nan,nan,nan
54,30,nan,nan,nan,nan,nan,nan
55,33,nan,nan,nan,nan,nan,nan
56,23,nan,nan,nan,nan,nan,nan
57,18,nan,nan,nan,nan,nan,nan
58,36,nan,nan,nan,nan,nan,nan
59,41,nan,nan,nan,nan,nan,nan
60,25,nan,nan,nan,nan,nan,nan
61,21,nan,nan,nan,nan,nan,nan
