t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,1,nan,nan,nan,nan,nan,nan
9,1,nan,nan,nan,nan,nan,nan
10,6,nan,nan,nan,nan,nan,nan
11,9,nan,nan,nan,nan,nan,nan
12,8,nan,nan,nan,nan,nan,nan
13,10,nan,nan,nan,nan,nan,nan
14,7,nan,nan,nan,nan,nan,nan
15,8,nan,nan,nan,nan,nan,nan
16,24,nan,nan,nan,nan,nan,nan
17,14,nan,nan,nan,nan,nan,nan
18,17,nan,nan,nan,nan,nan,nan
19,12,nan,nan,nan,nan,nan,nan
20,17,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,22,nan,nan,nan,nan,nan,nan
23,27,nan,nan,nan,nan,nan,nan
24,12,nan,nan,nan,nan,nan,nan
25,30,nan,nan,nan,nan,nan,nan
26,18,nan,nan,nan,nan,nan,nan
27,20,nan,nan,nan,nan,nan,nan
28,25,nan,nan,nan,nan,nan,nan
29,21,nan,nan,nan,nan,nan,nan
30,24,nan,nan,nan,nan,nan,nan
31,24,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,18,nan,nan,nan,nan,nan,nan
34,33,nan,nan,nan,nan,nan,nan
35,22,nan,nan,nan,nan,nan,nan
36,21,nan,nan,nan,nan,nan,nan
37,28,nan,nan,nan,nan,nan,nan
38,27,nan,nan,nan,nan,nan,nan
39,16,nan,nan,nan,nan,nan,nan
40,34,nan,nan,nan,nan,nan,nan
41,32,nan,nan,nan,nan,nan,nan
42,27,nan,nan,nan,nan,nan,nan
43,31,nan,nan,nan,nan,nan,nan
44,28,nan,nan,nan,nan,nan,nan
45,26,nan,nan,nan,nan,nan,nan
46,28,nan,nan,nan,nan,nan,nan
47,29,nan,nan,nan,nan,nan,nan
48,31,nan,nan,nan,nan,nan,nan
49,13,nan,nan,nan,nan,nan,nan
50,22,nan,nan,nan,nan,nan,nan
51,22,nan,nan,nan,nan,nan,nan
52,39,nan,nan,nan,nan,nan,nan
53,21,nan,nan,nan,nan,nan,nan
54,22,nan,nan,nan,nan,nan,nan
55,25,nan,nan,nan,nan,nan,nan
56,21,nan,nan,nan,nan,nan,nan
57,32,nan,nan,nan,nan,nan,nan
58,30,nan,nan,nan,nan,nan,nan
59,25,nan,nan,nan,nan,nan,nan
60,21,nan,nan,nan,nan,nan,nan
61,24,nan,nan,nan,nan,nan,nan
