t,f_any,f_m1_first,f_m2_first,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0
4,0.0,0.0,0.0,1.0000000000000002
5,0.0,0.0,0.0,1.0000000000000002
6,0.0,0.0,0.0,1.0000000000000002
7,2.431012500000001e-07,2.431012500000001e-07,0.0,0.9999997568987502
8,1.0890936000000006e-06,1.0890936000000006e-06,0.0,0.9999986678051503
9,2.9165586266250017e-06,2.9165586266250017e-06,0.0,0.999995751246524
10,6.096380348520004e-06,6.096380348520004e-06,0.0,0.9999896548661754
11,1.097702730242332e-05,1.097702730242332e-05,0.0,0.999978677838873
12,1.7854531673051226e-05,1.7854531673051226e-05,0.0,0.9999608233071999
13,2.6934529967341245e-05,2.6934529967341245e-05,0.0,0.9999338887772327
14,3.8302447033906115e-05,3.8302447033906115e-05,0.0,0.9998955863301988
15,5.1911724451155855e-05,5.1911724451155855e-05,0.0,0.9998436746057477
16,6.759121482830845e-05,6.759121482828881e-05,1.9638061523437523e-17,0.9997760833909195
17,8.506709449309755e-05,8.506709449285876e-05,2.3879882812500027e-16,0.9996910162964262
18,0.00010399263672906597,0.00010399263672751798,1.5480029296875018e-15,0.9995870236596973
19,0.0001239797420271582,0.00012397974202005074,7.107466612060555e-15,0.9994630439176703
20,0.0001446278337820196,0.00014462783375609938,2.5920200028750137e-14,0.9993184160838884
21,0.0001655476134164034,0.00016554761333654225,7.986117305877537e-14,0.999152868470472
22,0.00018637872720324398,0.00018637872698726087,2.1598309861128303e-13,0.9989664897432687
23,0.00020680147119589152,0.00020680147066973856,5.261529631677242e-13,0.9987596882720727
24,0.0002265432814110167,0.0002265432802349192,1.1760974839887122e-12,0.9985331449906618
25,0.0002453810293309273,0.0002453810268852069,2.4457204024291193e-12,0.998287763961331
26,0.0002631401840385084,0.00026314017925640034,4.782108071544296e-12,0.9980246237772925
27,0.0002796918095132897,0.00027969180064728636,8.866003375924428e-12,0.9977449319677791
28,0.0002949482096805103,0.00029494819398874435,1.56917659732437e-11,0.9974499837580988
29,0.00030885786065385027,0.00030885783399382555,2.666002470940518e-11,0.9971411258974449
30,0.0003214001057482624,0.0003214000620668212,4.368144121392693e-11,0.9968197257916968
31,0.00033257994723682,0.0003325798779475118,6.928930825372726e-11,0.99648714584446
32,0.0003424231538838895,0.00034242304712573627,1.0675815322721624e-10,0.9961447226905761
33,0.0003509718144781709,0.0003509716542530321,1.6022513878981603e-10,0.995793750876098
34,0.0003582804019151245,0.00035828016710426136,2.348108631190569e-10,0.995435470474183
35,0.0003644123659009656,0.0003644120291648064,3.3673615919275514e-10,0.9950710581082819
36,0.0003694372410672453,0.00036943676763558574,4.734316595571935e-10,0.9947016208672147
37,0.000373428237574777,0.0003734275839375725,6.536372044771597e-10,0.99432819262964
38,0.0003764602700905928,0.00037645938260199766,8.874885951510951e-10,0.9939517323595495
39,0.00037860837587937705,0.0003786071892896817,1.186589695384044e-09,0.9935731239836701
40,0.0003799464717491573,0.00037994490768072665,1.564068430674841e-09,0.993193177511921
41,0.0003805464012890905,0.00038054436667329884,2.0346157916585747e-09,0.992812631110632
42,0.0003804772271789299,0.00038047461267143795,2.6145074919855446e-09,0.992432153883453
43,0.0003798047275822181,0.00037980140597378126,3.3216084368106523e-09,0.9920523491558708
44,0.0003785910602374871,0.0003785868848768768,4.175360610317441e-09,0.9916737580956334
45,0.00037689456248627534,0.0003768893657308977,5.19675537763381e-09,0.9912968635331472
46,0.00037476965990286613,0.0003747632516113546,6.408291511552896e-09,0.9909220938732445
47,0.00037226686028822196,0.0003722590263677266,7.83392049539825e-09,0.9905498270129562
48,0.0003694328134927663,0.0003694233145119448,9.498980821491534e-09,0.9901803941994636
49,0.0003663104208154534,0.00036629899069234926,1.1430123104133526e-08,0.989814083778648
