t,f_any,f_m1_first,f_m2_first,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0000000000000002
4,0.0,0.0,0.0,1.0
5,0.0,0.0,0.0,1.0
6,0.0,0.0,0.0,1.0000000000000002
7,4.288306050000004e-06,4.288306050000004e-06,0.0,0.9999957116939502
8,1.9211611104000014e-05,1.9211611104000014e-05,0.0,0.9999765000828464
9,5.047281085486504e-05,5.047281085486504e-05,0.0,0.9999260272719914
10,0.00010189376536056486,0.00010189376536056486,0.0,0.9998241335066309
11,0.00017525482870279956,0.00017525482870279956,0.0,0.9996488786779281
12,0.0002705622056194025,0.0002705622056194025,0.0,0.9993783164723088
13,0.00038639770085962437,0.00038639770085962437,0.0,0.9989919187714493
14,0.0005202491398757059,0.0005202491398757059,0.0,0.9984716696315735
15,0.0006688172661304752,0.0006688172661304752,0.0,0.997802852365443
16,0.0008283084454204197,0.0008283084454204,1.9638061523437523e-17,0.9969745439200228
17,0.0009947106406023006,0.0009947106406020556,2.450830078125003e-16,0.9959798332794205
18,0.00116404041014556,0.0011640404101439306,1.6293551269531267e-15,0.9948157928692751
19,0.0013325474253224087,0.0013325474253147419,7.666815790283211e-15,0.9934832454439526
20,0.001496867733213446,0.0014968677331848109,2.86350280943848e-14,0.9919863777107392
21,0.0016541237284373445,0.001654123728347049,9.02952985944986e-14,0.9903322539823022
22,0.001801974742264793,0.0018019747420150245,2.4976861342529054e-13,0.9885302792400372
23,0.001938626087411607,0.0019386260867896737,6.219333168237105e-13,0.9865916531526258
24,0.0020628061925679103,0.002062806191147807,1.4201033772136596e-12,0.9845288469600577
25,0.002173721560277007,0.0021737215572621617,3.014845512253143e-12,0.9823551253997808
26,0.0022709982817375966,0.0022709982757230713,6.014525387799235e-12,0.9800841271180434
27,0.002354617283052013,0.002354617271681482,1.1370531231328863e-11,0.9777295098349913
28,0.002424848760975041,0.002424848740465894,2.0509146936765352e-11,0.9753046610740164
29,0.0024821896473880755,0.0024821896118972634,3.54908123264188e-11,0.9728224714266283
30,0.002527306555223571,0.0025273064960274552,5.919611597578625e-11,0.9702951648714049
31,0.00256098555387714,0.0025609854583407135,9.553642640926196e-11,0.9677341793175278
32,0.0025840892955953944,0.002584089145909706,1.4968568848288777e-10,0.9651500900219321
33,0.0025975214336852303,0.002597521205356542,2.2832868846748355e-10,0.962552568588247
34,0.0026021978946634125,0.0026021975547433135,3.399200988472553e-10,0.9599503706935838
35,0.002599024344224541,0.0025990238492766375,4.94947903478884e-10,0.9573513463493593
36,0.002588879079877229,0.002588878373682827,7.061944021774644e-10,0.9547624672694819
37,0.002572600556618598,0.0025725995676306934,9.889879045161746e-10,0.9521898667128635
38,0.002550978778579829,0.0025509774171414,1.3614384291887069e-09,0.9496388879342837
39,0.0025247498483427903,0.002524748003691595,1.8446511954606828e-09,0.9471141380859409
40,0.0024945930414674296,0.002494590578555046,2.462912383634693e-09,0.9446195450444737
41,0.0024611298561569798,0.002461126612314478,3.243842502040757e-09,0.9421584151883167
42,0.002424924569957771,0.0024249203514440944,4.2185136762770615e-09,0.939733490618359
43,0.0023864859126253497,0.002386480491097129,5.421528220641623e-09,0.9373470047057335
44,0.002346269534373118,0.002346262643316204,6.8910569139530664e-09,0.9350007351713605
45,0.0023046810105548407,0.0023046723417184008,8.668836439914737e-09,0.9326960541608056
46,0.002262079177193131,0.0022620683770667007,1.0800126430336796e-08,0.9304339749836126
47,0.002218779636976632,0.002218766303349192,1.333362743984516e-08,0.9282151953466361
48,0.0021750583130515045,0.002175041991689542,1.6321361962631958e-08,0.9260401370335846
49,0.002131154958929336,0.0021311351404080738,1.981852126196007e-08,0.9239089820746552
50,0.0020872765579776705,0.0020872526746963556,2.3883281314664163e-08,0.9218217055166776
